Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2006,0,41863002996,-12386788066,29476214930,21398680492,-448555863,20950124629,12487408,0,0,1435154252,-29935321,1405218931,705702778,52549748676,-23472774411,29076974265,-426117628,28650856637,-7824693481,0,-7824693481,20826163156,0,417
2007,0,373239592393,-297467176953,75772415440,107792311716,-4529778343,103262533373,280094351,0,0,33692247425,-2281488831,31410758594,3600858700,214326660458,-105562624775,108764035683,-5326649784,103437385899,-28703926098,0,-28703926098,74733459801,0,1495
2008,0,1024772287227,-812393721898,212378565329,10856332084,-8927480189,1928851895,-4115032930,0,-1560694948,1321271905,-61993195,1259278710,60857335968,270748304024,-180191199362,90557104662,-16517408976,74039695686,-16894957148,0,-16894957148,57144738538,0,596
2009,0,1251186976707,-964232841834,286954134873,110838700885,-11623834734,99214866151,5583534247,0,0,8873462815,-565623827,8307838988,72405246460,472465620719,-201092611009,271373009710,-81555325735,189817683975,-47401891605,0,-47401891605,142415792370,0,1424
2010,0,1714749816334,-1224485399459,490264416875,37878007047,-9925679106,27952327941,2595767327,0,-1233241449,5616383397,-906183110,4710200287,2147872287,526437343268,-275171001990,251266341278,-41918535150,209347806128,-52433991850,0,-52433991850,156913814278,0,1469
2011,0,2691189906407,-1951078322814,740111583593,34666485420,-15481557365,19184928055,-92792861534,0,-4062408822,23277935707,-829037519,22448898188,990000000,685880139480,-394384534579,291495604901,-69483778518,222011826383,-55810764439,0,-55810764439,166201061944,0,623
2012,0,2609379970823,-1876968956844,732411013979,25898457769,-16426587393,9471870376,-19020867434,0,-2937839403,23909532656,-2524134903,21385397753,920000000,742229575271,-650494119263,91735456008,-88344968732,3390487276,-1216219240,0,-1216219240,2174268036,0,7
2013,0,2144276058188,-1548236557098,596039501090,16428185903,-16619311709,-191125806,9455438427,0,293237554,96151323979,-39495072308,56656251671,4292990000,666546292936,-618141177228,48405115708,-24484526070,23920589638,-5466505973,0,-5466505973,18454083665,0,62
2014,0,2454329075929,-1853847246628,600481829301,16126211400,-22657975470,-6531764070,-766968029,0,72780217110,1297362685,-7222310754,-5924948069,3540000000,663578366243,-604430687530,59147678713,-49397075794,9750602919,-1616336124,0,-1616336124,8134266795,0,27
2015,0,2751283794960,-1988405153595,762878641365,29534912334,-25910896443,3624015891,-15505847370,0,20037209160,23152357002,-30404001450,-7251644448,2875000000,766657374598,-655265159274,111392215324,-103919394572,7472820752,-982659117,0,-982659117,6490161635,0,22
2016,0,3561013000000,-2608149000000,952864000000,38222000000,-34664000000,3558000000,-60346000000,0,28007000000,165870000000,-15664000000,150206000000,0,1074289000000,-863133000000,211156000000,-197608000000,13548000000,-2709000000,0,-2709000000,10839000000,0,36
2017,0,4437486000000,-3319980000000,1117506000000,56175000000,-37993000000,18182000000,-26857000000,0,110022000000,146938000000,-140585000000,6353000000,0,1225206000000,-959550000000,265656000000,-234912000000,30744000000,-8789000000,0,-8789000000,21955000000,0,74
2018,0,4738865000000,-3757692000000,981173000000,65347000000,-39926000000,25421000000,-21786000000,0,-22034000000,1064822000000,-803579000000,261243000000,0,1224017000000,-999842000000,224175000000,-136345000000,87830000000,-51590000000,0,-51590000000,36240000000,0,122
2019,0,5291273000000,-4132865000000,1158408000000,102974000000,-52229000000,50745000000,-3189000000,0,31862000000,153904000000,-149941000000,3963000000,0,1241789000000,-862619000000,379170000000,-324129000000,55041000000,-11899000000,0,-11899000000,43142000000,0,129
