Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2013,2,160944009281,-232518557854,796472106,1288059501,0,-586461685,-124348675958,0,-194425154609,0,0,18083156326,-2377237143,-751653446558,0,0,767709293,-192815056216,-99997962205,2855551859140,18346215289,-37955401789,-1483346711243,0,3855843814,134033814099,0,0,0,134033814099,-1512405755,1200000,0,0,0,0,0,0,0,-1511205755,0,0,0,0,0,0,0,132522608344,1336838866592,0,1469361474936
2013,3,315381897922,-393485774267,620177807,-2796949957,0,-853786074,-158572703149,0,-239707137718,0,170197424521,-837777196039,-2667350000,2527757099040,0,0,16529084397,0,2764740165710,-8861438247142,-18346215289,-94721434711,7303106497289,0,-88954237430,2638718452628,0,0,0,2638718452628,-1964232161,0,-91535293,0,0,0,0,0,4292990000,2237222546,0,0,0,0,0,0,0,2640955675174,1143165641602,0,3784121316776
2013,4,423198286356,-335438617146,-1925123065,14751312827,58869144318,0,-187965858121,0,-28510854831,0,326195833334,-438199036577,1806825000,-1688676646207,0,-32228702210,950709867727,0,2242022614878,8735959425534,0,-44615650000,-6409021981229,0,-970379753,3614471315666,0,0,0,3614471315666,-905548894404,0,135118595,0,0,0,-273700000000,0,0,-1179113775809,0,0,0,0,0,0,0,2435357539857,3784121316776,0,6219478856633
2014,1,305265352940,-427863122705,-203197754,12534310078,0,-1885494566,-131114748047,-20630456,-243287530510,0,0,183863838992,484874999,-2033109184574,0,0,-472959551052,0,-562908230245,5181158416552,0,-10120650000,-1919766242986,0,17490132837,140845874013,0,0,0,140845874013,0,0,0,0,0,0,0,7500000000,0,7500000000,0,0,0,0,0,0,0,148345874013,6219478856633,0,6367824730646
2014,2,260379904414,-427911960447,237427539,25356604968,0,-2896488292,-131984500133,0,-276819011951,0,-808717726797,-487868685011,-2047627884,-2353920134032,0,0,779075314636,0,2246112730650,1089294395966,0,-7641650000,-181573422243,0,75313285591,71207468925,0,0,0,71207468925,-16678612944,7500000,0,0,0,0,3000000000,0,0,-13671112944,0,0,0,0,0,0,0,57536355981,6367824730646,0,6425361086627
2014,3,339746336689,-410649768846,-2930248485,-11078474124,0,4639455344,-151384038435,0,-231656737857,0,-994519003203,26046200143,163650001,988820743920,0,-3513742964,-751841490532,0,-643097893975,-427800222023,0,-4490555308,-25660970969,0,-107892058916,-2175442081683,0,0,0,-2175442081683,-949107878,0,0,0,0,0,-3000000000,0,2400000000,-1549107878,0,0,0,0,0,0,0,-2176991189561,6425361086627,0,4248369897066
2015,1,300230317812,-442118956904,-1389651239,13952614272,0,1752568281,-151385299287,-22365197,-278523272262,0,1800000000000,-485374979886,-2859858628,-331429039198,0,0,-66393005321,0,-2971333908860,2569185032193,0,-6587150000,0,0,112976860260,339660678298,0,0,0,339660678298,-13966015814,0,0,0,0,0,0,4273000000,1727000000,-7966015814,0,0,0,0,0,0,0,331694662484,5222010794607,0,5553705457091
2015,2,360263516215,-421438504017,661015603,4069121791,0,3862201206,-161589427832,-2005506092,-215257546929,0,85000000000,-1822272716210,2264363562,-1804109904135,0,-481899764,-74614757500,0,-542824631862,4191855721919,-112976860260,19926100000,0,0,20667600492,-252824530687,0,0,0,-252824530687,-10015184778,1055455,0,0,0,0,0,11000000000,-1727000000,-741129323,0,0,0,0,0,0,0,-253565660010,5553705457091,0,5300139797081
2015,3,768755729273,-455431805815,5613720043,-15768055537,0,977138441,-174135372914,27871289,130039224780,0,430000000000,-1241080090129,4002620158,-639524973944,0,-6810732760,-892888650525,0,-316364399083,-623872447473,5957786060,22614762152,44000000000,0,5236643088,-3078690257676,0,0,0,-3078690257676,-17200315193,1818182,47460831,0,0,0,0,75915519345,2875000000,61639483165,0,0,0,0,0,0,0,-3017050774511,5300139797081,0,2283089022570
2015,4,366282436700,-448696733264,-1260084407,2277319474,0,-21901907928,-149167899967,-289000000,-252346430350,0,-200000000000,-1338498213775,-125092,-1161720082723,0,-14886367476,-41710586654,0,5122676939805,3599445693361,2092213940,6277287848,156097000000,0,2551756420,5879979085304,0,0,0,5879979085304,1520515785,3165126363,3804539169,0,0,0,0,-36899519345,0,-28409338028,0,0,0,0,0,0,0,5851569747276,2283480047331,0,8135049794607
2016,1,472507000000,-568021000000,3306000000,-3238000000,0,391000000,-143466000000,0,-238378000000,0,-711200000000,-4239808000000,-33823000000,310726000000,0,0,-1300967000000,726835000000,-2613570000000,2002765000000,-8050000000,11666000000,-30373000000,0,-101782000000,-6225959000000,0,0,0,-6225959000000,-12520000000,573000000,-417000000,0,0,0,0,4367000000,0,-7997000000,0,0,0,0,0,0,0,-6233956000000,8135049000000,0,1901093000000
2016,2,695800000000,-656220000000,-4523000000,9037000000,0,1854000000,-191848000000,-101000000,-144508000000,0,-639365000000,-1380536000000,33823000000,-1487844000000,0,-30000000,-555125000000,-726835000000,8098419000000,2867310000000,33016000000,28582000000,48063000000,0,329072000000,6504042000000,0,0,0,6504042000000,-7112000000,118000000,-4000000,0,0,0,0,0,0,-6998000000,0,0,0,0,0,0,0,6497044000000,1901093000000,0,8398137000000
2016,3,789272000000,-620030000000,8945000000,-27455000000,0,-17452000000,-199569000000,101000000,-63834000000,0,-269180000000,-1496804000000,0,-1770702000000,0,-1123000000,1518022000000,0,-2477707000000,1604644000000,-31754000000,21523000000,-16279000000,0,-407627000000,-3390821000000,0,0,0,-3390821000000,-9100000000,300000000,0,0,0,0,0,55000000,0,-8745000000,0,0,0,0,0,0,0,-3399566000000,8398137000000,0,4998571000000
2016,4,804845000000,-513575000000,-4170000000,-10683000000,0,142207000000,-281070000000,125000000,134189000000,0,-345578000000,-1962653000000,-33755000000,-1972956000000,0,-653000000,-742304000000,1209304000000,7698924000000,1285916000000,-1262000000,9784000000,717179000000,0,86849000000,6082984000000,0,0,0,6082984000000,-4115000000,-991000000,421000000,0,0,0,-55000000,0,0,-4740000000,0,0,0,0,0,0,0,6078244000000,4998571000000,0,11076815000000
2017,1,905317000000,-715105000000,127000000,9543000000,0,4202000000,-217017000000,-139000000,-13072000000,0,572362000000,1011509000000,33755000000,-868314000000,0,0,48522000000,-421320000000,-2091247000000,1458661000000,16057000000,32438000000,31511000000,0,-2114000000,-191252000000,0,0,0,-191252000000,-60095000000,0,0,0,0,0,0,0,0,-60095000000,0,0,0,0,0,0,0,-251347000000,11076913000000,0,10825566000000
2017,2,1018944000000,-774055000000,-381000000,54749000000,0,15289000000,-225929000000,-115000000,88502000000,0,921573000000,720763000000,0,-1353843000000,0,-4922000000,1177774000000,-787984000000,-6725738000000,368397000000,-13331000000,-4498000000,2202369000000,0,-9498000000,-3420436000000,0,0,0,-3420436000000,-118429000000,0,0,0,0,0,0,0,0,-118429000000,0,0,0,0,0,0,0,-3538865000000,10825566000000,0,7286701000000
2017,3,1628764000000,-737653000000,8429000000,9155000000,0,56113000000,-191406000000,-94000000,776975000000,0,275688000000,1147127000000,0,-1019977000000,0,-43000000,-1588693000000,0,-1627677000000,1338868000000,19732000000,8273000000,703978000000,0,2205000000,36456000000,0,0,0,36456000000,-36013000000,0,0,0,0,0,0,0,0,-36013000000,0,0,0,0,0,0,0,443000000,7286701000000,0,7287144000000
2017,4,387812000000,-768261000000,10007000000,9718000000,0,25208000000,-315603000000,-19000000,-640788000000,0,-142630000000,340658000000,0,-3516235000000,0,-143000000,-66492000000,0,5472185000000,762071000000,16437000000,-3197000000,1542808000000,0,131605000000,3896279000000,0,0,0,3896279000000,-10797000000,25654000000,-4142000000,0,0,0,0,150000000000,0,160715000000,0,0,0,0,0,0,0,4056994000000,7287144000000,0,11344138000000
2018,1,902659000000,-790730000000,6063000000,14048000000,0,2730000000,-225194000000,-24000000,-90429000000,0,430129000000,-1550149000000,0,-1234036000000,0,-86000000,-165630000000,0,-2378514000000,-2190482000000,-23149000000,-11519000000,4701457000000,0,102605000000,-2409803000000,0,0,0,-2409803000000,-499000000,373000000,-18000000,0,0,0,0,0,0,-144000000,0,0,0,0,0,0,0,-2409947000000,11344137000000,0,8934190000000
2018,2,1276855000000,-956110000000,7813000000,-9335000000,0,7561000000,-267402000000,-14000000,61367000000,0,1121000000,727426000000,-29157000000,-1982833000000,0,0,37009000000,0,-668642000000,1400400000000,-15747000000,-8400000000,1022706000000,0,-298646000000,246604000000,0,0,0,246604000000,-5371000000,337001000000,18000000,0,0,0,0,0,0,331648000000,0,0,0,0,0,0,0,578252000000,8934190000000,0,9512442000000
2018,3,1056293000000,-859146000000,4028000000,-29431000000,0,3177000000,-222554000000,-1000000,-41280000000,0,-16000000,659666000000,-224000000,541297000000,0,0,-642717000000,0,-7056333000000,2215025000000,1000000,-12395000000,611503000000,0,127219000000,-3598254000000,0,0,0,-3598254000000,-20146000000,0,0,0,0,0,0,0,0,-20146000000,0,0,0,0,0,0,0,-3618400000000,9512442000000,0,5894042000000
2018,4,1091883000000,-987529000000,7517000000,-19102000000,0,36162000000,-297969000000,1000000,-164779000000,0,260000000000,-149611000000,-23698000000,-897975000000,0,-79207000000,114367000000,1244200000000,4136490000000,4269000000,0,-16078000000,-2550744000000,0,79948000000,1957182000000,0,0,0,1957182000000,11402000000,668511000000,0,0,0,0,0,0,0,679913000000,0,0,0,0,0,0,0,2637095000000,5894042000000,0,8531137000000
2019,1,1152449000000,-926333000000,3350000000,5906000000,0,22327000000,-183006000000,-75000000,74881000000,0,0,1065215000000,-11187000000,894368000000,0,-48000000,-937673000000,-1244200000000,-2591201000000,4218744000000,0,-13533000000,-3449875000000,0,-25908000000,-2020417000000,0,0,0,-2020417000000,-2176000000,375000000,0,0,0,0,0,0,0,-1801000000,0,0,0,0,0,0,0,-2022218000000,8531137000000,0,6508919000000
2019,2,1013770000000,-891143000000,6936000000,-1503000000,0,12877000000,-252386000000,-50000000,-110105000000,0,2000000000,1149988000000,13542000000,-1474798000000,0,-1000000,388257000000,0,-1201892000000,2564107000000,0,-15490000000,-1779900000000,0,620425000000,156133000000,0,0,0,156133000000,-2878000000,86000000,0,0,0,0,0,0,0,-2792000000,1091339000000,0,0,0,0,0,1091339000000,1244680000000,6508919000000,0,7753599000000
2019,3,1065772000000,-1014946000000,15438000000,-9406000000,0,18083000000,-187719000000,-51629000000,-163055000000,0,0,377996000000,16237000000,-1369375000000,0,-12414000000,-630934000000,0,-3106848000000,4414438000000,0,-11670000000,-926747000000,0,-283400000000,-1695772000000,0,0,0,-1695772000000,-2947000000,0,0,0,0,0,0,0,0,-2947000000,0,0,0,0,0,0,0,-1698719000000,7753599000000,0,6054880000000
2019,4,1572724000000,-1028359000000,25021000000,33676000000,0,31781000000,-282370000000,1896000000,355287000000,0,-854208000000,345428000000,-9438000000,-276665000000,0,-25741000000,38883000000,0,9556501000000,757182000000,0,-12893000000,-323563000000,0,-482371000000,9068402000000,0,0,0,9068402000000,-7081000000,323000000,0,0,0,0,0,0,0,-6758000000,0,0,0,0,0,0,0,9061644000000,6054880000000,0,15116524000000
2020,1,1114966000000,-1080273000000,8255000000,24176000000,0,15440000000,-208471000000,0,-125865000000,0,834208000000,-1504420000000,15720000000,103990000000,0,0,757628000000,0,-10586477000000,1451712000000,0,-13428000000,-919935000000,0,52972000000,-9933895000000,0,0,0,-9933895000000,-3236000000,2000000,-432000000,0,0,0,0,0,0,-3666000000,0,0,0,0,0,0,0,-9937561000000,15116524000000,0,5178963000000
2020,2,1234267000000,-1231908000000,11290000000,53954000000,0,11167000000,-192225000000,-4795000000,-114494000000,0,0,730412000000,-9515000000,-1055145000000,0,0,-1325608000000,0,-998815000000,1517479000000,0,-12444000000,552071000000,0,-23303000000,-739362000000,0,0,0,-739362000000,-9600000000,5545000000,-1482000000,0,0,0,0,-150000000000,0,-155537000000,150000000000,0,0,0,0,0,150000000000,-744899000000,5178963000000,0,4434064000000
