Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2006,0,1126544511677,23115175198,11151474378,409162572746,409162572746,0,0,0,0,0,0,353485770300,354254521328,-768751028,0,0,0,0,0,0,0,97964203800,0,0,97964203800,0,19295629521,18485297970,0,810331551,0,212369685734,0,0,0,212369685734,0,0,1126544511677,605409465672,40175056196,0,0,0,549843470763,0,0,0,15390938713,521135046005,500000000000,500000000000,0,0,0,0,0,308702849,0,0,20826343156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,9903074066007,78541939762,811471144544,4079134807194,4079134807194,0,0,0,0,0,0,4357351033662,4363446419474,-6095385812,0,0,0,0,0,0,0,182210601900,0,0,182210601900,0,59736972182,46547637454,0,13189334728,0,334627566763,236462685723,74583561530,0,23581319510,0,0,9903074066007,9324045743752,0,2885557411410,2885557411410,0,6140134941232,0,0,16100000,298337291110,579028322255,500000000000,500000000000,0,0,0,0,0,4294862454,0,0,74733459801,0,0,78317614592,0,0,0,0,78317614592,70000000000,0,0,0,0,8317614592,0,0,0,0,0,0,0,0,0
2008,0,10905278585625,137582673623,294329981152,4200085434899,4200085434899,0,0,0,0,0,0,5452616707817,5474558739175,-21942031358,0,0,0,41311068316,21456000000,19855068316,0,326282000000,0,0,326282000000,0,108682427858,69736057497,0,38946370361,0,344388291960,212049479945,85152276504,0,47186535511,0,0,10905278585625,9829120926127,0,3402210419094,3402210419094,0,6021861477895,0,0,150239425750,254809603388,1076157659498,1000000000000,1000000000000,0,0,0,0,0,18650521507,0,0,57507137991,0,0,187689228451,0,0,0,0,187689228451,159000000000,0,0,0,0,28689228451,0,0,0,0,0,0,0,0,0
2009,0,18689952757755,269588963886,303685414613,5227295698422,5227295698422,0,0,0,0,0,2489350134,9864203180567,9959607401636,-95404221069,0,0,0,2148859928797,48859928797,2100000000000,0,325915000000,0,0,325915000000,0,107637259256,67879714990,0,39757544266,0,440277962080,192378263870,204075060285,0,43824637925,0,0,18689952757755,17523914225260,500000000000,5325892497174,5185312237556,140580259618,9629727488024,0,0,1790597355866,277696884196,1166038532495,1000000000000,1000000000000,0,0,0,0,0,23368320271,0,0,142670212224,0,0,335225854477,0,0,0,0,335225854477,0,0,0,0,0,335225854477,0,0,0,0,0,0,0,0,0
2010,0,20016385854018,780425865473,595699666111,4111691449347,4111691449347,0,0,0,0,0,939944883,10638936137653,10766554795247,-127618657594,0,0,0,1867069699410,167069699410,1700000000000,0,539115000000,0,0,539115000000,0,106570582824,65350035632,0,41220547192,0,1375937508317,953891553811,173329782480,0,248716172026,0,0,20016385854018,17994047647572,160419214738,5308626322774,5308626322774,0,10721301807605,0,254363200000,689193033000,860144069455,2022338206446,1820234850000,1820234850000,0,0,0,0,0,44730689127,0,0,157372667319,0,0,105883124438,0,0,0,0,105883124438,0,0,0,0,0,105883124438,245259992195,0,0,0,0,0,0,245259992195,0
2011,0,22496046931041,366339105883,958601222426,3058774078511,3058774078511,0,0,0,0,0,252150065,12755542449898,12914681747568,-159139297670,0,0,0,1866937092570,166937092570,1700000000000,0,700126656630,0,0,703515000000,-3388343370,139942787387,74565360001,0,65377427386,0,2649531387671,2194510674533,383462072686,0,71558640452,0,0,22496046931041,19280045958257,51238062951,3475827963281,3475827963281,0,14822282688737,0,374013700000,259697875200,296985668088,3216000972784,2980571140030,3010215520000,0,0,-29644379970,0,0,68767761269,0,0,166662071485,0,0,181942676741,0,0,0,0,181942676741,15000000000,0,0,0,0,166942676741,852196109297,0,0,0,0,0,0,852196109297,0
2012,0,21585213998381,200573563267,1290054348050,369714803151,45965438567,326195833334,-2446468750,0,0,0,252150065,12667121730479,12885655393495,-218533663016,0,0,0,2510202448554,810202448554,1700000000000,0,698842944565,0,0,703515000000,-4672055435,163463186237,96544766279,0,66918419958,0,3684988824013,2152930443583,1324903888571,0,207154491859,0,0,21585213998381,18400305560459,732185695526,95632151146,1906151146,93726000000,12272866399410,0,292408547137,4805692887702,201519879538,3184908437922,2980571140030,3010215520000,0,0,-29644379970,0,0,123342300530,0,0,80994997362,0,0,108845830162,0,0,0,0,108845830162,15000000000,0,0,0,0,93845830162,156468662156,0,0,0,0,0,0,156468662156,0
2013,0,29074356072636,177721241239,1080116284019,4956952362625,4336445498041,625195833334,-4688968750,0,0,0,3354992208,13266269639456,13475390082499,-209120443043,0,0,0,3786178681170,1644975377772,2141203303398,0,972542944565,0,0,977215000000,-4672055435,1044268497431,211080292394,0,833188205037,0,3786951429923,901166404190,2231536690184,0,654248335549,0,0,29074356072636,25870818719092,0,5008553588509,4000944388509,1007609200000,18376936452995,0,96769845348,2127182931198,261375901042,3203537353544,2980571140030,3010215520000,0,0,-29644379970,0,0,123342300530,0,0,99623912984,0,0,566989760525,19670342880,0,0,19670342880,547319417645,0,0,0,0,0,547319417645,19670342880,0,0,0,0,0,0,19670342880,0
2014,0,36837068872807,220398025055,840907145366,6656016655436,4160705624186,2500000000000,-4688968750,0,0,0,3407125092,16445271447449,16640656545729,-195385098280,0,0,0,5158793089638,3687996835756,1470796253882,0,966182944565,0,0,970855000000,-4672055435,1147556680752,219087515726,0,928469165026,0,5398535759454,1086773922350,3432160711292,0,893459987634,0,-13858861822,36837068872807,33625397252468,0,8698793901245,4364872401245,4333921500000,24440358566485,0,71653245348,0,414591539390,3211671620339,2980571140030,3010215520000,0,0,-29644379970,0,0,142133430192,0,0,88967050117,0,0,1118333489794,66645906614,0,0,66645906614,1051687583180,0,0,0,0,0,1051687583180,66645906614,0,0,0,0,0,0,66645906614,0
2015,0,48230002089499,285712297485,1812435183917,6421902450952,6036902450952,385000000000,0,0,0,0,0,20222030678959,20431441471031,-209410792072,0,0,0,10046019311339,4466278487845,5579740823494,0,870049362772,0,0,873967000000,-3917637228,1168506439503,231116079872,0,937390359631,0,7403346364572,2213410430591,2410072642146,0,2808722153657,0,-28858861822,48230002089499,45012676734203,0,9990947091975,8189697591975,1801249500000,34030972378659,8050246061,113884075237,200097000000,668725942271,3217325355296,2980571140030,3010215520000,0,0,-29644379970,0,0,149454270308,0,0,87299944958,0,0,2078516803843,0,0,0,0,2078516803843,0,0,0,0,0,2078516803843,5829294631035,5341160000000,175120000000,109450000000,5056590000000,0,0,298837631035,189297000000
