Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,17724492415,-21124419105,-13530732170,-5001364214,0,167113906973,-64073463368,0,81108420531,0,0,0,0,0,0,168199186,168199186,0,0,7118000000,-81023470921,0,0,0,-73905470921,7371148796,17927184619,0,25298333415
2010,3,116645093374,-89791198332,-43565026440,-18754730473,0,392022466845,-196135066730,0,160421538244,-12400000,17339359,0,0,0,0,742447457,747386816,3704433985,-6806146,16963580235,-17985213870,0,0,0,2675994204,163844919264,18585357529,0,182430276793
2011,1,128923269952,-54302634800,-17371189336,-14765630352,-2473295603,30088291882,-87459075695,0,-17360263952,-3500000,0,0,0,0,0,156474084,152974084,545600000,0,26522381736,-36977643033,0,0,0,-9909661297,-27116951165,45954037492,0,18837086327
2011,4,326334722303,-22362815986,-16318876204,-13615687172,0,86541866473,-190002028705,0,170577180709,-12000000,0,0,0,0,0,64053342,52053342,1500000000,0,16873714359,-195152252926,0,0,0,-176778538567,-6149304516,21399759188,0,15250454672
2012,1,156900323430,-29121209909,-30382090203,-7250493362,0,51130804418,-92832202188,0,48445132186,0,0,0,0,0,0,50582238,50582238,1120000000,0,22159967000,-71008262856,0,0,0,-47728295856,767418568,15250454672,0,16017873240
2012,2,113320784975,-24152510971,-17779888816,-12662259257,0,41442810678,-78302873799,0,21866062810,-1200000000,7272721,0,0,0,0,16462090,-1176265189,2910000000,0,1173489000,-26764459937,0,0,0,-22680970937,-1991173316,16017873240,0,14026699924
2012,3,133221389359,-14660532242,-13843624065,-6744219971,0,42592278080,-110221362956,0,30343928205,0,76906364,0,0,0,0,11862365,88768729,309750000,0,6350000000,-48810110158,0,0,0,-42150360158,-11717663224,14026699924,0,2309036700
2012,4,238477701370,-75587946809,-22490436284,-10724039435,-445953598,-15462644438,-45668978398,0,68097702408,-379875333,-76270000,0,0,0,0,14523683,-441621650,787500000,0,5285000000,-63430034125,0,0,0,-57357534125,10298546633,2309036700,0,12607583333
2013,1,143308777823,-16030227386,-15561722804,-6973724977,0,18911768785,-77195574262,0,46459297179,0,0,0,0,0,0,40548415,40548415,1000000000,0,0,7070000000,-47362782072,0,0,-39292782072,7207063522,12607583333,0,19814646855
2013,2,136077198415,-11317627766,-15054506299,-5217180845,-300000000,10567285094,-77670162874,0,37085005725,-20000000,0,0,0,0,0,20631887,631887,443268089,0,7670000000,-100487591706,47362782072,0,0,-45011541545,-7925903933,19814646855,0,11888742922
