disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2009-10-30,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2009-10-30,2020-10-19,,,,,,
2009-12-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-01-04,2010-01-26,2010-01-26,Cổ tức đợt 2/2009 (1.000 đ/cp),1000,10,2,2009
2010-03-17,investorRight,MEETING,Họp cổ đông,2010-03-26,2010-04-24,2010-04-24,ĐHCĐ thường niên 2010,,,,
2010-06-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-06-30,2010-07-20,2010-07-20,Cổ tức đợt 1/2010 (1.000 đ/cp),1000,10,1,2010
2010-12-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-12-29,2011-01-20,2011-01-20,Cổ tức đợt 2/2010 (1.000 đ/cp),1000,10,2,2010
2011-02-23,investorRight,MEETING,Họp cổ đông,2011-03-07,2011-04-09,2011-04-09,ĐHCĐ thường niên 2011,,,,
2011-07-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-08-01,2011-08-22,2011-08-22,Tạm ứng cổ tức đợt 1/2011 (1.000đ/cp),1000,10,1,2011
2012-03-01,investorRight,MEETING,Họp cổ đông,2012-03-12,2012-04-14,2012-04-14,ĐHĐCĐ thường niên năm 2012,,,,
2012-03-01,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-03-12,2012-04-05,2012-04-05,Trả cổ tức đợt 2/2011 (1.000 đ/cp),1000,10,2,2011
2012-07-30,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-07-31,2012-08-21,2012-08-21,Cổ tức đợt 1.2012 (1.000 đ/cp),1000,10,1,2012
2013-03-22,investorRight,MEETING,Họp cổ đông,2013-03-27,2013-04-26,2013-04-26,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-03-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-03-27,2013-04-15,2013-04-15,Trả cổ tức đợt 2/2012 (1.000 đ/cp),1000,10,2,2012
2013-07-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-08-07,2013-08-26,2013-08-26,Trả cổ tức đợt 1/2013 bằng tiền (1.000 đ/cp),1000,10,1,2013
2014-02-24,investorRight,MEETING,Họp cổ đông,2014-03-24,2014-04-26,2014-04-26,Đại hội đồng cổ đông thường niên năm 2014,,,,
2014-02-24,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-03-24,2014-04-14,2014-04-14,Trả cổ tức bằng tiền đợt 2/2013 (1000đ/cp),1000,10,2,2013
2014-08-12,investorRight,KINDDIV,Cổ phiếu thưởng,2014-08-20,2014-08-22,,Tỷ lệ 100:133.33,,133.33,,
2014-08-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-08-20,2014-09-15,2014-09-15,Trả cổ tức đợt 1 năm 2014 (1000 đ/cp),1000,10,1,2014
2014-10-02,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-10-09,,,Số lượng: 3.999.895 cp,,,,
2015-03-09,investorRight,MEETING,Họp cổ đông,2015-03-16,2015-04-17,2015-04-17,ĐHĐCĐ thường niên năm 2015,,,,
2015-11-20,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2015-11-26,2015-11-30,,"Trả cổ tức đợt 2/2014, Tỷ lệ 100:10",,10,2,2014
2015-12-30,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-01-06,,,Số lượng 699.913 cp,,,,
2016-01-18,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-01-28,2016-02-29,2016-02-29,Trả cổ tức năm 2015 (1000 đ/cp),1000,10,,2015
2016-03-15,investorRight,MEETING,Họp cổ đông,2016-03-25,2016-04-23,2016-04-23,ĐHCĐ thường niên năm 2016,,,,
2016-08-19,schedEvent,schedIssue,Dự kiến phát hành,2016-12-20,2016-12-20,,"Dự kiến chào bán theo chương trình ESOP, tỷ lệ 4.94%",,4.94,,
2016-08-19,schedEvent,schedIssue,Dự kiến phát hành,2016-12-20,2016-12-20,,"Dự kiến chào bán cho cổ đông hiện hữu, tỷ lệ 40%",,40,,
2016-08-19,schedEvent,schedDiv,Dự kiến cổ tức,2017-02-16,2017-02-16,,"Dự kiến trả cổ tức bằng cổ phiếu đợt 2/2015, tỷ lệ 100:15",,15,2,2015
2016-12-09,investorRight,ISSUE,Phát hành thêm,2016-12-20,2017-02-06,,"Phát hành 3,079,923 cp cho CĐHH, giá 10000 đ/cp, tỷ lệ 100:40",,40,,
2016-12-09,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2016-12-20,2016-12-21,,"Trả cổ tức đợt 2/2015, Tỷ lệ 100:15",,15,2,2015
2017-03-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-03-21,2017-05-08,2017-05-08,Trả cổ tức năm 2016 (1000đ/cp),1000,10,,2016
2017-03-06,investorRight,MEETING,Họp cổ đông,2017-03-21,2017-04-28,2017-04-28,ĐHCĐ thường niên năm 2017,,,,
2017-04-14,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-04-20,,,Số lượng 4614686 cp,,,,
2017-05-04,schedEvent,schedDiv,Dự kiến cổ tức,,,,"Dự kiến trả cổ tức bằng cổ phiếu năm 2017, tỷ lệ 100:10",,10,,2017
2017-05-04,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến trả cổ tức năm 2016 (1000 đ/cp),10,10,,2016
2017-05-04,schedEvent,schedIssue,Dự kiến phát hành,,,,"Dự kiến phát hành tối đa 600.000 cp ESOP, giá 10.000 đ/cp",,4.87,,
2017-09-08,stockAlert,noticed,Nhắc nhở,2017-09-06,,,Vi phạm CBTT 3 lần từ ngày 01.01.2017,,,,
2018-03-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-04-03,2018-07-02,2018-07-02,Trả cổ tức năm 2017 (1500 đ/cp),1500,15,,2017
2018-03-13,investorRight,MEETING,Họp cổ đông,2018-04-03,2018-04-21,2018-04-21,ĐHĐCĐ thường niên năm 2018,,,,
2018-11-01,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-11-14,2019-03-25,2019-03-25,Trả cổ tức năm 2018 (800 đ/cp),800,8,,2018
