Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,1,29879516430,-80689716271,-5388378307,-5371918152,0,2486206575,-2977764361,121175264,-62062054086,-2503332000,2000000,0,-758270000,20300000,-1500000000,5296341450,557039450,0,0,57801969597,0,-266945000,-1689658500,0,55845366097,-5659648539,17292165643,0,11632517104
2009,3,184156726893,-392810824469,-12313313397,-19132742074,-33047211,39375000108,-8184043234,0,-208942243384,-2008156001,2000000,0,0,-1820000000,0,519548030,-3306607971,0,-50000,255495412287,-25595998112,-266945000,-5035779000,0,224596640175,12347788820,17292165643,0,29639954463
2010,1,127146071050,-172053833797,-6587392178,-11390239207,-9455877533,305894213855,-116283884826,31479773508,117269057364,-13257476633,197027273,-55423000000,0,-25583572757,14600000000,4772491334,-74694530783,2000000000,0,27241875930,-108029491217,0,-37448931000,0,-116236546287,-73662019706,128941565260,0,55279545554
2010,2,344303291713,-266031969544,-8683767587,-14671919484,-18668906333,26990866358,-56206351834,0,7031243289,-27469012967,200000000,-194574766667,428074766667,-26602882477,712620417,23056434279,203397159252,0,-720000,97478276083,-347840043021,0,-49942658000,0,-300305144938,-89876742397,128941565260,0,39064822863
2010,3,368931319431,-403603089819,-27312767019,-28619159491,-18681868771,80242859866,-17375532929,0,-46418238732,-20904161452,200000000,-434122296693,767607017084,-66869932251,15088000000,14874777950,275873404638,8428130000,-735000,170105856596,-379954878033,0,-49950358000,0,-251371984437,-21916818531,37141565260,0,15224746729
2011,1,147642560454,-238439616519,-9379570083,-16351954080,0,76977775960,-5864328878,0,-45415133146,-175329445,0,0,0,-4000000000,0,108593054,-4066736391,0,-5000,112171841009,-67944418111,0,0,0,44227417898,-5254451639,24039260379,0,18784808740
2011,2,643279599376,-536563906651,-27179427521,-26786049573,-27065892376,83719029221,-21862539314,0,87540813162,-9316343765,0,-22000000000,22000000000,-26469713210,0,1367158918,-34418898057,0,-2600000,271348850588,-200805893179,0,-74957890300,0,-4417532891,48704382214,18784808740,0,67489190954
2011,3,73354639326,17166642648,5292883805,-23579525944,-17235082030,-134922551996,2257768219,0,-77665225972,-15880413380,2822995199,0,0,1886405339,0,4359496956,-6811515886,4138086576,0,190924687274,-132739843999,0,-263104015,0,62059825836,-22416916022,67489190954,0,45072274932
2011,4,-153993852845,-5625452489,-17426696117,-27334195814,-10754717832,421973090295,-12809750892,0,194028424306,8083124246,-2822995199,-4443000000,1300000000,-73227262290,6495690812,749111859,-63865330572,-4138086576,-114516500,205062747928,-318830416299,0,-267229527,0,-118287500974,11875592760,45072274932,0,56947867692
2012,1,265414058615,-162765606925,-15763327821,-25507755108,0,15264816870,-39522192046,0,37119993585,-17320568357,0,-16500000000,0,0,0,448903158,-33371665199,0,-62000000,174306509018,-213833421400,0,0,0,-39588912382,-35840583996,56947867692,0,21107283696
2012,3,477090641162,-265366736193,-17372464867,-36978482899,-3203263505,27555409089,-103526270657,0,78198832130,-50530375865,1146000000,16500000000,0,-10106748412,0,8318558675,-34672565602,0,62000000,462277776888,-482752647927,0,-32937760400,0,-53350631439,-9824364911,21107283696,0,11282918785
2013,1,135862981153,-70195648922,-12106125245,-15013096888,-18662117255,4110888315,-17828396603,0,6168484555,-13208848612,0,0,0,0,40875000000,122975981,27789127369,0,0,169629559174,-201589171231,0,0,0,-31959612057,1997999867,14858648605,0,16856648472
2013,3,169893934788,-178154895497,-13290007335,-28513472856,-8438808279,27325638620,-22821707884,0,-53999318443,-11327442335,6903967000,0,0,0,7311380000,187258110,3075162775,0,0,112454900956,-66912222573,0,0,0,45542678383,-5381477285,16856648472,0,11475171187
2013,4,163803302292,-92171741077,-10931756977,-16133382247,-939259825,12421421671,-67621362202,0,-11572778365,-57063314530,396033000,0,0,-20000000,4833138000,585486547,-51268656983,0,0,190391308634,-114986959658,0,-3128686400,0,72275662576,9434227228,11475171187,0,20909398415
2014,1,229035914878,-157852442979,-10691629412,-12522134309,-8956987503,33314858148,-12001156825,0,60326421998,-12709876613,0,0,0,0,9843750000,47968766,-2818157847,0,0,121392897624,-189781376849,0,0,0,-68388479225,-10880215074,20909398415,0,10029183341
2014,2,266703336330,-192969546070,-8247837577,-16861419766,-13507902504,61967573303,-79481339382,0,17602864334,-11873538521,0,0,0,0,2442000000,59881259,-9371657262,0,0,240380426178,-248825726126,0,0,0,-8445299948,-214092876,10029183341,0,9815090465
2014,3,303485792687,-299006956750,-7897281559,-12046712162,-6210896151,93322426954,-64229529916,0,7416843103,-6895731967,5000000000,0,0,-500000000,0,20321571,-2375410396,0,0,309092854995,-277443296190,0,0,0,31649558805,36690991512,9815090465,0,46506081977
2014,4,309544521684,-267872200964,-11564805026,-10917812976,-3992213640,-20468674981,-36980928644,0,-42252114547,-6936931994,51652000000,0,0,-71775300000,0,34582552,-27025649442,150000000000,0,272550364615,-369230036522,0,0,0,53320328093,-15957435896,46506081977,0,30548646081
2015,1,246843870517,-192556406021,-12610585809,-7557865914,0,33300067941,-53338847137,0,14080233577,-6648480431,0,-17975000000,5000000000,0,0,27854488,-19595625943,0,0,186823280210,-161345987548,0,0,0,25477292662,19961900296,30548646081,0,50510546377
2015,2,266212790613,-263686112205,-6675752414,-10804024329,0,103580329969,-30839900018,0,57787331616,-20591531401,6150000000,-3261394712,10136394712,-10840000000,1725000000,3871321084,-12810210317,0,0,192474205472,-259337056359,0,0,0,-66862850887,-21885729588,50182880708,0,28297151120
2015,3,277140631981,-186285561850,-7355551885,-7979665736,0,-18464735749,-59979374276,0,-2924257515,-4579507666,860000000,-200000000,18339040352,-3549030541,100000,11862772168,22733374313,0,0,175918418246,-91646212386,0,0,0,84272205860,104081322658,28297151120,0,132378473778
2015,4,173453036608,-271566725321,-8073990518,-8840767308,0,64486112153,-87375538289,0,-137917872675,-42052624696,-3820000000,0,44865660000,0,0,114911630,-892053066,0,0,198763049442,-169647300430,0,0,0,29115749012,-109694176729,132534597730,0,22840421001
2016,1,213751772499,-176308055631,-10193554515,-7966509096,0,42126428297,-56986947997,0,4423133557,-3911292840,4075000000,0,0,0,0,23786850563,23950557723,0,0,138576588997,-172046835978,0,0,0,-33470246981,-5096555701,22840421001,0,17743865300
2016,2,0,0,0,0,0,0,0,0,-70480876239,-42733462832,32501331149,0,14000000000,-14390000000,5450000000,37991445613,32819313930,0,0,224917740324,-151093609585,0,0,0,73824130739,36162568430,17743865300,0,53906433730
2016,3,0,0,0,0,0,0,128279404569,0,128279404569,-8518339635,1019169601,0,35000000000,-5300000000,20499900000,2381590826,45082320792,0,0,137219197119,-222066913129,0,0,0,-84847716010,88514009351,53906433730,0,142420443081
2016,4,649659478763,-372207431366,-10374580310,-61370159102,0,22783092522,-29633319668,0,198857080839,-7061585264,7717159800,1300000000,30000000000,-22200000000,41472056758,-21692705550,29534925744,0,0,147249466505,-291329871887,0,0,0,-144080405382,84311601201,142420443081,0,226732044282
2017,1,206048229397,-238412833161,-11929351210,-7720745805,-4783028549,20764995236,-172509817198,0,-208542551290,-1942400000,33465702000,-11000000000,10000000000,-8160000000,28158590909,1553520758,52075413667,0,0,175046127222,-102749768921,0,0,0,72296358301,-84170779322,226732044282,0,142561264960
2017,2,0,0,0,0,0,0,-749686412,0,-749686412,-49384499285,-32912852000,-10000000000,-10000000000,-35640000000,105282141457,2739045831,-29916163997,0,0,216367549261,-167665661064,0,0,0,48701888197,18036037788,142561264960,0,160597302748
2017,3,428717313869,-310153854453,-13902962144,-8765010478,-5000000000,54278363106,-89086022933,0,56087826967,-6995400150,35120000000,-40000000000,-1000000000,-109534215192,37600000000,419403470,-84390211872,0,0,178049756112,-162969359732,0,-51737373030,0,-36656976650,-64959361555,160597302748,0,95637941193
2017,4,1191612914511,-608544529578,-15863627447,-12259066999,-925611535,28002869268,-85816033814,0,496206914406,-66962004409,93804823280,-453659519500,142000000000,-300222968876,0,1619883433,-583419786072,150113764000,0,345347349247,-239858317195,0,0,0,255602796052,168389924386,95637941193,0,264027865579
2018,1,287993133108,-535359769750,-20342285232,-10090459623,-4547049869,40326913872,-8393257517,0,-250412775011,-29757400000,75000000,-116500000000,101420000000,-19374460484,101144460484,3268545977,40276145977,89368000000,0,215975279937,-216590830886,0,0,0,88752449051,-121384179983,564028365579,0,442644185596
2018,2,611833299306,-658482096609,-29090136328,-10828182969,-10858942032,86582604593,-148844415444,0,-159687869483,-63619656735,0,-247880000000,252980000000,-214867539516,39859539516,3279987271,-230247669464,7932000000,0,487006204322,-254227758808,-2582263578,0,0,238128181936,-151807357011,442644185596,0,290836828585
2018,3,234439528721,-279679670062,-26879284320,-17511636500,-766745085,133587879108,-139431503531,0,-96241431669,-20572800000,0,-401044341657,435144341657,-50000000000,0,1116699235,-35356100765,15311887851,-7256000000,381247173247,-259917750054,0,-58929602095,0,70455708949,-61141823485,291178285944,0,230036462459
2018,4,629233312542,-404148577071,-33350125348,-16568177732,-1496523057,49082663525,-219073625034,0,3678947825,-25819050454,0,-66000000000,11280000000,-20403815592,10203450000,3062391069,-87677024977,24328070484,-11512000000,304064527996,-237551010448,-338542210,-9121234800,0,69869811022,-14128266130,230036462459,0,215908196329
