date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,174848,130848,7570,322372,272172,9140
2019-12-03,109805,57857,7540,190175,148140,20090
2019-12-04,119502,60884,43270,109788,70378,13670
2019-12-05,114436,55566,15520,124454,91554,16370
2019-12-06,43197,26077,7450,46043,32283,2910
2019-12-09,127393,76723,6900,127637,82329,17900
2019-12-10,85844,48314,11520,155546,114841,4390
2019-12-11,90175,56538,3260,83025,62152,12030
2019-12-12,120702,62409,9240,131888,104901,60350
2019-12-13,78265,49955,6190,133255,92195,19430
2019-12-16,79663,50670,7290,89737,60427,6880
2019-12-17,59178,34268,3710,120212,86492,8760
2019-12-18,104343,60399,19770,249427,178837,9800
2019-12-19,112452,77514,11200,175878,134976,16890
2019-12-20,63236,42636,9820,129784,111964,16140
2019-12-23,164757,108547,9270,217303,170859,15280
2019-12-24,107532,66624,27450,93618,59516,5110
2019-12-25,95277,67987,15490,82403,40553,20060
2019-12-26,38125,16370,10690,97585,69215,13870
2019-12-27,88495,57525,3270,61765,50255,5550
2019-12-30,134415,113170,5030,90325,61755,4950
2019-12-31,143108,67984,21720,245052,189376,16480
2020-01-02,75746,42002,9700,65624,39054,6110
2020-01-03,116448,79710,6720,102532,71342,7150
2020-01-06,283935,162665,12050,147155,93775,29890
2020-01-07,53687,34397,3510,89113,54903,990
2020-01-08,198611,148351,14970,240649,177009,7490
2020-01-09,84810,37390,1650,236170,201940,6430
2020-01-10,61743,45872,6230,99077,69137,2640
2020-01-13,168684,148610,18540,186506,160426,380
2020-01-14,40652,23212,1460,126198,102828,2050
2020-01-15,72581,52261,17740,128819,102339,2170
2020-01-16,168145,119355,7270,340245,290315,13750
2020-01-17,103102,69987,5510,178658,141083,9400
2020-01-20,54899,35419,3820,79281,50831,1420
2020-01-21,95364,73044,10150,85596,56670,1660
2020-01-22,89148,55107,16360,73642,36932,2290
2020-01-30,159012,118972,4590,220928,174708,2350
2020-01-31,154107,117872,14540,397573,303373,6770
2020-02-03,246532,186622,8010,286848,210638,28900
2020-02-04,151903,101298,15420,224497,182302,2040
2020-02-05,84162,43844,2230,206068,149598,18080
2020-02-06,136716,90999,16690,117154,92021,15670
2020-02-07,119807,80157,11640,179623,152283,18370
2020-02-10,157723,105703,9960,124737,79747,7320
2020-02-11,86536,43895,12080,149164,118734,5490
2020-02-12,79743,56673,5070,95747,55330,3400
2020-02-13,157597,118955,15930,114643,68940,10640
2020-02-14,83320,51986,10180,79550,47210,2330
2020-02-17,77792,59272,5610,102248,64808,2490
2020-02-18,78480,36623,4070,137120,78595,3100
2020-02-19,84094,51074,7450,82696,54646,2150
2020-02-20,53906,29116,7230,144294,98274,1220
2020-02-21,75547,37527,9230,95893,64643,9240
2020-02-24,109794,71299,6200,238356,206326,9960
2020-02-25,126033,75833,3940,222857,187587,16580
2020-02-26,196621,123694,15660,281789,229249,25530
2020-02-27,176602,108142,19550,182488,133618,8410
2020-02-28,189661,115351,12380,259979,201449,23680
2020-03-02,172191,101637,10330,83529,44053,8770
2020-03-03,127823,82023,12780,142637,82577,13830
2020-03-04,106908,36125,8120,200552,114702,11850
2020-03-05,72056,40391,5560,190554,140629,930
2020-03-06,88042,46962,6820,120418,80708,27400
2020-03-09,37625,37625,360630,188705,109575,1650
2020-03-10,486107,364757,262880,891293,727203,52610
2020-03-11,315333,180091,54250,707497,577827,55130
2020-03-12,73910,35480,191330,758140,588445,65210
2020-03-13,263780,208983,134250,712100,546540,39830
2020-03-17,123605,80445,6450,165485,94455,10060
2020-03-18,437485,349460,34950,673785,547495,32280
2020-03-19,344407,242667,59130,553373,458133,27740
2020-03-20,247800,188990,19480,315730,210710,11020
2020-03-23,41285,16735,27150,125375,88845,6710
2020-03-24,431912,354507,11470,337438,256253,19230
2020-03-25,732375,617896,51200,341735,264864,60550
2020-03-26,201744,119254,24870,362386,268106,26750
2020-03-27,159752,79025,23980,324398,243188,31080
2020-03-30,224568,158708,10350,331522,276102,50000
2020-03-31,136259,78099,7530,278281,194729,10100
2020-04-01,252210,179130,17460,325720,292450,15420
2020-04-02,288965,288965,0,288965,288965,0
2020-04-03,661798,526478,56630,485562,393412,37170
2020-04-06,951435,733305,41130,561855,465755,84970
2020-04-07,343018,234693,32090,602012,465957,21720
2020-04-08,276255,182520,56940,454585,349090,37180
2020-04-09,1191525,963580,28940,315255,256640,113090
2020-04-10,437294,326304,24060,504916,394956,56130
2020-04-13,475746,359896,24660,572864,427224,67970
2020-04-14,466102,285362,52900,807208,618658,33850
2020-04-15,297602,199392,29170,347638,261288,45640
2020-04-16,344462,254887,26680,372938,282803,43820
2020-04-17,335928,245728,35010,475752,371562,45710
2020-04-20,667934,496729,60060,559586,432131,71980
2020-04-21,496011,347696,59860,1061059,816244,101880
2020-04-22,372786,260306,37250,387804,302284,64810
2020-04-23,279113,218843,35870,341147,250527,18720
2020-04-24,270623,198293,22300,312387,245287,44050
2020-04-27,135256,86534,39400,342004,262244,37560
2020-04-28,121685,75060,17050,233255,165355,14450
2020-04-29,139527,68317,16410,157683,117843,13410
2020-05-04,114402,77942,6470,155288,102708,8880
2020-05-05,152293,113073,10120,120427,91807,7720
