Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,41146079779,-37415788540,-1674302612,-594140609,-108967800,2315455665,-1612049179,0,2056286704,0,0,-100000000,27980000,0,0,256549992,184529992,0,0,9016300000,-9342717853,0,-2096942150,0,-2423360003,-182543307,3348210077,0,3165666770
2015,1,30204590026,-28784829169,-1794891402,-328626414,-1524274180,2011538523,-1448116602,967454625,-1664609218,0,0,0,211380000,0,0,4801978,216181978,0,0,10000000000,-10644265740,0,0,0,-644265740,-2092692980,3149316513,0,1056623533
2015,2,58953287792,18104326357,-1476539361,-1199044689,-86483897,15235030739,-84529924323,969217095,5000652618,-777199316,0,0,117000000,0,0,5463857,-654735459,0,0,10000000000,-9226417853,0,-2796389852,0,-2022807705,2323109454,1056623533,0,3379732987
2015,3,55750815474,-3283056996,-1564440110,-211803088,-97306000,5018421558,-50803939512,1010576081,4808691326,-421312500,0,0,131435625,0,0,10818312,-279058563,0,0,1000000000,-4348703853,0,-607294670,0,-3955998523,573634240,3379732987,0,3953367227
2015,4,58136313979,-13777526973,-1592230689,-113185522,-152074039,9665709711,-44732133316,1001647513,7434873151,-251228527,10186000,0,28204375,0,0,10055678,-202782474,0,0,0,-1648139853,0,-437843943,0,-2085983796,5146106881,3953367227,0,9099474108
2016,1,45112480808,-4388280379,-1796540565,-1465740860,-1980479754,6561190084,-44141896921,738415829,-2099267587,-466478976,3020000,0,0,0,0,12766569,-450692407,0,0,5950000000,-2632639853,0,-3221562768,0,95797379,-2454162615,9099474108,0,6645311493
2016,2,0,0,0,0,0,0,0,1030317091,2498843732,-2531931697,-3020000,-300000000,0,0,0,51154522,-2783797175,0,0,10300000000,-9598139853,0,-1837430482,0,-1135570335,-1420523778,6645311493,0,5224787715
2016,3,63297947139,-4676595427,-1628505124,-272221466,-450000000,5343697379,-57960255613,0,3654066888,-821794334,3100000,-1200000000,50000000,0,0,11401546,-1957292788,0,0,11075000000,-12129639853,0,-699594499,0,-1754234352,-57460252,5224787715,0,5167327463
2016,4,53672090461,-4162063101,-1683576938,-451591441,-765000000,5435391279,-49240285285,0,2804964975,-573286328,2270000,-210000000,300000000,0,0,5168840,-475847488,0,0,15200000000,-14948778020,0,-3116256507,0,-2865034527,-535917040,5167327463,0,4631410423
2017,1,51395751937,-6332259033,-1845609600,-2186978532,-1038740682,11345027875,-51414230010,0,-77038045,-1525195319,0,0,150000000,0,0,3541524,-1371653795,0,0,19830000000,-16844025000,0,-629439624,0,2356535376,907843536,4631410423,0,5539253959
2017,2,0,0,0,0,0,0,0,0,1608573992,-775322234,0,0,0,0,0,53322482,-721999752,0,0,12000000000,-12544025000,0,-1900192376,0,-2444217376,-1557643136,5539253959,0,3981610823
2017,3,0,0,0,0,0,0,0,0,3449071234,545562367,34903000,0,1300000000,0,0,33115188,1913580555,0,0,16000000000,-19366875000,0,-2119605801,0,-5486480801,-123829012,3981610823,0,3857781811
2017,4,73037221215,-11175373248,-1768731196,-142066870,-822792624,7808163965,-55270262859,0,11666158383,-4114412019,1680000,-3200000000,0,0,0,4272347,-7308459672,0,0,10000000000,-11105000000,0,-3669592744,0,-4774592744,-416894033,3857781811,0,3440887778
2018,1,67629119657,-5584460761,-2006188796,-1949620573,-971599102,5108774538,-56383677235,0,5842347728,-907822318,18227588,0,0,0,0,3378243,-886216487,0,0,7840000000,-10220000000,0,-696047031,0,-3076047031,1880084210,3440887778,0,5320971988
