Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,3451644811,1984944865,21500000,0,0,-315000000,1181488478,0,6324578154,-5643365554,-4573263353,17141500996,-10273592,-1165576310,0,0,-2990176528,9083423813,-13149909381,34552156,0,150000000,0,0,327488469,-12637868756,0,0,10332538000,-6692076000,0,-903401031,0,2737060969,-817383974,2662017635,0,1844633661
2009,0,3306875120,3008650502,454639429,0,0,-315000000,901709880,0,7356874931,-6652396595,3648906721,-3558598716,-295484479,-1404063775,-58660776,272124725,-2219726626,-2911024590,-7839399930,0,-270000000,561000000,0,0,427484563,-7120915367,5243650000,0,10850833664,-5058833777,0,-269972993,0,10765676894,733736937,1844633661,0,2578370598
2011,0,2078894036,3133353606,36100364,0,0,-731985075,911227849,0,5427590780,-432460492,2380556712,3210432560,-47366420,-831064849,-310105325,2278510410,-1088573131,10587520245,-5509833450,0,-2179250000,1774250000,0,0,-4410325,-5919243775,5946020000,0,16771000000,-24353208180,0,-2094414000,0,-3730602180,937674290,4241217333,0,5178891623
2012,0,3398344330,3430216933,479015345,0,0,-386930265,764159994,0,7684806337,576179273,879968421,-7297807368,972954329,-844322994,-727151715,959927094,-5303580149,-3099026772,-1174402525,2181293682,-320000000,854400000,0,0,301477630,1842768787,0,0,25210000000,-25953965000,0,-1759757599,0,-2503722599,-3759980584,5178891623,0,1418911039
2013,0,4746990854,3599062163,131088335,0,0,-257515024,947506851,0,9167133179,10150659075,1098148529,-4859821929,397777398,-947506851,-1537917756,0,-24649814,13443821831,-5236035720,0,-1020000000,534000000,0,0,153229199,-5568806521,0,0,39840986207,-41750752477,0,-2199697000,0,-4109463270,3765552040,1418911039,0,5184463079
2014,0,7256753878,4023093226,-131088335,0,0,-184003177,1390483242,0,12355238834,-2036165261,-285629479,-1307191394,-289873475,-1390483242,-1458419298,0,0,5587476685,-1374475702,0,-100000000,321980000,0,0,184003177,-968492525,0,0,34291008340,-36315726079,0,-4613062730,0,-6637780469,-2018796309,5184463079,0,3165666770
2015,0,10302104413,3948895317,0,0,0,-127682000,799669163,0,14922986893,-9171175667,-1058113273,11302242550,-61752787,-799669163,-1860138116,0,-112899600,13161480837,-1199740343,0,0,488020000,0,0,127682000,-584038343,0,0,21000000000,-25867527299,0,-1759757600,0,-6627284899,5950157595,3149316513,0,9099474108
2016,0,12031364786,4177398304,0,0,0,-104965477,811703569,0,16915501182,1239534299,-9140700318,4478584884,-2254058814,-811703569,-3545762366,0,-319736981,6561658317,-5387119900,0,-1700000000,350000000,0,0,80491477,-6656628423,0,0,42525000000,-39309197579,0,-7588896000,0,-4373093579,-4468063685,9099474108,0,4631410423
2017,0,13146294843,4503911955,0,0,0,-146694980,824138738,0,18327650556,7710916946,-1716490923,-2028558608,25867158,-824138738,-2716000549,0,-465359067,18313886775,-10246157440,0,-3200000000,1450000000,0,0,213197020,-11782960420,0,0,57830000000,-59859925000,0,-5691524000,0,-7721449000,-1190522645,4631410423,0,3440887778
2018,0,19655180260,5093023470,0,0,0,-3295514356,327532373,0,21780221747,2673979922,7771573821,-8903748922,1428540566,-327532373,-3881557925,0,-655602271,19885874565,-10111614281,6500000000,-7000000000,9400000000,0,0,472860298,-738753983,0,0,27390000000,-29470000000,0,-3161892000,0,-5241892000,13905228582,3440887778,0,17346116360
2019,0,26109630784,5653802492,450139776,0,0,-5090348491,537436617,0,27660661178,-2568823239,914463517,-4163536456,659602908,-537436617,-5197869973,0,-191010316,16576051002,-9528129711,1507090910,-16000000000,1300000000,-500000000,0,1634827314,-21586211487,0,0,51860000000,-47820000000,0,-12330960000,0,-8290960000,-13301120485,17346116360,0,4044995875
