Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,101827678831,-88478336114,-4558522090,-2805735791,-59807412,299938256843,-270714722695,0,35148811572,0,6237540572,0,0,0,0,3694280361,9931820933,0,0,0,-42203807073,0,0,0,-42203807073,2876825432,11550659837,0,14427485269
2009,0,561243375946,-231921077554,-8841346821,-8426151399,-488190914,244075192759,-532112532941,2525270456,23529269076,-21893813446,185399318,0,0,-49256116857,6699306600,6247522225,-58017702160,1526884500,0,333236101584,-288791584400,0,0,0,45971401684,11482968600,8445028348,0,19927996948
2010,0,575054520725,-336555183598,-19758762371,-19767774726,-3652928789,402004035631,-294704706907,0,302619199965,0,244556094,0,0,0,0,4132900362,4377456456,0,0,0,-292383585271,0,0,0,-292383585271,14613071150,19927996948,0,34541068098
2011,0,745365304894,-749451357308,-20683649904,-32626384639,-6080714947,663606447407,-603570289821,9665565902,-3440644318,-7283603907,5746160182,0,0,0,2000000000,2494630755,2957187030,31232457500,0,465206595408,-431918122122,0,-7600000000,0,56920930786,56437473498,34541068098,-81883334,90896658262
2012,0,734562299409,-737934733508,-21613086555,-31348957694,-1202883913,319205717879,-305257444370,5826651776,-43589088752,0,18000000,0,0,-231177000,0,2960886317,2747709317,0,0,507055493144,-523844800932,0,-4330646106,0,-21119953894,-61961333329,90896658262,0,28935324933
2013,0,715384889401,-749558028666,-15438151436,-24352930330,-3310876482,446586743985,-344899718287,0,24411928185,0,950818182,0,0,0,0,1218782895,2169601077,0,0,555844423554,-539780214164,0,0,0,16064209390,42645738652,28935324933,0,71581063585
2014,0,541565109185,-526765506959,-16368654921,-20965549153,-2031345018,359908664110,-346726542247,0,-11383825003,0,525000000,0,0,0,0,625452930,1150452930,0,0,512988261130,-533797483606,0,0,0,-20809222476,-31042594549,71581063585,-162391655,40376077381
2015,0,710457387598,-597896048261,-14926302360,-16498766300,-5394510490,122984897475,-283063924837,36037062094,-84337267175,0,8222727272,0,0,0,0,1081956029,9304683301,0,0,645827173335,-571003029876,0,0,0,74824143459,-208440415,42376077381,342743676,42510380642
2016,0,520312467628,-440597787591,-21012649154,-20166734051,-1463582418,52612610309,-68004751365,3906359805,21679573358,-24504912,1059105533,0,0,0,0,999495843,2034096464,0,0,430495999356,-443653135225,0,0,0,-13157135869,10556533953,42510380642,0,53066914595
2017,0,418983393641,-179831883296,-17837151117,-18423147191,-1820728820,238946063145,-128444227122,0,311572319240,0,561950,0,0,0,0,2314688098,2315250048,0,0,226842798520,-553083638803,0,0,0,-326240840283,-12353270995,53066914595,92253,40713735853
2018,0,315856703562,-187235849462,-7834950902,-12988777451,0,93954710229,-86299709868,0,115452126108,0,2439054545,0,0,0,1440000000,1763002896,5642057441,0,0,116294873162,-245578128474,0,0,0,-129283255312,-8189071763,41831571959,0,33642500196
