date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,80350,0,122600,764850,495000,228700
2019-12-03,280000,50000,356700,831300,503100,314500
2019-12-04,46400,0,152600,47400,0,138000
2019-12-05,76050,0,8500,61750,0,437800
2019-12-06,71900,0,66800,189300,100000,2257500
2019-12-09,103850,0,334000,1387350,1247500,744600
2019-12-10,115050,50000,230600,1192850,819100,154100
2019-12-11,407250,287800,12200,394950,342100,52700
2019-12-12,474400,211300,490000,1740900,1623800,357300
2019-12-13,385200,200000,71700,875900,750100,210100
2019-12-16,26800,0,114300,390900,300000,1265300
2019-12-17,7096200,5448700,177700,31600,0,1288700
2019-12-18,572200,455900,873100,706100,542200,1261100
2019-12-19,628250,421650,607200,1517750,1284350,360600
2019-12-20,130350,83650,548100,934850,800150,591300
2019-12-23,869300,502000,1147100,920400,721800,437900
2019-12-24,128100,0,232300,75200,0,1896200
2019-12-25,138600,49500,338000,2118300,1772500,442700
2019-12-26,31100,0,314100,1074500,672800,482100
2019-12-27,1206000,651300,160200,590500,446600,70500
2019-12-30,280200,147700,70700,464000,357700,1032300
2019-12-31,1903200,1582000,325200,1006800,863500,259400
2020-01-02,405650,210550,365600,171150,133850,464600
2020-01-03,228250,105500,900000,229350,135000,330000
2020-01-06,22800,0,588000,1392100,1171300,246700
2020-01-07,80700,58900,271600,170000,108900,122500
2020-01-08,424350,190900,124200,633850,460000,363500
2020-01-09,655450,511400,234700,156850,50000,377700
2020-01-10,139600,0,149300,415500,311500,423700
2020-01-13,116750,52800,134000,1083450,866600,234100
2020-01-14,117977,0,128400,361823,281000,68000
2020-01-15,478150,313400,275700,5650,0,266600
2020-01-16,47350,0,68000,322850,114100,30400
2020-01-17,112800,0,240800,291500,122600,78000
2020-01-20,86800,0,151800,541600,386800,20000
2020-01-21,30700,0,65200,521400,100000,355800
2020-01-22,1295200,693000,59000,432400,0,311200
2020-01-30,497000,298600,762300,672900,207400,473700
2020-01-31,199950,50000,659800,1032550,794200,641800
2020-02-03,163950,0,80900,1970150,1184600,999400
2020-02-04,645300,250000,470300,205000,0,295000
2020-02-05,337000,221000,385500,359700,52700,50000
2020-02-06,564500,283700,200300,1009700,787500,1026900
2020-02-07,51600,0,640000,167600,0,613100
2020-02-10,44700,0,145400,352600,100000,107700
2020-02-11,13800,0,307800,524800,310000,112000
2020-02-12,7150,0,1258900,206950,124000,322100
2020-02-13,80750,57050,53300,257150,149250,673900
2020-02-14,27900,0,169800,302000,192900,285700
2020-02-17,209100,60000,66800,583800,295900,247000
2020-02-18,41950,0,2600,65550,0,453400
2020-02-19,17900,0,1209000,749200,500700,284300
2020-02-20,42050,0,75100,222950,130000,577100
2020-02-21,252600,135500,406500,453000,201100,521900
2020-02-24,285950,72000,401700,1705850,1354000,636700
2020-02-25,611150,356900,305600,1151350,825600,188400
2020-02-26,68100,0,168200,11000,0,415900
2020-02-27,105250,0,647600,93750,0,228100
2020-02-28,142950,100000,1083800,335850,0,253000
2020-03-02,966600,523000,930500,82600,0,351600
2020-03-03,674600,563700,72100,1104600,832600,293900
2020-03-04,515750,341000,116200,352950,249800,134400
2020-03-05,123200,0,152700,764400,556100,799800
2020-03-06,567100,490000,777100,316800,171000,341700
2020-03-09,308454,76050,581500,2848246,2039950,1078900
2020-03-10,1052300,509600,707100,399000,223200,328700
2020-03-11,385800,0,255100,944400,456100,544000
2020-03-12,201200,96500,437400,2261900,1041600,413400
2020-03-13,85450,0,866300,2159750,1506400,435200
2020-03-17,605750,167800,363800,265750,93500,508300
2020-03-18,10876900,7704000,2732800,12487500,11282600,4971200
2020-03-19,8569700,7307600,345900,129600,129600,6065100
2020-03-20,1729700,998050,877200,2957900,1792350,3411400
2020-03-23,326350,296750,937800,4722350,2751750,957700
2020-03-24,95800,75500,6487400,4598200,2768100,661200
2020-03-25,1524700,488850,3024600,1151500,827150,1249600
2020-03-26,229900,140000,1490900,5232500,3294000,1389400
2020-03-27,740350,200000,1248600,4416050,2423200,996200
2020-03-30,91300,0,1202500,2836800,1277500,222500
2020-03-31,357400,200000,1152000,6372900,4010600,2306400
2020-04-01,964750,399850,1369400,1261650,669750,862200
2020-04-02,1113200,1113200,0,1113200,1113200,0
2020-04-03,1185400,710850,1958700,512500,256850,791200
2020-04-06,3295150,1810750,525900,861450,530850,723600
2020-04-07,1123950,643500,1187300,574950,259500,602900
2020-04-08,540050,200000,488600,965750,659000,568700
2020-04-09,1985250,1573900,3183100,863150,566400,6327100
2020-04-10,704150,350000,472400,3407650,2271100,3833200
2020-04-13,54300,0,4878500,919300,630000,774700
2020-04-14,172400,100000,709400,1406900,433700,360800
2020-04-15,1305300,520700,584900,1039300,367200,420400
2020-04-16,559200,391900,1217500,1513300,1074900,1378300
2020-04-17,6689800,6265600,238200,193100,0,2722600
2020-04-20,8833150,7130000,100000,56950,0,1232400
2020-04-21,9289800,6989250,1237100,1088500,518850,1796800
2020-04-22,1334550,662250,5618100,767850,405150,333800
2020-04-23,701000,408500,2003800,2810500,2008500,504600
2020-04-24,386950,169200,1774600,2732750,1832100,1128100
2020-04-27,861050,208700,1060300,419050,329700,716600
2020-04-28,91600,0,36600,412900,300000,195600
2020-04-29,85050,0,52500,231050,200000,391300
2020-05-04,2281950,1125750,876400,1837650,1667850,913600
2020-05-05,1635650,606200,293200,669350,536600,408600
