Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,759425596378,116292172374,11969492332,2071337094,-23527473332,0,39573467881,0,905804592727,-469580867506,-729220501786,176694154917,3439348318,-38212854706,-60926209603,36079118384,-127500997857,-303424217112,-179139948481,71084015441,-289020000000,23050000000,-935400000000,14350920590,0,-1295075012450,2410000000000,0,2262274969180,-2517930116952,-15757513956,-218973740730,0,1919613597542,321114367980,78451541560,-243262039,399322647501
2008,0,1018629483945,176801433986,181457986477,2203508791,0,-125088794821,74436977629,0,1328440596007,-59212209063,-426467721621,157771730720,-83903693466,-104462988946,-212065352412,63212439458,-41306475253,622006325424,-463641157140,1852095190,-2917330224068,2599819445068,-183500000000,200000000000,104051281762,-658748559188,678750000000,0,4043835946353,-4132818305654,-2245334333,-439891139986,0,147631166380,110888932616,399322647501,6707132,510218287249
2009,0,1509979337847,194044819170,-183665314449,82707770,0,-105269346526,76177480256,28823125345,1520172809413,631941882432,-1062448213617,-667519768296,-11129357107,-108212085175,-51677033815,17691457489,-350857410034,-82037718710,-1458256687573,9459872168,-118985000000,659433383592,-1177004497177,647047812,123734925126,-1960970956052,1428720000,0,8163590489922,-4751922352762,-1680268449,-394439393734,0,3016977194977,973968520215,510218287249,-3695882090,1480490925374
2010,0,1564151094066,358821928950,-532403447,77615698472,0,-107588376582,413090188796,0,2305558130255,-270860849472,-676327671681,-256934982422,-58269901758,-393268078518,-265793824683,135447050025,-121339205479,398210666267,-979887380364,177668358381,-440315194592,309875860000,-639735062583,9476820411,141661603051,-1421254995696,8456520000,0,10862814502121,-9647393130599,-163190854,-637985549983,0,585729150685,-437315178744,1480490925374,4001480631,1047177227261
2011,0,1489142843681,541922822267,79970656805,73528264937,124577922101,-168431397099,765583007409,0,2906294120101,67002771904,-1874369887775,331845438220,-72283657603,-732210383763,-223787156839,1878015020,-100176250921,304193008344,-1723752583204,14471773287,0,335859840000,-61310125053,314022199450,183710509234,-936998386286,88085000000,-150970558021,17042399604265,-16327876309624,0,-2863876264,0,648773860356,15968482414,1047177227261,1238380867,1064384090542
2012,0,1218205340654,596227337059,90834354093,1105860020,0,-127834058603,526970967624,0,2305509800847,-58060734370,-444727394130,1256558631126,46907773104,-620947691630,-230283194389,3021354308,-113692912579,2144285632287,-1828105150975,51448674795,-222260641965,1600000000,-84721860000,356306160000,66064545910,-1659668272235,100459025089,0,18070024211394,-18188281993320,0,-361790013579,0,-379588770416,105028589636,1064384090542,-10998131,1169401682047
2013,0,2394404194432,720195566311,-147647242587,9755308690,0,-239922767209,370947849826,0,3382756788189,184894312063,-1216858380400,1674080391405,43029826617,-558923619216,-200847280440,21180037819,-95479361817,3233832714220,-2921311668380,11605368430,-163135157802,0,-395947200000,116266905518,100056500126,-3252465252108,620000000,0,18941877013166,-17672451806682,0,-420496176570,0,849549029914,830916492026,1294493700487,-87801816,2125322390697
2014,0,3769520728432,1109518432670,209663586663,82549401774,0,-23625391281,350628944467,0,5743142484326,-39335171949,235303034097,-2199063441613,-28905066932,-325690062547,-575207645980,33084042052,-81054853105,2762273318349,-1165028194450,21687699513,-158593682578,0,-56955592861,1500000000,107306447497,-1250083322879,475000000,0,21167443398643,-22097815712253,0,-681451419825,0,-1611348733435,-99158737965,2125322390697,116814973,2026280467705
2015,0,3989828664796,1281591263404,65304349717,13166497767,0,-81208667361,251337896345,0,5811010811952,-17333301250,390083981802,-849876282431,66692373461,-284307633410,-447842572341,0,-125477836812,4542949540971,-3386572345633,32360460543,-298004536121,119070843886,-230628789000,0,0,-3763774366325,58500000,0,22541238710236,-22433385840450,0,-540720414633,0,-432809044847,346366129799,2026280467705,115243361,2372761840865
2016,0,7701823953675,1674325806175,-113894221513,22123664306,0,-142785039051,279951879407,0,9421546042999,-486371890043,-3334840113940,2294022318780,121804325086,-280617909310,-752694098346,0,-164128748378,6818719926848,-3416965133077,27787678259,-10561686300,271604227038,0,0,0,-3128134914080,10000000,0,28158082994564,-28560488372250,0,-1102410958562,0,-1504806336248,2185778676520,2372761840865,120196360,4558660713745
