Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,15939,0,-84951818,0,0,526000000,-465420000,0,-24355879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24355879,30994348,0,6638469
2015,1,222233423,-275098900,-41385000,0,0,362000000,-200351800,0,67397723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67397723,6638469,0,74036192
2015,2,-14387,-27593600,-83770000,0,0,1295000000,100351800,0,1283973813,0,0,0,0,0,0,26182,26182,0,0,0,-1331365493,0,0,0,-1331365493,-47365498,74036192,0,26670694
2015,3,32653,-8158400,-42385000,0,0,152000000,-100794400,72677961,694853,0,0,0,0,0,0,-26182,-26182,0,0,0,0,0,0,0,0,668671,26670694,0,27339365
2015,4,4321,0,-84770000,0,0,1516000000,-1450739300,0,-19504979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19504979,27339365,0,7834386
2016,1,0,-37000000,-45000000,0,0,100005068,-3239300,0,14765768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14765768,7834386,0,22600154
2016,2,1058347339,-338990598,-135000000,0,0,323953266,-917654040,-22142655,-9344033,0,0,0,0,0,0,18898,18898,0,0,0,0,0,0,0,0,-9325135,22600154,0,13275019
2016,3,26429077,16933271,-45000000,0,0,300000000,-271836071,0,26526277,0,0,0,0,0,0,-18898,-18898,0,0,0,0,0,0,0,0,26507379,13275019,0,39782398
2016,4,667659968,-1809418773,138000000,0,0,881944532,-1737833487,0,-1859647760,0,0,-3987212862,307032,-26000000000,0,1090356663,-28896549167,0,0,34873788480,-1606550615,0,0,0,33267237865,2511040938,39782998,0,2550823936
2017,1,9323818459,-8277045191,-93000000,-9014078,0,954000000,-2580028054,0,-681268864,0,0,-3173466063,3841915242,0,0,368701829,1037151008,0,0,2363817199,-3201012336,0,0,0,-837195137,-481312993,2550823936,0,2069510943
2017,2,4290023200,-4253182184,-87000000,-12895768,0,496000000,173683513,0,606628761,0,0,3173466063,-3841915242,0,0,-290057342,-958506521,0,0,590000000,-1942282405,0,0,0,-1352282405,-1704160165,2069510943,0,365350778
2017,3,2042493700,-22897925091,-107240909,7695133,0,629776000,-948571965,0,-21273773132,0,0,-4844258495,4783291683,0,0,642081920,581115108,0,0,26943337211,-4599789072,0,0,0,22343548139,1650890115,365350778,0,2016240893
2017,4,43240702007,-73833213459,-163736875,14214713,0,2574188500,-2683488920,0,-30851334034,0,0,-1496090768,3316412660,0,0,156714651,1977036543,50000000000,0,8854979918,-21314917441,0,0,0,37540062477,8665764986,2016240893,0,10682005879
2018,1,10889049200,-3845700958,-175248295,0,0,1789822230,0,0,8657922177,0,0,-547202354,1433698336,0,0,178454093,1064950075,0,0,828095883,-20821950801,0,0,0,-19993854918,-10270982666,10682005879,0,411023213
2018,2,0,0,0,0,0,0,0,0,17751585622,0,0,547202354,-1433698336,-1413338368,1598532000,-152739055,-854041405,0,0,1633711605,-18590796917,0,0,0,-16957085312,-59541095,411023213,0,351482118
2018,3,0,0,0,0,0,0,0,0,6770255189,0,0,0,3342414432,1413338368,1786092000,-2243697116,4298147684,0,0,-2461807488,-8666082500,0,0,0,-11127889988,-59487115,351482118,0,291995003
2018,4,68652000402,-124088403593,-401179432,-25413435,0,103290268318,-54201835015,0,-6774562755,0,0,0,-3342414432,0,-3384624000,2217982078,-4509056354,0,0,15769316588,-811564380,0,0,0,14957752208,3674133099,291995003,0,3966128102
2019,1,22838354042,-22048571100,-73741131,0,0,34705000000,-1516803694,0,33904238117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33904238117,3966128102,0,37870366219
2019,3,0,0,0,0,0,0,0,0,28452685736,0,0,0,0,0,0,-6324327,-6324327,0,0,0,0,0,0,0,0,28446361409,47284675273,0,75731036682
2019,4,44311766037,-65351152681,-187022789,0,0,1513256000,-51241696315,0,-70954849748,0,0,0,0,-4800000000,0,0,-4800000000,4800000000,0,0,0,0,0,0,4800000000,-70954849748,75731036682,0,4776186934
2020,1,11150544487,-10083000000,-298007739,-19385708,0,13040000000,-125174153,0,13664976887,0,0,-2000000000,0,0,0,0,-2000000000,0,0,0,0,0,0,0,0,11664976887,4776186934,0,16441163821
