Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2014,4,59931062658,0,0,0,0,0,0,0,0,18298576379,0,0,575454545,0,923676006,16422910512,0,0,23710445216,0,59931062658,-83619418450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83619418450,0,-23688355792,0,0,0,0,0,0,0,0,0,0,0,0,0,-5398923984,-29087279776,120,-3562296748,-3562296628,0,-32649576404,-32649576404,0,-1423337485,-1423337485,0,-34072913889,-34072913889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,18660367678,5849021515,5101335015,0,747686500,0,6734967011,0,0,4979731571,0,0,0,0,672672305,0,0,423975276,0,0,18660367678,-9854992008,-325455100,-325455100,0,0,0,0,0,0,0,-2242542026,-6042419143,0,0,0,-669576952,-574998787,0,0,8805375670,201241500,0,201241500,0,0,0,0,0,0,0,0,0,0,-4489499856,4517117314,26195455,0,26195455,0,4543312769,4543312769,0,-835037779,-835037779,0,3708274990,3708274990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,19157607427,2767295509,2766629609,0,665900,3422722893,7569282872,0,0,4356390369,0,0,150000000,0,458733964,0,0,433181820,0,0,19157607427,-9641715331,284236800,284236800,0,0,0,0,0,-253162300,0,-1938408560,-5386756571,0,0,0,-465247714,-572991535,-1309385451,0,9515892096,593985465,0,593985465,0,0,0,0,0,0,0,0,0,0,-4777645090,5332232471,301000000,-326698834,-25698834,0,5306533637,5306533637,0,-1167290902,-1167290902,0,4139242735,4139242735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
2015,3,14654784946,1573886140,1573230940,0,655200,904595323,5753788763,0,0,5368667910,0,10000000,492954546,0,550892264,0,0,0,0,0,14654784946,-10461246417,-74550000,-74550000,0,0,0,0,0,0,0,-1607408281,-7754794175,0,0,0,-500199148,-524294813,0,0,4193538529,193721635,0,193721635,0,0,0,0,0,0,0,0,0,0,-3938841821,448418343,5800003,-77500000,-71699997,0,376718346,376718346,0,-170328036,-170328036,0,206390310,206390310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,19446355112,5077211353,5076623003,0,588350,0,7300713604,0,0,5732413438,0,0,519090910,0,816925807,0,0,0,0,0,19446355112,-71060283760,-7832588372,-103523300,-7729065072,0,0,0,0,0,0,-1741890454,-7785241287,0,-444979875,0,-627820573,0,-52627763199,0,-51613928648,556222878,0,556222878,0,0,-4892222,0,-4892222,0,0,0,0,0,-5960436719,-57023034711,909092,0,909092,0,-57022125619,-57022125619,0,0,0,0,-57022125619,-57022125619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,12433465403,198420994,166658510,0,31762484,1129018284,5219921452,0,0,5323592445,0,0,20806358,0,422728597,0,0,118977273,0,0,12433465403,-11430579884,-6715281360,-6715281360,0,0,0,0,0,4739011432,0,-220793309,-7899786422,0,0,0,-427221988,-906508237,0,0,1002885519,130547356,0,130547356,0,0,-410577456,0,-410577456,0,0,0,0,0,-3842297957,-3119442538,4968182,0,4968182,0,-3114474356,-3114474356,0,0,0,0,-3114474356,-3114474356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,11304681551,-4269586456,-971712784,-4739011432,1441137760,1876537970,7213620945,0,0,5802103787,0,0,11185821,0,421274029,0,0,0,249545455,0,11304681551,-67594780253,-4633316730,6715281360,-11348598090,0,0,0,0,-55116369608,0,-192898388,-6301859587,0,-54482504,0,-424960990,-199863150,-671029296,0,-56290098702,155294291,0,155294291,0,0,-230161610,0,-230161610,0,0,0,0,0,-3210035431,-59575001452,15600571,-813558170,-797957599,0,-60372959051,-55633947619,-4739011432,0,0,0,-60372959051,-60372959051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,16800916129,3264048127,788393815,0,2475654312,1007972220,6886770567,0,0,4852208798,0,0,0,0,0,0,0,382159092,407757325,0,16800916129,-9227909350,-1652209870,-1652209870,0,0,0,0,0,0,0,-148193625,-6390999056,0,0,0,-421658280,-175799934,-439048585,0,7573006779,160846286,0,160846286,0,0,-164516108,0,-164516108,0,0,0,0,0,-3051446899,4517890058,35390909,0,35390909,0,4553280967,4553280967,0,0,0,0,4553280967,4553280967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,14022861159,980075143,102771730,0,877303413,1299493792,5774839224,0,0,4898933762,0,0,0,0,389546868,0,0,222727273,457245097,0,14022861159,-130157552461,-2183907977,-2648518390,464610413,0,0,0,0,-119172484940,0,-77986016,-8103128155,0,0,0,-412694763,-207350610,0,0,-116134691302,71298503,0,71298503,0,0,-62342938,0,-62342938,0,0,0,0,0,-4152704730,-120278440467,12636364,0,12636364,0,-120265804103,-120265804103,0,0,0,0,-120265804103,-120265804103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,12549260911,301700,0,0,301700,1120755052,6049932033,0,0,4903891073,0,0,0,0,436199235,0,0,38181818,0,0,12549260911,-8187380372,-176573200,-176573200,0,0,0,0,0,-783251437,0,-57141501,-6494650358,0,0,0,-481578894,-194184982,0,0,4361880539,77192285,0,77192285,0,0,-16229904,0,-16229904,0,0,0,0,0,-2973528069,1449314851,127600002,-6357250,121242752,0,1570557603,1570557603,0,-314111520,-314111520,0,1256446083,1256446083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
