Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2007,0,201727549583,201131377107,25263729153,25263729153,0,0,173658559398,175592044200,0,0,0,-1933484802,2209088556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209088556,0,0,0,0,0,0,596172476,0,0,0,0,0,0,0,596172476,0,1257860703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137860703,873194045,873194045,0,0,0,0,0,0,264666658,264666658,0,0,0,0,0,0,0,0,0,0,120000000,0,0,0,0,0,120000000,0,0,202985410286,152763778742,152763778742,152763778742,152763778742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50221631544,50221631544,50000000000,50000000000,50000000000,0,0,0,0,0,0,0,0,0,0,0,221631544,221631544,0,221631544,0,0,0,0,0,0,0,202985410286,0,0
2008,0,1017276174550,1015967494896,26515473120,26515473120,0,0,133497652700,136571831700,0,0,0,-3074179000,855954369076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855954369076,0,0,0,0,0,0,1308679654,0,0,0,0,0,0,0,1308679654,0,9276328626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962700668,806700694,806700694,0,0,0,0,0,0,155999974,155999974,0,0,0,0,0,0,0,0,0,0,8313627958,0,0,0,0,0,8313627958,0,0,1026552503176,875635520472,875635520472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875635520472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150916982704,150916982704,150000000000,150000000000,150000000000,0,0,0,0,0,0,0,0,0,0,916982704,0,0,0,0,0,0,0,0,0,0,0,1026552503176,0,0
2009,0,1592719830939,1586104866506,77351653613,77351653613,0,0,470843489200,477908811900,0,0,0,-7065322700,1037909723693,0,0,0,0,0,0,61927119440,0,0,1232797270,0,0,50748550000,0,0,924001256983,0,0,0,0,0,0,6614964433,0,0,1033207833,0,0,0,0,5581756600,0,13529326798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5933210202,5692032737,6850854148,-1158821411,0,0,0,0,0,241177465,545413000,-304235535,0,0,0,0,0,0,0,0,0,7596116596,0,7596116596,0,0,0,0,0,0,1606249157737,1303756010243,1303756010243,100000000000,100000000000,0,0,0,0,0,99068749,0,985882142,16170000000,5100343979,504140981,0,2466958327,0,0,0,0,3023400,0,1178255198119,0,171394546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302493147494,302493147494,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,48165000,59165000,0,2385817494,2385817494,0,2385817494,0,0,0,0,0,0,0,1606249157737,0,0
2010,0,1528549551075,1516767041460,27862114181,27862114181,0,0,287274457578,324936030040,0,0,0,-37661572462,1201630469701,0,0,0,0,0,0,8618285,0,0,140106593250,0,0,804549363722,0,0,256965894444,0,0,0,0,0,0,11782509615,0,0,1918659681,0,9860539334,0,0,3310600,0,15659486124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8569903599,6522518896,9416089714,-2893570818,0,0,0,0,0,2047384703,2935321000,-887936297,0,0,0,0,0,0,0,0,0,7089582525,0,6783287417,0,0,0,306295108,0,0,1544209037199,1230013014104,1230013014104,0,0,0,0,0,0,0,226581056,0,96898307,138000000,456218265,445560000,0,318405593,0,0,0,0,2850000,0,1227914714071,0,413786812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314196023095,314196023095,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,1209906300,1283241194,0,11702875601,11702875601,0,11702875601,0,0,0,0,0,0,0,1544209037199,0,0
2011,0,1608348376214,1596709351201,18884085734,18884085734,0,0,249219813938,286780427575,0,0,0,-37560613637,1328605451529,0,0,0,0,0,0,235142235,0,0,253500000,0,0,220290706211,0,0,1114621628191,0,-6795525108,0,0,0,0,11639025013,0,0,649549456,0,10957328300,0,0,32147257,0,13155112893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6774855922,5265623092,10236747193,-4971124101,0,0,0,0,0,1509232830,3235321000,-1726088170,0,0,0,0,0,0,0,0,0,6380256971,0,6068961863,0,0,0,311295108,0,0,1621503489107,1317534410582,1317534410582,0,0,0,0,0,0,0,192107945,0,442420042,165000000,158785577,631584144,0,298929961,0,0,0,0,279241650,0,1314753399451,0,612941812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303969078525,303969078525,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,1858850080,1994519868,0,115708577,115708577,0,115708577,0,0,0,0,0,0,0,1621503489107,0,0
2012,0,983412873845,974904633567,27912518627,27912518627,0,0,8529740142,23485554860,0,0,0,-14955814718,938462374798,0,0,0,0,0,0,476719943,0,0,0,0,0,30868348950,0,0,910887671304,0,-3770365399,0,0,0,0,8508240278,0,0,373710453,0,8104918325,0,0,29611500,0,10949508937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5644930203,4376499042,11058278244,-6681779202,0,0,0,0,0,1268431161,3935321000,-2666889839,0,0,0,0,0,0,0,0,0,5304578734,0,2783143197,2210140429,0,0,311295108,0,0,994362382782,668244670549,668244670549,0,0,0,0,0,0,0,214484625,0,253729670,725536588,325515037,2188784584,0,493219804,0,0,0,0,0,0,663927526429,0,115873812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326117712233,326117712233,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,1858850080,1994519868,0,22264342285,22264342285,0,22264342285,0,0,0,0,0,0,0,994362382782,0,0
2013,0,932252154650,931873390444,229996638112,229996638112,0,0,5352619376,16331120598,0,0,0,-10978501222,696524132956,0,0,0,0,0,0,525432000,0,0,7500000,0,0,354804171337,0,0,344957395018,0,-3770365399,0,0,0,0,378764206,0,0,118577974,0,0,161834732,0,98351500,0,19507617414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14375427634,7770751790,14960504399,-7189752609,0,0,0,0,0,6604675844,10076718497,-3472042653,0,0,0,0,0,0,0,0,0,5132189780,0,1571119575,0,0,0,3561070205,0,0,951759772064,627996730298,627996730298,445903583333,445903583333,0,0,0,0,0,614605967,0,1147028156,688000000,1320921892,3649387710,0,7985589465,0,0,0,0,152502650,0,166317837813,0,217273312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323763041766,323763041766,300000000000,300000000000,300000000000,0,0,0,0,0,0,0,0,2966281765,3101951553,0,17694808448,17694808448,0,17694808448,0,0,0,0,0,0,0,951759772064,0,0
2014,0,771758259664,770962241542,377272511351,227272511351,0,150000000000,32593730204,32627027904,0,0,0,-33297700,361095999987,0,0,0,0,0,0,778905000,0,0,933095313,0,0,397343841901,0,0,5361089315,0,-43320931542,0,0,0,0,796018122,0,0,607533952,0,0,0,0,188484170,0,18805748946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11193677206,5986211841,15706822833,-9720610992,0,0,0,0,0,5207465365,10076718497,-4869253132,0,0,0,0,0,0,0,0,0,7612071740,0,2211802366,0,0,0,5400269374,0,0,790564008610,167780457443,167780457443,0,0,0,0,0,0,0,1255082503,0,701419941,843000000,2494513975,6968932959,0,746472544,0,0,0,0,14400,0,153970752649,0,800268472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622783551167,622783551167,600000000000,600000000000,600000000000,0,0,0,0,0,0,0,0,3803948265,3939618053,0,15039984849,15039984849,0,15039984849,0,0,0,0,0,0,0,790564008610,0,0
2015,0,567607627096,566350250449,54705489636,14705489636,0,40000000000,505061074312,73137531248,0,535887762877,0,-103964219813,6583686501,4979920000,4979920000,0,0,0,0,0,0,436050000,1164564000,0,0,0,0,0,3152501,0,0,0,0,0,0,1257376647,32000000,0,253633834,0,0,967033313,0,4709500,0,17891076023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8080547163,4112073670,15327992800,-11215919130,0,0,0,0,0,3968473493,10076718497,-6108245004,0,0,0,0,0,0,0,0,0,9810528860,1792520108,828818582,0,0,7189190170,0,0,0,585498703119,11764336223,11764336223,3180000000,3180000000,0,0,0,0,0,353463976,0,1094556655,365000000,1238420762,2630362915,109814418,1090964864,0,0,0,0,0,0,799169234,0,902583399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573734366896,573734366896,600000000000,600000000000,600000000000,0,0,0,0,0,0,0,0,3893448265,4029118053,0,-34188199422,-34188199422,0,-34188199422,0,0,0,0,0,0,0,585498703119,0,0
2016,0,375476853155,374233062030,117069190882,17069190882,0,100000000000,248788305112,1014041553,20000000000,505141774014,0,-277367510455,8375566036,7532416036,5373850000,2158566036,0,0,2158566036,0,0,625800000,217350000,0,0,0,0,0,0,0,0,0,0,0,0,1243791125,36993865,0,389344277,0,0,817452983,0,0,0,26458413845,10000000000,0,0,0,0,0,0,0,0,10000000000,0,0,10000000000,10000000000,0,0,5840348545,2910085532,15748803800,-12838718268,0,0,0,0,0,2930263013,10076718497,-7146455484,0,0,0,0,0,0,0,0,0,10618065300,596186704,0,1528946755,0,8492931841,0,0,0,401935267000,7400856647,7400856647,0,0,0,0,0,0,0,464409483,0,599334396,365000000,1100042099,2861306343,178347868,416077375,0,0,0,0,0,0,831420284,0,584918799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394534410353,394534410353,600000000000,600000000000,600000000000,0,0,0,0,0,0,0,3893448265,0,4029118053,0,-213388155965,-213388155965,0,-213388155965,0,0,0,0,0,0,0,401935267000,0,0
