Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2009,4,246966144031,-3214133988,243752010043,-193871093786,49880916257,56308521345,-56009956191,-52921294628,-12781163121,-12084796115,25313522175,750318539,-76843029,673475510,0,25986997685,0,0,0,25986997685,537742132,25449255553,0,0
2010,1,96148081368,-1207637925,94940443443,-74544023145,20396420298,1143358380,-3516769314,-928591780,-7555362253,-6596728255,3870918856,93043523,-138798026,-45754503,0,3825164353,-956291088,90234741,-866056347,2959108006,-814994386,3774102392,0,0
2010,2,114378015181,-4388824588,109989190593,-75392731998,34596458595,1108656723,-3665994820,-1034887271,-18763486251,-9273785473,4001848774,66486391,-71058810,-4572419,0,3997276355,-297049137,199440138,-97608999,3899667356,2167849919,1731817437,0,0
2010,3,137993916940,-1982187025,136011729915,-108567823445,27443906470,2971840179,-2676301373,-921733030,-10648323859,-8546685055,8544436362,92995130,-10045900,82949230,0,8627385592,-2156846398,83890586,-2072955812,6554429780,-443061178,6997490958,0,0
2010,4,245102021489,-3209092841,241892928648,-166152391923,75740536725,57044408412,-63286004357,-55813342179,-19543755846,-11174081576,38781103358,871265989,-186046408,685219581,-470433778,38995889161,-6298758336,18488809,-6280269527,32715619634,146215360,32569404274,0,0
2011,1,103496544521,-2202867186,101293677335,-78075526504,23218150831,20489724704,-16628282997,-10434619102,-12759025400,-8750357343,5570209795,93555552,-4060199,89495353,0,5659705148,-646983236,1413895,-645569341,5014135807,-283788567,5297924374,0,0
2011,2,114556140849,-2939388794,111616752055,-83638994064,27977757991,31203217921,-25567443193,-14793646498,-15086269558,-7545065995,10982197166,1081151178,-588978232,492172946,0,11474370112,-2142647864,114180628,-2028467236,9445902876,215805269,9230097607,0,0
2011,3,145592783770,-3287818790,142304964980,-107790467450,34514497530,22945870818,-19343883630,-11457262342,-17431580391,-8776337320,11908567007,194484467,-2028138,192456329,0,12101023336,-3679597265,185407191,-3494190074,8606833262,124790015,8482043247,0,0
2011,4,245932002274,-3219477884,242712524390,-206081261517,36631262873,58150377628,-31443535303,-15741393938,-24081605999,-15509068863,23747430336,478459038,-327335107,151123931,0,23898554267,-6509919632,852556726,-5657362906,18241191361,189274496,18051916865,0,0
2012,1,215352350197,-3093316829,212259033368,-155453432716,56805600652,10624764723,-19576983416,-10850752641,-21970988710,-11286042861,14596350388,441104415,-21076394,420028021,0,15016378409,-3863379842,109285240,-3754094602,11262283807,-517332547,11779616354,0,0
2012,2,131995467661,-1977674737,130017792924,-109598689968,20419102956,39896940233,-11072549978,-11329801502,-18612345263,-15564524421,15066623527,-109485617,-1594028588,-1703514205,0,13363109322,-4164061552,-925977956,-5090039508,8273069814,-1901437898,10174507712,0,0
2012,3,136725891976,-7426213768,129299678208,-90702685427,38596992781,21824703737,-8509658105,-6360676386,-24445182225,-9368128941,18098727247,646116055,288595386,934711441,0,19033438688,-3176896369,-976109977,-4153006346,14880432342,-385075945,15265508287,0,0
2012,4,165463400711,-470484127,164992916584,-125725706833,39267209751,52560967723,-17882005616,-11669744590,-33780014863,-8919394369,31246762626,983622475,-122019275,861603200,0,32108365826,-6469033212,-876054748,-7345087960,24763277866,334977274,24428300592,0,0
2013,1,169983954802,-532092144,169451862658,-118585373097,50866489561,18640890596,-7534929858,-7656819795,-22410706614,-13646593839,25915149846,34805349,-199738980,-164933631,0,25750216215,-7377752346,-12226663,-7389979009,18360237206,57685579,18302551627,0,0
2013,2,260583320634,-656701795,259926618839,-176705994033,83220624806,16513701873,-12806664016,-7086151998,-27950811821,-35938879967,23037970875,1598744297,-5020790831,-3422046534,0,19615924341,-8132198631,-79995176,-8212193807,11403730534,618513145,10785217389,1327,0
2013,3,188104220316,-926273583,187177946733,-123706014452,63471932281,26491619921,-11003134562,-6908131531,-23380500582,-11287822284,44292094774,546658455,-402913875,143744580,0,44435839354,-12875337444,-12226663,-12887564107,31548275247,514584529,31033690718,0,0
2013,4,205345639733,-3261068240,202084571493,-140876709823,61207861670,57130042617,-28752297494,-7063076679,-30056492133,-13695342003,45833772657,1379528693,-576936341,802592352,0,46636365009,-9486784531,-217839156,-9704623687,36931741322,563469625,36368271697,0,0
2014,4,237260202842,-2994550090,234265652752,-157364411912,76901240840,34842388344,-2117587163,-3144557787,-16323935619,-8644105579,84658000823,150061351,-182672996,-32611645,0,84625389178,-10444354849,0,-10444354849,74181034329,1353556008,72827478321,0,0
2015,1,173686687327,-2160322515,171526364812,-119045324488,52481040324,30039590082,-2414444375,-1933336196,-25543554740,-13875160186,40687471105,47018374,-153325084,-106306710,0,40581164395,-8869636335,0,-8869636335,31711528060,728184889,30983343171,0,0
2015,2,188811222546,-363381948,188447840598,-106055523805,82392316793,35674206872,-4822573831,-840127151,-17329518152,-10175007994,85739423688,6630405917,-289989040,6340416877,0,92079840565,-20236324185,0,-20236324185,71843516380,961134824,70882381556,0,0
2015,3,279917799243,-610448602,279307350641,-195272601469,84034749172,20455454236,-2132555205,-531656784,-47589081056,-15549906677,39218660470,173958609,-368514069,-194555460,0,39024105010,-10349963123,0,-10349963123,28674141887,1038527674,27635614213,0,0
