Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,20269201667,124372952,0,0,0,-1815112199,0,0,18578462420,-4663179947,9124542979,15457944620,2000111738,0,0,0,-40284856648,213025162,-11650000,0,-34000000000,30500000000,0,0,1909083699,-1602566301,1404000000,0,0,0,0,0,0,1404000000,14458861,105582006280,0,105596465141
2010,2,51688327117,1146328158,2148296166,0,0,-1261430584,1245482065,0,54967002922,-28272962067,26416822676,190909441,-3095386834,0,0,0,0,50206386138,-1708459961,0,0,0,-7472982495,2413761034,-5985188038,-12752869460,1104000000,-7754983946,0,0,0,0,0,-6650983946,30802532732,105582006280,0,136384539012
2010,3,68611517431,2188193941,4277417846,0,0,9968353256,2182166924,0,87227649398,-123982889111,-32235377847,107744795045,-3754910879,0,-5521646020,10783481434,-5433469061,34827632959,-58277010998,0,0,0,-1495000000,0,26987602,-59745023396,12296951766,0,0,0,0,0,0,12296951766,-12620438671,105582006280,0,92961567609
2010,4,81053363757,3252821103,4442093596,0,0,2541495391,2980038880,0,94269812727,-59719411902,-23770613252,198014450400,-3529116812,0,-17191166552,0,-1045318543,187028636066,-198031183474,0,-12000000000,0,-2400000000,0,11203298025,-201227885449,1404000000,-19628513946,2491109274,0,0,0,0,-15733404672,-29932654055,105582006280,0,75649352225
2011,1,10503591803,966077117,-9198000,0,0,2377396814,1553250,0,13839420984,-364584718,5680075143,-66844006775,-107360171,-269495744,-4853282808,2719237,-1964224858,-54880739710,-49148624107,0,-35000000000,34000000000,0,0,14579360,-50134044747,60159600000,0,0,-2491109274,0,0,0,57668490726,-47346293731,63649352225,0,16303058494
2011,2,7112854804,970791499,7548629267,0,0,0,-3722417506,-1553250,11908304814,-4971164278,21129130607,31939696678,107360171,269495744,-6784185609,167216264,1964224858,55730079249,-23557161128,0,35000000000,-34000000000,0,0,1531754454,-21025406674,-59195400000,0,18587073613,0,0,0,0,-40608326387,-5903653812,16303058494,0,10399404682
2011,3,1077733210,1192296178,-220995800,0,0,-2522462883,3720864256,1553250,3248988211,-9217988007,1793217380,9874825225,491160582,0,0,-169935501,-1240754567,4779513323,-28115400878,-11885361,-37000000000,65500000000,0,0,9992191502,10364905263,0,0,-16587073613,0,0,0,0,-16587073613,-1442655027,10399404682,0,8956749655
2011,4,2150221162,1228855277,2358745145,0,0,-48158763,9046533,0,5698709354,19654709781,-154617389666,58895367652,-268709841,-3455332156,0,0,-438818323,-74531463199,-80057156771,11885361,-8830138889,-11700000000,0,0,-10523926735,-111099337034,59195400000,0,117789243790,2491109274,0,0,0,179475753064,-6155047169,8956749655,0,2801702486
2012,1,-2349533765,1096182122,-5191632563,0,0,408741974,30377778,0,-6005864454,2137255121,132626799,-13219593984,1581620316,-707309186,0,0,-3843711155,-19924976543,-380690614,0,-252460000,5254638600,0,0,36694440,4658182426,0,0,15034033900,-64837733,0,0,0,14969196167,-297597950,6817327146,0,6519729196
2012,2,-3804728582,898059723,-9863146955,0,0,-815714057,20277777,0,-13565252094,12324456026,-406951716,-5988404990,18936503021,652209186,-2828252135,0,3564919340,12689226638,-24436047656,0,252460000,-5254638600,0,0,370277643,-29067948613,0,0,16109057990,-1935162267,0,0,0,14173895723,-2204826252,6519729196,0,4314902944
2012,3,-1919185094,1140713234,109995100,0,0,-34188482,12777778,0,-689887464,12595854850,200511477,-5552801022,-15449421150,-11550916516,-73692553,50000000,-529475295,-20999827673,-5817166140,24343475,-252460000,21471420718,0,0,35311680,15461449733,0,0,5027013443,-64837733,0,0,0,4962175710,-576202230,4314902944,0,3738700714
2012,4,-32636060427,805351729,130520596,0,0,-215168540,23291520054,0,-8623836588,-63145384,-155617545700,175075510599,39234994915,-11511885312,-1182122142,-50000000,808267110,38070237498,-19953407798,-21161657,252460000,-19071420718,0,0,227420685,-38566109488,0,0,12836890000,-11200000000,0,0,0,1636890000,1141018010,3738700714,0,4879718724
2013,1,-10177714915,345144709,-59663400,0,0,262220352,5675870874,0,-3954142380,1347616583,825049007,-3191869542,1172621486,-3206250,-223857700,1510071000,0,-2517717796,-12525642271,1050000000,0,156000000,0,0,44872682,-11274769589,0,0,11603284634,-100000000,0,0,0,11503284634,-2289202751,4879718724,126026,2590641999
2013,2,-8424387676,1703790119,27232700,0,0,407626014,5325956114,0,-959782729,-4719042502,-763543314,11544256209,182731867,3206250,0,-1510071000,0,3777754781,-3936287560,10000000,0,-156000000,0,0,24116401,-4058171159,0,0,200000000,0,0,0,0,200000000,-80416378,2590641999,-126026,2510099595
2013,3,-7235521058,-536390121,32464148,0,0,194345101,4896620495,0,-2648481435,9707055630,4747090962,-16609218072,1532487324,0,0,460071000,-257657366,-3068651957,3936287560,-10000000,0,156000000,0,0,27412622,4109700182,0,0,0,100000000,0,0,0,100000000,1141048225,2510099595,385462,3651533282
2013,4,-9006194234,462382894,287912752,0,0,-48831529,4812206373,0,-3492523744,2390012269,1618746421,-1765796450,912028556,0,0,17496891,6871538,-313164519,-941375748,575500000,0,0,0,0,35909772,-329965976,0,0,200000000,0,0,0,0,200000000,-443130495,3651533282,18172,3208420959
2014,1,-8263553460,896231417,-589600309,0,0,620717366,4588153866,0,-2748051120,301155066,-46815265,2969247007,901016144,0,0,0,-2580707102,-1204155270,-169202611,0,0,0,0,0,33030750,-136171861,0,0,2300000000,0,0,0,0,2300000000,959672869,3208420959,11882,4168105710
2014,2,4473170396,893200033,33765300,0,0,-771303959,-4474080689,0,154751081,792337436,-643837377,-1737359669,365416603,-4000000,0,1628000,2580707102,1509643176,-55585178,0,0,0,0,0,141254569,85669391,0,0,650000000,-200000000,0,0,0,450000000,2045312567,4168105710,-11882,6213406395
2014,3,-769451633,900876744,-13031700,0,0,-135133071,13500000,0,-3239660,-2316145695,-473007480,-7711732227,661342118,0,-9006294,9077832390,-1821514408,-2595471256,0,16266231,0,0,0,0,2408369,18674600,0,0,0,0,0,0,0,0,-2576796656,6213406395,0,3636609739
2014,4,6688215987,859499494,-17228500,0,0,-19583961,13500000,0,7524403020,3787619483,4397552851,15342278442,1053909078,4000000,-10009091,-9079460390,1821514408,24841807801,-22915374908,-16266231,0,0,0,0,18014483,-22913626656,0,0,-2950000000,200000000,0,0,0,-2750000000,-821818855,3636609739,0,2814790884
2015,1,791989569,540219150,0,0,0,-4243804,14431224,0,1342396139,-1645934153,1592026422,10856133021,179505978,0,0,50000000,-550000000,11824127407,-5085647644,421818182,0,0,0,0,13234189,-4650595273,0,0,0,-4000000000,0,0,0,-4000000000,3173532134,2814790884,0,5988323018
