2020-04-08,17800,0,1800,19500,0,2200
2020-03-13,173850,23100,12700,50850,0,16900
2020-03-20,5350,0,500,28350,0,15700
2020-03-23,4000,0,600,46500,0,4200
2020-04-09,64450,12000,16100,55850,0,37400
2020-04-10,18250,0,14600,85950,42500,12000
2020-04-13,37100,13000,2400,136500,99700,1100
2020-04-14,19100,0,5500,33400,0,1000
2020-04-15,37450,0,10300,67650,0,10200
2020-04-16,32100,26000,5000,37800,21000,1000
2020-04-17,59300,0,8200,29500,0,10500
2020-04-20,65200,0,11600,61400,0,9200
2020-04-21,11950,0,4600,106550,33500,7900
2020-04-22,17600,0,9100,5000,0,20000
2020-04-23,52250,0,5700,31250,0,8700
2020-04-24,33000,13500,4400,22300,0,1000
2020-04-27,238400,175000,7100,27200,0,15600
2020-04-28,2150,0,100,38550,0,1100
2020-04-29,18500,0,0,6200,0,3000
2020-05-04,6550,0,300,4650,0,12100
2020-05-05,0,0,0,0,0,0
