Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,0,50623433004,5145373976,-2364848966,0,0,-4246255809,4236346197,0,53394048402,-58660033493,-3646339397,46394267753,-1801999049,-3957827932,-61980900,79010256718,-132805255257,-22134863155,-8829647759,0,0,0,-22275000000,0,77551223287,46446575528,152000000,0,163257360362,-145494439801,0,-22226794000,0,-4311873439,19999838934,13587140702,21972057,33608951693
2010,0,124356795730,6327101449,-804791231,-461578611,0,-10977802278,11040786903,0,129480511962,-202338329411,-140726832045,293295874286,-10436346974,-10058104958,-1104324338,47115622589,-73098931309,32129139802,-40480535418,145627987,-333000000000,300025000000,-34112644396,40500000000,3817765770,-63104786057,208250395000,0,382239550788,-281900727626,0,-23087696510,0,285501521652,254525875397,33608951693,-1105845,288133721245
2011,0,190335709616,13908733814,23452421755,1120742279,0,-63590272806,18953360081,0,184180694739,209307768153,-611488363997,50151226539,-26007975459,-17498987196,-17242144021,17556192886,-27298543657,-238340132013,-70617891903,2019147818,0,0,-2422500000,30844800000,77437631043,37261186958,0,0,611648502953,-483553304185,0,-41181667963,0,86913530805,-114165414250,288133721245,109098386,174077405381
2012,0,376562037722,22406842001,-24117102365,51152190,0,-11047826298,29264183041,0,393119286291,-359166882818,291440954465,-80087341245,-12542238208,-28689923029,-84641640512,408456728,-28434156,119812237516,-86012299568,6800038365,-2081500000,0,-1559565000,0,5794626444,-77058699759,150000000000,0,597651948623,-565724755132,0,-48957189900,0,132970003591,175723541348,174077405382,-6441756,349794504974
2013,0,211116434164,24069714746,2951593723,-418690542,0,-9646975388,19659506056,0,247731582759,150791540462,-193409455154,-66533984952,4394627053,-18158042192,-64649596197,583087264,-11462141331,49287617712,-28177303637,325909390,0,2081500000,-8837514390,0,9666804024,-24940604613,0,0,1073629910164,-948945909495,0,-49835666450,0,74848334219,99195347318,349794504974,0,448989852292
2014,0,432191614076,28311580679,28678354976,1105939075,0,-13423463805,26415268836,0,503279293837,-89475455298,-112760264715,-95997712411,11331555828,-26589175185,-90822180088,1226830000,-20103014497,80089877471,-70075303721,285376780,0,0,0,0,13172543084,-56617383857,0,0,1664381444160,-1580448748096,0,-60082263620,0,23850432444,47322926058,448989852292,0,496312778350
2015,0,252444473848,31858006963,14733354130,1021466007,0,-9477558578,18180642361,0,312660384731,95517306237,121646084398,-356937104282,13500107133,-19461923615,-80395144606,1928000000,-36501932677,51955777319,-33871305807,159272729,-5013517649,2711448000,0,1344501548,13298880847,-21370720332,0,0,1341982146029,-1497509726391,0,-59984700340,0,-215512280702,-184927223715,496312778350,0,311385554635
2016,0,-18270534140,35402077538,32679388475,1369975077,0,-7157361585,19845246814,0,63868792179,-325650686339,244759596838,-111715778935,3172297795,-18309088709,-7373740890,1157705000,-28480655037,-178571558098,-13079110021,801809093,-11500000000,2302069649,0,15083000000,11792923657,5400692378,0,0,1339951637405,-1204901385407,0,-69959770730,0,65090481268,-108080384452,311385554635,0,203305170183
2017,0,21300890497,35202609603,39489761919,32688290,0,-7137821558,19826340823,0,108714469574,-146581667696,119024123296,70453091921,-103445920,-19554292194,-9351495529,2874105000,-14771905180,110702983272,-25930054123,481818182,-79428217552,82460000000,0,0,9421610812,-12994842681,0,0,1331691828049,-1193722781523,0,-39977674480,0,97991372046,195699512637,203305170183,0,399004682820
2018,0,16076778285,32108697443,23999794532,-1940347441,0,-34911610507,25470135015,0,50895263209,51435155228,11075561999,-114912692331,-4710207554,-16840218088,-17669235108,4950000000,-24222590427,-59998963072,-10611731079,435563637,-117000000000,8468217552,0,41918300000,14847075543,-61942574347,0,0,990456964329,-1031738738619,0,-14001074868,0,-55282849158,-177224386577,399004682820,0,221780296243
2019,0,45201095398,28900816713,-7589114516,761716305,0,-11676636618,11014857549,0,66612734831,165550376002,-32773568289,47518110881,2229192740,-13445393003,-11349485748,7497600000,-23138580732,208700986682,-568297000,32809091,-329500000000,389500000000,0,0,14199362799,73663874890,0,-18527363520,801285572261,-947953351719,0,-78360304796,0,-243555447774,38809413798,221780296243,0,260589710041
