Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2012,2,254413773538,54340420553,-4933570,-100140327,0,-19470122560,15992869700,0,305171867334,-44223848496,-91696562342,-104797422510,5275089691,-17992553649,22277400354,4669408916,-12201532044,66481847254,-106466962694,10909091,-281693928495,-27367000,0,0,11625394936,-376551954162,88847040000,0,522935499707,-285986436983,-1491597220,-98809220400,0,225495285104,-84574821804,531520744769,-81988472,446863934493
2012,4,170463628947,79124785552,-36122309,-95547553,0,-36565608417,21915318760,22000000000,256806454980,261248776574,41352354091,-19102805516,-77516331166,-22685862914,-5383033950,-71647530,-3669475524,430978429045,-253584132069,1223589538,-364738858773,-5698000,0,0,23805265168,-593299834136,0,-114659087517,637692810746,-369635753590,-925175518,-68945610900,0,83527183221,-78794221870,858927390550,-9654217,780123514463
2013,1,251425525716,76863195271,0,0,0,-44577849541,17930039508,0,301640910954,13335387835,-185309529801,58884281249,-183914929,-15648092889,-49768639516,17304515346,-8441133671,131813784578,-170267488198,3881818,0,369003000000,0,177848961,21013830496,219931073077,0,0,492830481755,-918295508194,-11992702397,0,0,-437457728836,-85712871181,780159186186,0,694446315005
2013,2,207340028066,47700032624,171010396,4138205530,0,13550095487,12398725604,0,285298097707,-18019595699,-79614221579,102875096941,852290530,-15114469052,-59562427018,-16025958602,1194339293,201883152521,-257886991150,44470910,-306425592660,-3000000,0,-177848961,14881702856,-549567259005,170250162300,0,775185820149,-630051596413,-10010893910,-60211121500,0,245162370626,-102521735858,694446315005,-21838304,591902740843
2013,3,181325755413,59717622327,0,-12440000,0,-39592871185,8550917946,0,209988984501,-34388102297,268752606958,-29304176121,-3116172271,-6715148010,-20168522517,924587276,-3158683275,382815374244,-278845051434,563483821,-349419776294,5698000,0,0,10540866913,-617154778994,0,0,733839688014,-573959726678,-2056670070,-100027626000,0,57795665266,-176543739484,591902740843,-13833419,415345167940
2013,4,130806178576,33578727261,2832717269,-577150657,0,8470135562,23330357664,0,273440965675,20776975566,-120030289533,-26452427371,8448354473,-25052027496,-70420489681,3255616566,-3533527805,60433150394,-66541532956,1036769092,-10889601835,0,0,0,12810252142,-63584113557,0,-260963915213,1242747639751,-698354696434,2661540492,-84489243764,0,201601324832,198450361669,415345167940,-30646328,613764883281
2014,1,171044183980,129753911337,0,0,0,-3684557021,20339619219,0,317453157515,55684642447,-395841151111,21322510988,-3895094570,-18458190653,-38453308593,18107436602,-2495745084,-46575742459,-83480850706,99832728,0,0,163082850619,0,18026669675,97728502316,0,-2288110000,1294395963753,-1392870699784,-15367969863,-511502100,0,-116642317994,-65489558137,613764883281,0,548275325144
2014,2,298570324741,67712021414,180831441,2207192269,0,-18860477825,19077820651,0,418887712691,-76681580679,183457748025,-2732757268,2740334168,-19412957441,-16756843811,-17111990858,-6057343219,466332321608,-66234423799,29905152,-407459016262,545000000000,-163082850619,0,11878132848,-79868252680,0,-441044672457,1054853556411,-1033420346121,-7811755897,-90545107936,0,-517968326000,-131504257072,548275325144,140096432,416911164504
2014,3,255052123693,56531964327,0,0,0,-38694314549,20033929945,0,292923703416,-32859176731,296598567506,81774663336,2845088891,-20831160148,-41438345422,753189388,-3066322248,576700207988,-54932372195,10009605372,-362241141931,0,0,0,33823728613,-373340180141,0,-19547169573,915422658293,-1139659439791,-7474236337,-168939304990,0,-420197492398,-216837464551,416911164504,200,200073700153
2014,4,216814700385,71071905723,415159566,-549852978,0,1568876661,12348094267,0,351668883624,-948536740,-186713161150,-16806254803,-558483997,-14161146734,-31918958832,524126759,-5313769240,95772698887,-106769041699,1433064012,389700158193,-456584764504,0,0,-13275758332,-185496342330,0,4045636544,1268668580914,-1044418878329,-6187747184,59464095046,0,281571686991,191848043548,200073700153,-143487258,391778256443
