disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2006-10-13,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2006-12-26,,,,,,,
2007-03-21,investorRight,DIVIDEND,Cổ tức bằng tiền,2007-03-28,2007-04-26,2007-04-26,Cổ tức năm 2006 (1.200 đ/cp),1200,12,,2006
2007-03-21,investorRight,MEETING,Họp cổ đông,2007-03-28,2007-04-24,2007-04-24,ĐHCĐ thường niên năm 2007,,,,
2008-02-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-03-12,2008-04-29,2008-04-29,Cổ tức năm 2007 (1.500 đ/cp),1500,15,,2007
2008-02-27,investorRight,MEETING,Họp cổ đông,2008-03-12,2008-04-24,2008-04-24,ĐHCĐ thường niên 2008,,,,
2008-05-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-05-20,2008-06-20,2008-06-20,Cổ tức đợt 2/2007 (500 đồng/cp),500,5,2,2007
2008-07-29,investorRight,MEETING,Họp cổ đông,2008-08-08,2008-09-10,2008-09-10,ĐHCĐ bất thường,,,,
2009-03-05,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-03-23,2009-04-28,2009-04-28,Cổ tức năm 2008 (2.000 đ/cp),2000,20,,2008
2009-03-05,investorRight,MEETING,Họp cổ đông,2009-03-23,2009-04-22,2009-04-22,ĐHCĐ thường niên 2009,,,,
2010-03-09,investorRight,MEETING,Họp cổ đông,2010-03-18,2010-04-29,2010-04-29,ĐHCĐ thường niên 2010,,,,
2010-03-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-03-18,2010-04-29,2010-04-29,Cổ tức năm 2009 (1.400 đ/cp),1400,14,,2009
2011-03-14,investorRight,MEETING,Họp cổ đông,2011-03-24,2011-04-26,2011-04-26,ĐHCĐ thường niên năm 2011,,,,
2011-03-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-03-24,2011-05-10,2011-05-10,Tạm ứng cổ tức năm 2010 (1.600 đ/cp),1600,16,,2010
2011-05-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-05-23,2011-06-21,2011-06-21,Trả cổ tức đợt 2/2010 (400 đ/cp),400,4,2,2010
2012-03-13,investorRight,MEETING,Họp cổ đông,2012-03-26,2012-04-27,2012-04-27,ĐHCĐ thường niên 2012,,,,
2012-03-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-03-26,2012-05-11,2012-05-11,Cổ tức năm 2011 (1.600 đ/cp),1600,16,,2011
2013-03-01,investorRight,MEETING,Họp cổ đông,2013-03-25,2013-04-26,2013-04-26,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-03-18,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-03-25,2013-05-10,2013-05-10,"Trả cổ tức năm 2012, (1.600 đ/cp)",1600,16,,2012
2014-03-06,investorRight,MEETING,Họp cổ đông,2014-03-25,2014-04-26,2014-04-26,Đại hội đồng cổ đông thường niên năm 2014,,,,
2014-03-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-03-25,2014-05-16,2014-05-16,Trả cổ tức năm 2013 (1600đ/cp),1600,16,,2013
2015-03-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-03-23,2015-06-10,2015-06-10,Trả cổ tức năm 2014 (1.600đ/cp),1600,16,,2014
2015-03-09,investorRight,MEETING,Họp cổ đông,2015-03-23,2015-04-23,2015-04-23,ĐHĐCĐ thường niên năm 2015,,,,
2015-06-17,investorRight,MEETING,Họp cổ đông,2015-07-01,2015-07-30,2015-07-30,ĐHĐCĐ bất thường năm 2015,,,,
2015-08-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-08-18,2015-09-18,2015-09-18,Trả cổ tức lần 2/2014 (700đ/cp),700,7,2,2014
2015-11-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-11-12,2015-12-10,2015-12-10,Trả cổ tức năm 2015 (800 đ/cp),800,8,,2015
2016-04-27,investorRight,MEETING,Họp cổ đông,2016-05-11,2016-05-31,2016-05-31,Đại hội đồng cổ đông thường niên năm 2016,,,,
2016-06-01,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến chi trả cổ tức lần 2.2015 (1.200đ/cp),1200,12,2,2015
2016-06-01,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến cổ tức 2016 tỷ lệ 16%,,16,,2016
2016-06-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-06-16,2016-06-30,2016-06-30,Trả cổ tức đợt 2/2015 (1200 đ/cp),1200,12,2,2015
2016-09-05,investorRight,MEETING,Họp cổ đông,2016-09-15,2016-10-06,2016-10-06,ĐHĐCĐ bất thường năm 2016,,,,
2016-12-20,investorRight,MEETING,Họp cổ đông,2017-01-04,2017-02-10,2017-02-10,ĐHĐCĐ bất thường năm 2017,,,,
2017-03-22,investorRight,KINDDIV,Cổ phiếu thưởng,2017-04-05,2017-04-07,,Tỷ lệ 100:70,,70,,
2017-04-28,investorRight,MEETING,Họp cổ đông,2017-05-16,2017-06-07,2017-06-07,ĐHCĐ thường niên năm 2017,,,,
2017-05-12,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-05-19,,,"Số lượng 13,286,132 cp",,,,
2017-07-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-07-20,2017-08-25,2017-08-25,Chi trả cổ tức năm 2016 bằng tiền mặt (1600đ/cp),1600,16,,2016
2017-07-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-07-20,2017-08-25,2017-08-25,Trả cổ tức năm 2016 (1600đ/cp),1600,16,,2016
2017-07-11,investorRight,POLL,Lấy ý kiến cổ đông,2017-07-20,,,Thông qua việc bổ sung nghành nghề kinh doanh,,,,
2017-08-25,schedEvent,schedIssue,Dự kiến phát hành,2017-09-21,2017-09-21,,Dự kiến phát hành 1.613.316 cổ phiếu ESOP,,5,,
2018-02-26,investorRight,MEETING,Họp cổ đông,2018-03-16,2018-04-16,2018-04-16,ĐHĐCĐ thường niên năm 2018,,,,
2018-04-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-05-16,2018-06-15,2018-06-15,Trả cổ tức năm 2017 (2400 đ/cp),2400,24,,2017
2018-06-26,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2018-09-12,,,"Số lượng 1,613,316 cp",,,,
2019-05-21,investorRight,MEETING,Họp cổ đông,2019-05-14,2019-06-10,2019-06-10,ĐHĐCĐ thường niên năm 2019,,,,
2019-06-11,schedEvent,schedDiv,Dự kiến cổ tức,,,,"Dự kiến chi trả cổ tức bằng tiền năm 2018, tỷ lệ 24%",2400,24,,2018
2019-06-28,stockAlert,noticed,Nhắc nhở,2019-06-27,,,Chậm CBTT thay đổi địa điểm văn phòng đại diện,,,,
2019-07-16,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-08-02,2019-08-30,2019-08-30,Trả cổ tức năm 2018 (2400 đ/cp),2400,24,,2018
2020-04-23,investorRight,MEETING,Họp cổ đông,2020-05-13,2020-06-12,2020-06-12,ĐHĐCĐ thường niên năm 2020,,,,
2020-04-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-05-13,2020-06-29,2020-06-29,Trả cổ tức năm 2019 (2000 đ/cp),2000,20,,2019
