Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2005,0,14454338000000,1370108000000,408685000000,1447211000000,1447211000000,0,0,96602000000,96602000000,0,0,8379335000000,8379335000000,0,0,0,0,1514919000000,0,1514919000000,0,316988000000,0,9387000000,307601000000,0,389790000000,329776000000,0,60014000000,0,530700000000,0,0,0,530700000000,0,0,14454338000000,12566658000000,170370000000,502400000000,502400000000,0,10467158000000,0,163630000000,956546000000,306554000000,1887680000000,1250948000000,1250000000000,795000000,0,0,0,153000000,457844000000,0,0,178888000000,0,0,1451615000000,0,0,0,0,1451615000000,0,1451615000000,0,0,0,0,1200407000000,0,0,0,0,0,0,0,0
2006,0,24776183000000,2827452000000,993590000000,2019529000000,2019529000000,0,0,0,0,0,0,14312895000000,14394313000000,-81418000000,0,0,0,2328655000000,2328655000000,0,0,780577000000,0,780577000000,0,0,708941000000,708214000000,0,727000000,0,804544000000,0,0,0,804544000000,0,0,24776183000000,21905837000000,107000000000,815473000000,815473000000,0,17511580000000,0,374668000000,2529299000000,567817000000,2870346000000,2248726000000,2089413000000,795000000,0,0,0,158518000000,185474000000,0,0,436146000000,0,0,2629566000000,0,0,0,0,2629566000000,0,2629566000000,0,0,0,0,649868000000,0,0,0,0,0,0,0,0
2007,0,64572875000000,3335063000000,3878785000000,4656456000000,4656456000000,0,0,4142069000000,4155081000000,-13012000000,4911000000,35200574000000,35378147000000,-177573000000,0,0,0,9173801000000,7249397000000,1927916000000,-3512000000,1495608000000,0,211282000000,1284326000000,0,1019813000000,590400000000,22831000000,406582000000,0,1665795000000,0,0,0,1665795000000,0,0,64572875000000,57223216000000,750177000000,4508977000000,4508977000000,0,44231944000000,0,1003293000000,5197380000000,1531445000000,7349659000000,4448814000000,4447866000000,795000000,0,0,0,153000000,1666316000000,0,0,1234529000000,0,0,6775933000000,6138163000000,5873117000000,265046000000,0,637770000000,0,15000000000,374585000000,165445000000,0,82740000000,0,0,0,0,0,0,0,0,0
2008,0,68438569000000,8458614000000,3224539000000,7047583000000,7047583000000,0,0,370105000000,475278000000,-105173000000,6928000000,34757119000000,35008871000000,-251752000000,0,0,0,8969574000000,8193626000000,915090000000,-139142000000,1254261000000,0,135824000000,1168632000000,-50195000000,1696288000000,912282000000,23709000000,760297000000,0,2653558000000,0,0,0,2653558000000,0,0,68438569000000,60679945000000,52161000000,4488354000000,4488354000000,0,46128820000000,0,1014462000000,7659063000000,1337085000000,7758624000000,5977578000000,5976630000000,795000000,0,0,0,153000000,796706000000,0,0,984340000000,0,0,3611471000000,2829215000000,2423380000000,405835000000,0,782256000000,0,449651000000,200074000000,42604000000,0,89927000000,7969439000000,0,0,0,0,0,0,0,0
2009,0,104019144000000,8701909000000,2633963000000,15200238000000,15200238000000,0,0,849962000000,960670000000,-110708000000,609445000000,59141487000000,59657004000000,-515517000000,0,0,0,9912430000000,9404597000000,543352000000,-35519000000,603061000000,0,84683000000,530253000000,-11875000000,2480890000000,1365405000000,8753000000,1106732000000,0,3885759000000,0,0,0,3885759000000,0,0,104019144000000,93242243000000,3614333000000,2739164000000,2739164000000,0,60516273000000,0,1975237000000,22377476000000,2019760000000,10546760000000,8078178000000,8077230000000,795000000,0,0,0,153000000,1004645000000,0,0,1463937000000,0,230141000000,5513971000000,4085982000000,2995053000000,1090929000000,0,1427989000000,0,924986000000,261447000000,57573000000,0,183983000000,22465552000000,0,0,0,0,0,0,0,0
2010,0,152386936000000,12677849000000,3618973000000,21209735000000,21209735000000,0,0,2280153000000,2485410000000,-205257000000,7082000000,81664200000000,82484803000000,-820603000000,0,0,0,21525331000000,19530892000000,2007504000000,-13065000000,650584000000,0,0,656579000000,-5995000000,3135519000000,1602394000000,19886000000,1513239000000,0,5617510000000,0,0,0,5617510000000,0,0,152386936000000,137691961000000,4819974000000,15409626000000,15409626000000,0,78335416000000,0,2102704000000,28577136000000,8447105000000,14018317000000,10930982000000,9179230000000,795000000,1750804000000,0,0,153000000,1328425000000,-650000000,0,1759560000000,0,676658000000,7200759000000,5188190000000,4202877000000,985313000000,0,2012569000000,17720000000,1102374000000,409798000000,96006000000,0,386671000000,9585688000000,9585688000000,2161302000000,2275581000000,5148805000000,0,0,0,0
2011,0,141468717000000,11857270000000,2807350000000,9621309000000,8642132000000,980542000000,-1365000000,349355000000,504786000000,-155431000000,2852000000,79726547000000,80539487000000,-812940000000,0,0,0,24368177000000,24164301000000,232124000000,-28248000000,665511000000,0,0,822969000000,-157458000000,3707863000000,2105523000000,2024000000,1600316000000,0,8362483000000,5534232000000,2237418000000,0,590833000000,0,0,141468717000000,126921834000000,2129609000000,12823589000000,6659775000000,6163814000000,75092252000000,0,4713679000000,17616708000000,14545997000000,14546883000000,10961760000000,10739677000000,0,1671693000000,-1450558000000,0,948000000,1539899000000,87216000000,0,1958008000000,0,0,8263238000000,5649112000000,0,0,5649112000000,2614126000000,35700000000,0,0,0,0,2578426000000,0,0,0,0,0,0,0,0,0
2012,0,152118525000000,9703738000000,4598716000000,7574411000000,2964791000000,4648231000000,-38611000000,1272179000000,1424765000000,-152586000000,383377000000,94887813000000,96334439000000,-1446626000000,0,0,0,19983644000000,19666578000000,800000000000,-482934000000,240936000000,0,32099000000,477202000000,-268365000000,5218768000000,2768831000000,1031000000,2448906000000,0,8254943000000,4670996000000,2193462000000,308915000000,1795148000000,17273000000,-713578000000,152118525000000,138419775000000,0,4730526000000,1134660000000,3595866000000,107458698000000,0,4545100000000,7776549000000,13908902000000,13698739000000,10905440000000,10739677000000,795000000,1671693000000,-1506878000000,0,153000000,1636016000000,87640000000,0,1069643000000,0,11000000,7267407300000,6642276000000,0,0,6642276000000,625131300000,350743000000,0,0,0,0,274388300000,643203000000,0,0,0,0,0,0,0,643203000000
2013,0,161377613000000,4228779000000,3300559000000,7469881000000,4978350000000,2505842000000,-14311000000,2651437000000,2877307000000,-225870000000,43996000000,109214229000000,110565799000000,-1351570000000,0,0,0,19893888000000,19434485000000,628689000000,-169286000000,318860000000,0,0,462929000000,-144069000000,5306520000000,2907070000000,743000000,2398707000000,0,8949464000000,3493606000000,3808787000000,104246000000,1848229000000,17159000000,-305404000000,161377613000000,144313887000000,0,5007207000000,3197163000000,1810044000000,131644622000000,0,4405174000000,501147000000,2755737000000,17063718000000,12590879000000,12425116000000,795000000,1671693000000,-1506878000000,0,153000000,1621303000000,96870000000,0,2754666000000,0,8000000,9902855000000,6854436000000,0,0,6854436000000,3048419000000,335111000000,0,0,0,0,2713308000000,803013000000,0,0,0,0,0,0,0,803013000000
2014,0,189802627000000,4815942000000,4289757000000,3630099000000,2894719000000,735380000000,0,7683341000000,7732428000000,-49087000000,12151000000,126646093000000,128015011000000,-1368918000000,0,0,0,25925440000000,20250805000000,5935128000000,-260493000000,264513000000,0,0,400749000000,-136236000000,5198975000000,2831507000000,188000000,2367280000000,0,11336316000000,4864718000000,5149188000000,60607000000,1695385000000,15120000000,-433582000000,189802627000000,171739426000000,0,4410606000000,1859762000000,2550844000000,163057456000000,0,1115813000000,600000000,3154951000000,18063197000000,12590879000000,12425116000000,795000000,1671693000000,-1506878000000,0,153000000,1938962000000,104270000000,0,3429086000000,0,4000000,11601041000000,8168215000000,0,0,8168215000000,3432826000000,190294000000,0,0,0,0,3242532000000,38586062000000,38574959000000,4346830000000,3265376000000,30962753000000,0,0,0,11103000000
