Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2009,4,104060455000000,8512534000000,2633963000000,15122690000000,15122690000000,0,0,848456000000,959164000000,-110708000000,609445000000,59315218000000,59830735000000,-515517000000,0,0,0,9756614000000,9424591000000,369852000000,-37829000000,587471000000,0,84658000000,511535000000,-8722000000,2480553000000,1365404000000,8753000000,1106396000000,0,4193511000000,0,0,0,4193511000000,0,0,104060455000000,93277341000000,3614333000000,3139164000000,3139164000000,0,60527019000000,0,1975237000000,21977476000000,2044112000000,10552973000000,8078178000000,6700353000000,795000000,1376877000000,0,0,153000000,1000761000000,0,0,1474034000000,0,230141000000,1193731231871,0,0,0,0,1193731231871,0,50000000000,0,0,0,1143731231871,2924718432183,0,0,0,0,0,0,0,0
2010,1,107721990000000,9650963000000,2613625000000,13303037000000,13303037000000,0,0,705289000000,841878000000,-136589000000,240553000000,61782742000000,62308132000000,-525390000000,0,0,0,10971389000000,9967039000000,1040342000000,-35992000000,705923000000,0,84309000000,633324000000,-11710000000,2481058000000,1364456000000,7557000000,1109045000000,0,5267411000000,0,0,0,5267411000000,0,0,107721990000000,97853390000000,3542734000000,3772693000000,3772693000000,0,62950877000000,0,1946446000000,21041906000000,4598734000000,9682848000000,8078178000000,6700353000000,795000000,1376877000000,0,0,153000000,1046316000000,-61555000000,0,619909000000,0,185752000000,6823041000000,5566919000000,0,0,5566919000000,1256122000000,15031000000,0,0,0,0,1241091000000,0,0,0,0,0,0,0,0,0
2010,2,119670810000000,11407141000000,2371024000000,8757874000000,8757874000000,0,0,1634408000000,1810879000000,-176471000000,15016000000,73567444000000,74205217000000,-637773000000,0,0,0,13389415000000,12020624000000,1378428000000,-9637000000,685026000000,0,129556000000,588498000000,-33028000000,2808506000000,1519324000000,7402000000,1281780000000,0,5034956000000,0,0,0,5034956000000,0,0,119670810000000,109194339000000,2819114000000,5369469000000,5369469000000,0,75006297000000,0,1727688000000,18668995000000,5602776000000,10017494000000,8078178000000,6700353000000,795000000,1376877000000,0,0,153000000,1055268000000,-1034000000,0,885082000000,0,458977000000,6173964000000,4775813000000,3941068000000,834745000000,0,1398151000000,22539000000,803636000000,343486000000,80291000000,0,148199000000,4347276000000,0,0,0,0,0,0,0,0
2010,3,133539008000000,9307399000000,3406198000000,16925735000000,16925735000000,0,0,2069847000000,2225394000000,-155547000000,0,78118492000000,78765145000000,-646653000000,0,0,0,14894705000000,13409958000000,1499421000000,-14674000000,740180000000,0,135684000000,630454000000,-25958000000,2911984000000,1548926000000,20583000000,1342475000000,0,5164468000000,0,0,0,5164468000000,0,0,133539008000000,119885533000000,2470402000000,10342371000000,10342371000000,0,80938013000000,105713000000,1713646000000,19961740000000,4353648000000,13164269000000,10896963000000,9179230000000,795000000,1716785000000,0,0,153000000,1046503000000,-482857000000,0,1703660000000,0,489206000000,9261642000000,7580393000000,0,0,7580393000000,1681249000000,52028000000,0,0,0,0,1629221000000,170436000000,0,0,0,0,0,0,0,0
2010,4,152560896000000,12864271000000,3618973000000,21153126000000,21026770000000,127163000000,-807000000,1878418000000,2080158000000,-201740000000,7081000000,82087926000000,82915828000000,-827902000000,0,0,0,21116042000000,19118540000000,2007504000000,-10002000000,1066330000000,0,0,1068931000000,-2601000000,2970666000000,1602158000000,19886000000,1348622000000,0,5798063000000,3170206000000,1530810000000,9376000000,1087671000000,0,0,152560896000000,137877322000000,4819974000000,15421026000000,12625841000000,2795185000000,77733981000000,0,2102704000000,28577136000000,9222501000000,13983204000000,10930983000000,9179231000000,795000000,1750804000000,0,0,153000000,1046677000000,-650000000,0,2006194000000,0,700370000000,1834888000000,0,0,0,0,1834888000000,17720000000,0,0,0,0,1817168000000,5348150000000,0,0,0,0,0,0,5188190000000,159960000000
2011,1,147922886000000,14348487000000,2227848000000,16169329000000,16016013000000,154795000000,-1479000000,2634023000000,2873543000000,-239520000000,26362000000,82192751000000,83181042000000,-988291000000,0,0,0,20289988000000,19235583000000,1070877000000,-16472000000,646568000000,0,0,653689000000,-7121000000,3200199000000,1608895000000,9333000000,1581971000000,0,6187331000000,3479771000000,1708136000000,0,999424000000,0,0,147922886000000,132907351000000,4569151000000,12841203000000,8179616000000,4661587000000,79804216000000,0,2296359000000,25942441000000,7453981000000,14339855000000,10930983000000,9179231000000,795000000,1750804000000,0,0,153000000,1326520000000,-223640000000,0,2305992000000,0,675680000000,2149833000000,0,0,0,0,2149833000000,15477000000,0,0,0,0,2134356000000,6891253000000,0,0,0,0,0,0,6676684000000,214569000000
2011,2,141081958000000,12681376000000,3503426000000,13462892000000,13462892000000,0,0,402266000000,545857000000,-143591000000,5760000000,79624175000000,80539748000000,-915573000000,0,0,0,21485562000000,21260396000000,243270000000,-18104000000,1273392000000,0,620989000000,653689000000,-1286000000,3142109000000,1625499000000,1407000000,1515203000000,0,5501000000000,0,0,0,5501000000000,0,0,141081958000000,127620659000000,0,20624085000000,20624085000000,0,75176647000000,0,2669131000000,25372195000000,3778601000000,13461302000000,10851871000000,9179230000000,795000000,1671693000000,0,0,153000000,1246503000000,27337000000,0,1335591000000,0,-3000000,9901590000000,6951052000000,6086953000000,864099000000,0,2950538000000,41920000000,1620427000000,502287000000,110894000000,0,675010000000,7306128000000,0,0,0,0,0,0,0,0
2011,3,150526908000000,13207378000000,2948780000000,15002597000000,14838355000000,165607000000,-1365000000,418876000000,555244000000,-136368000000,0,80118659000000,80997553000000,-878894000000,0,0,0,25091776000000,24881928000000,230200000000,-20352000000,1188292000000,0,536658000000,652920000000,-1286000000,3470807000000,1928420000000,2030000000,1540357000000,0,9079743000000,5732138000000,2109531000000,0,1238074000000,0,0,150526908000000,136505216000000,3884209000000,19974380000000,11474551000000,8499829000000,73910035000000,15571000000,4822732000000,30517058000000,3381231000000,14021694000000,10851871000000,9179230000000,795000000,1671693000000,0,0,153000000,1237605000000,156751000000,0,1775467000000,0,-2000000,9423304000000,6784959000000,0,0,6784959000000,2638345000000,37278000000,0,0,0,0,2601067000000,964326000000,0,0,0,0,0,0,0,964326000000
2011,4,141532132000000,11857271000000,2807350000000,9621309000000,8642132000000,980542000000,-1365000000,349355000000,504786000000,-155431000000,2852000000,79726547000000,80539487000000,-812940000000,0,0,0,24368177000000,24164301000000,232124000000,-28248000000,665510000000,0,0,822968000000,-157458000000,3707863000000,2105523000000,2025000000,1600315000000,0,8425898000000,5282299000000,2247040000000,0,901767000000,0,-5208000000,141532132000000,126987139000000,2129609000000,12823589000000,6659774000000,6163815000000,75092251000000,0,4713679000000,17616708000000,14611303000000,14544993000000,10961760000000,10739677000000,795000000,1671693000000,-1450557000000,0,152000000,1538014000000,87216000000,0,1958003000000,0,0,2322353000000,0,0,0,0,2322353000000,35700000000,0,0,0,0,2286653000000,5940885000000,0,0,0,0,0,0,5649112000000,291773000000
2012,1,140850368000000,12101234000000,3299705000000,9211339000000,8642200000000,579432000000,-10293000000,582269000000,660651000000,-78382000000,207841000000,79985277000000,80825660000000,-840383000000,0,0,0,22339351000000,21324918000000,1031476000000,-17043000000,682011000000,0,0,839469000000,-157458000000,3644334000000,2071738000000,1826000000,1570770000000,0,8797007000000,4361060000000,2215117000000,0,2221088000000,0,-258000000,140850368000000,125560621000000,0,8765832000000,2810026000000,5955806000000,80559220000000,0,4778008000000,15041726000000,16415835000000,15289747000000,10905439000000,10739677000000,795000000,1671693000000,-1506878000000,0,152000000,1517702000000,142847000000,0,2723759000000,0,0,2868412000000,0,0,0,0,2868412000000,47777000000,0,0,0,0,2820635000000,6580773000000,0,0,0,0,0,0,6104291000000,476482000000
2012,2,144654321000000,13359793000000,3208924000000,13558601000000,13558601000000,0,0,1154262000000,1225174000000,-70912000000,225445000000,79308661000000,80275193000000,-966532000000,0,0,0,20638948000000,19698627000000,1073416000000,-133095000000,534347000000,0,30000000000,638541000000,-134194000000,4285208000000,2184828000000,2553000000,2097827000000,0,8380132000000,0,0,0,8380132000000,0,0,144654321000000,130802193000000,0,8338851000000,8338851000000,0,87581303000000,0,4794519000000,20269911000000,9817609000000,13852128000000,10905440000000,10739677000000,795000000,1671693000000,-1506878000000,0,153000000,1547970000000,44916000000,0,1353802000000,0,0,9193503000000,5872819000000,4034804000000,1838015000000,0,3320684000000,51232000000,2025005000000,408562000000,156775000000,0,679110000000,25453590000000,0,0,0,0,0,0,0,0
2012,3,147347972000000,13388909000000,2178664000000,12722174000000,3925174000000,8858892000000,-61892000000,515899000000,692107000000,-176208000000,276974000000,86042378000000,87078385000000,-1036007000000,0,0,0,19027790000000,18231603000000,1021426000000,-225239000000,356872000000,0,32869000000,466202000000,-142199000000,4406571000000,2280867000000,1898000000,2123806000000,0,8431741000000,4231258000000,1705946000000,0,2494795000000,19381000000,-258000000,147347972000000,133076443000000,0,7168424000000,1921957000000,5246467000000,97373560000000,0,4675067000000,9494547000000,14364845000000,14271529000000,10905439000000,10739676000000,795000000,1671693000000,-1506878000000,0,153000000,1530892000000,71762000000,0,1763436000000,0,0,3314152000000,0,0,0,0,3314152000000,379668000000,0,0,0,0,2934484000000,6459467000000,0,0,0,0,0,0,5846053000000,613414000000
2012,4,151915391000000,9991102000000,4294620000000,7574374000000,2964754000000,4648231000000,-38611000000,1272179000000,1424765000000,-152586000000,383377000000,94887814000000,96334439000000,-1446625000000,0,0,0,19682866000000,19365800000000,800000000000,-482934000000,240905000000,0,32068000000,477202000000,-268365000000,5218766000000,2768832000000,1029000000,2448905000000,0,8369388000000,4488307000000,2199494000000,0,1681587000000,19192000000,0,151915391000000,138502548000000,0,4730525000000,1134659000000,3595866000000,107746027000000,0,4545100000000,7776549000000,13704347000000,13412832000000,10905438000000,10739676000000,795000000,1671693000000,-1506878000000,0,152000000,1528780000000,87640000000,0,890974000000,0,11000000,3143499000000,0,0,0,0,3143499000000,350744000000,0,0,0,0,2792755000000,7843918000000,0,0,0,0,0,0,7200715000000,643203000000
