disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2016-07-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-07-14,2016-08-15,2016-08-15,Cổ tức 2015 (500đ/cp),500,5,,2015
2016-12-27,stockAlert,listedUpcom,Ngày giao dịch đầu tiên trên UPCoM,2017-01-03,,,Giá tham chiếu 13.500 đ/cp,,,,
2017-02-10,investorRight,POLL,Lấy ý kiến cổ đông,2017-02-20,,,V/v thông qua việc chuyển nhượng cổ phần trước thời hạn của cổ đông chiến lược,,,,
2017-03-01,investorRight,POLL,Lấy ý kiến cổ đông,2017-03-09,,,V/v chấp thuận cho cổ đông chiến lược Công ty cổ phần Tập đoàn Đầu tư phát triển Việt Nam về việc chuyển nhượng cổ phần,,,,
2017-05-30,investorRight,MEETING,Họp cổ đông,2017-06-13,2017-06-29,2017-06-29,ĐHĐCĐ thường niên năm 2017,,,,
2017-07-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-07-28,2017-08-16,2017-08-16,Trả cổ tức năm 2016 (500đ/cp),500,5,,2016
2018-08-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-08-30,2018-09-17,2018-09-17,Trả cổ tức đợt 1/2017 (400 đ/cp),400,4,1,2017
2019-03-18,investorRight,MEETING,Họp cổ đông,2019-04-04,2019-04-25,2019-04-25,ĐHĐCĐ thường niên năm 2019,,,,
2019-04-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-05-07,2019-05-17,2019-05-17,Chi trả cổ tức đợt2/2017 (100đ/cp),100,1,2,2017
2019-05-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-06-11,2019-06-24,2019-06-24,Trả cổ tức năm 2018 (600 đ/cp),600,6,,2018
2020-05-15,investorRight,MEETING,Họp cổ đông,2020-06-05,,,ĐHĐCĐ thường niên năm 2020,,,,
