disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2017-03-14,investorRight,MEETING,Họp cổ đông,2017-03-29,2017-04-28,2017-04-28,ĐHĐCĐ thường niên năm 2017,,,,
2017-03-15,stockAlert,listedUpcom,Ngày giao dịch đầu tiên trên UPCoM,2017-03-21,2019-09-10,,Giá tham chiếu 20.000 đ/cp,,,,
2017-05-09,schedEvent,schedIssue,Dự kiến phát hành,,,,"Dự kiến phát hành 10.076.954 cổ phiếu để hoán đổi, tỷ lệ 1:1",,100,,
2017-05-09,schedEvent,schedDiv,Dự kiến cổ tức,,,,"Dự kiến trả cổ tức bằng cổ phiếu năm 2016, tỷ lệ 100:20",,20,,2016
2017-05-26,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2017-06-07,2017-06-08,,"Trả cổ tức năm 2016, Tỷ lệ 100:20",,20,,2016
2017-07-18,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-07-21,,,Số lượng 14897985 cp,,,,
2017-11-20,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-11-24,,,Số lượng 7702951 cp,,,,
2018-03-05,investorRight,MEETING,Họp cổ đông,2018-02-13,2018-03-20,2018-03-20,ĐHĐCĐ thường niên năm 2018,,,,
2018-03-21,schedEvent,schedIssue,Dự kiến phát hành,2018-08-30,2018-08-30,,"Dự kiến phát hành 97.091.275 cp cho CĐHH, giá 10.000 đ/cp",,100,,
2018-08-09,investorRight,POLL,Lấy ý kiến cổ đông,2018-08-27,2018-09-18,2018-09-18,V/v bỏ các ngành nghề giới hạn tỷ lệ sở hữu của NĐT nước ngoài,,,,
2018-08-23,investorRight,ISSUE,Phát hành thêm,2018-08-30,2018-09-20,,"Phát hành 97,091,275 cp cho CĐHH, giá 10000 đ/cp, tỷ lệ 100:100",,100,,
2018-08-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-08-30,2018-10-19,2018-10-19,Trả cổ tức năm 2017 (1000 đ/cp),1000,10,,2017
2018-08-24,investorRight,MEETING,Họp cổ đông,2018-08-30,2018-09-18,2018-09-18,ĐHĐCĐ bất thường năm 2018,,,,
2018-11-07,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2018-11-12,,,Số lượng 97091275 cp,,,,
2018-12-07,investorRight,POLL,Lấy ý kiến cổ đông,2018-12-26,,,V/v: thông qua chủ trương chuyển sàn giao dịch GEG từ UPCOM sang HOSE,,,,
2019-03-18,investorRight,MEETING,Họp cổ đông,2019-04-03,2019-04-26,2019-04-26,ĐHĐCĐ thường niên năm 2018,,,,
2019-05-03,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến trả cổ tức năm 2018 bằng tiền (700 đ/cp),700,7,,2018
2019-05-03,schedEvent,schedIssue,Dự kiến phát hành,2019-06-27,2019-06-27,,"Dự kiến phát hành 9.709.127 cp ESOP, tỷ lệ 100:5, giá 11.000 đ/cp",,5,,
2019-05-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-05-29,2019-06-26,2019-06-26,Trả cổ tức năm 2018 (700 đ/cp),700,7,,2018
2019-07-10,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2019-07-12,,,Số lượng 9709127 cp,,,,
2019-09-10,schedEvent,schedExchange,Dự kiến chuyển sàn,2019-09-13,,,Dự kiến chuyển sàn từ HNX sang HOSE,,,,
2019-09-10,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2019-09-19,,,Giá tham chiếu: 27.490 đ/cp,,,,
2019-10-03,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2019-10-03,2020-04-03,,Chứng khoán không đủ điều kiện giao dịch ký quỹ,,,,
2020-04-24,investorRight,POLL,Lấy ý kiến cổ đông,2020-05-13,,,V/v: Thông qua Quy chế tổ chức ĐHĐCĐ trực tuyến và bỏ phiếu điện tử,,,,
2020-05-05,investorRight,MEETING,Họp cổ đông,2020-05-19,2020-06-12,2020-06-12,ĐHĐCĐ thường niên năm 2020,,,,
2020-07-16,schedEvent,schedIssue,Dự kiến phát hành,,,,"Dự kiến phát hành 50,972,919cp cho CĐHH",,25,,
2020-09-11,investorRight,ISSUE,Phát hành thêm,2020-09-18,2020-10-15,,"Phát hành 50,972,919 cp cho CĐHH, giá 10000 đ/cp, tỷ lệ 100:25",,25,,
2020-09-11,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2020-09-18,2020-09-21,,"Trả cổ tức năm 2019, Tỷ lệ 100:8",,8,,2019
