Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,3,71523965336,-81289882977,-3817135500,-289747637,0,305246039776,-274387969763,0,16985269235,-10718366696,0,0,13250000000,-143075000000,65551000000,17930237878,-57062128818,0,0,0,0,0,0,0,0,-40076859583,898148840851,0,858071981268
2009,4,154166984161,-137734911464,-6103377273,-675538407,0,341522182991,-458095056672,4531276932,-106919716664,-94901027,0,-15000000000,8803401270,-139444147875,0,64603474701,-81132172931,0,0,71301491507,-217245839000,0,-63947358700,0,-209891706193,-397943595788,858071981268,0,460128385480
2010,1,169644098474,-130255025569,-18005382624,0,0,101945528543,-159241190922,4621531641,-35911972098,-13336076754,0,0,0,-63335159500,15343176325,10411894623,-50916165306,0,0,0,0,0,-984000,0,-984000,-86829121404,473656709359,0,386827587955
2010,2,246742897449,-187909376905,-9503794890,0,-12947413491,168457278462,-184678824578,0,20160766047,-26606300341,0,0,0,-35562386413,43695347490,17185737089,-1287602175,0,0,0,0,0,-68723632276,0,-68723632276,-49850468404,386827587950,0,336977119546
2010,3,186675799590,-245044061214,-9339548840,0,-17014544041,167672585913,-192417198782,4548042854,-109466967374,-30309000000,0,0,0,-29000000000,1100000000,6919712574,-51289287426,0,0,0,0,0,-3452800,0,-3452800,-160759707600,337187119546,0,176427411946
2011,1,151863142026,-218265484731,-13813141821,-1116584241,-5738159371,167761155614,-191276445726,4715637475,-110585518250,-25169278866,0,-377718821500,357592691500,-78110000000,14060000000,12325908836,-97019500030,109000000000,0,93530094990,-84995842524,0,-62556841000,0,54977411466,-152627606814,272585496836,0,119957890022
2011,2,194140198572,-112868745862,-7299575312,-1363890877,-1798089596,145635228874,-197234291561,0,19210834238,-12845650186,0,-166317753000,158620000000,23810000000,-11960000000,13764836034,5071432848,-109000000000,0,113304657383,0,0,-32137857350,0,-27833199967,-3550932881,119957890022,0,116406957141
2011,3,224501262790,-176632829775,-10291205513,-2657125594,-36947261,31232690913,-46479055354,0,19636790206,-2189900000,0,-188947044000,203007927000,-72625121720,8500000000,5660329836,-46593808884,4400000000,0,10200000000,-68652222078,0,0,0,-54052222078,-81009240756,116406957141,0,35397716385
2011,4,353586909062,-257491340944,-10812130079,-5079055890,-191442030,60280303190,-51921411472,0,88371831837,-6779829747,0,-59755000000,126358000000,-4200000000,1000000000,3547590742,60170760995,4400000000,0,42961676602,-125724080514,0,-1200000000,0,-79562403912,68980188920,35397716385,0,104377905305
2012,1,213571284222,-163693718500,-15617461210,-6368014107,-108369829,12941578338,-48201004363,4310147032,-7475705449,-4164918778,0,-48214000000,82687000000,-14200000000,0,593909490,16701990712,14200000000,0,60552728981,-117348097049,0,0,0,-42595368068,-33369082805,48904905305,0,15535822500
