Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,Cash Ratio,Quick Ratio,Current Ratio,LT Debt/Equity,LT Debt/Total Assets,Debt/Equity,Debt/Total Assets,ST liabilities/ Equity,ST liabilities/ Total Assets,Total liabilities/ Equity,Total liabilities/ Total Assets,ROE %,ROCE %,ROA %,Account Receivable Turnover Ratio,Turnover Ratio,Inventory Turnover Ratio,Inventory Turn-Days,Payment Period Turnover Ratio,Average Payment Period,Sales per Employees,Net Profit per Employees,Dividend Yield %,Cash Dividend Ratio %,Dividend Payout Ratio %,Gross profit margin %,EBITDA/ Revenue %,EBIT/ Revenue %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,Revenue/MarCap,Asset Turnover Ratio,Equity Turnover Ratio (%),The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Sale growth rate %,Gross profit growth rate %,EBITDA growth rate %,EBIT growth rate %,Pre-tax profit growth rate %,Net profit growth rate %,EPS growth rate %,Total assets growth rate %,Equity growth rate %,Capital growth rate %
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,18389025.7886,18389025.7886,17139.4372017461,25798.482854981,17144.1309884639,5621.11318545655,5751.45492729509,5751.45492729509,5621.16681263133,0,0,1.70593500100418,1.96564259387692,2.38266577742475,0,0,0,0,0.408009477950774,0.288385331019219,0.414806628717125,0.293189627683078,0.335372445518334,0.429394404039829,0.23704472308165,744.436589570396,0.490303680815362,75.7391548620328,4.81917180967873,24.2432989082902,15.0557067905963,747100734.688189,166556933.826772,0,0,0,0.212570455249312,0.350327183167903,0.287378672412257,0.287378672412257,0.222937719230441,2.23035210987991,1.06327777955164,1.50433245067729,-0.0644409531818157,0,0,2.01114329264855,2.01114329264855,2.05775782601003,0.67487630217062,0.448359698708668,0.67469153191744,2.05777745766216,-0.0143290167174294,-0.040901812379663,-0.0498610999805645,0,0,0,0,0,0,0,0,0,0
2012,0,18389025.7886,18389025.7886,16811.4939162058,28053.0953275298,16806.0407372743,6199.0569686769,6740.1137673556,6740.1137673556,6222.81663989455,0,0,1.65640066550402,1.783829849742,1.8145639581519,0,0,0,0,0.669471683272192,0.400076210565711,0.673360388825804,0.402400100613294,0.396933173297265,0.516786383861324,0.257281528446617,816.996013485756,0.446758605886837,89.4421691507312,4.0808491505264,25.5267663598879,14.298716682484,812392273.114961,195187599.820472,0,0,0,0.242577704602235,0.382006059356034,0.314485470009346,0.314485470009346,0.240262747788163,2.42526976117661,1.07083403821494,1.65207955436869,-0.0742227222211831,109.48880625627,68.5605278651225,1.7161431393076,1.7161431393076,1.85880456863277,0.688041173357578,0.412325266247848,0.688264427108367,1.8659289724948,0.192720663188193,0.504496351479534,0.612812614784606,0.0873932194083864,0.240893758517621,0.185722429417024,0.189960844415251,0.189960844415251,0.171897172551689,0.171897172551689,0.15944022429362,-0.0197068570011151,0
2013,0,18389025.7886,18389025.7886,17135.3882610434,26398.0112181874,17133.130564824,252.541211339155,6625.3866626545,6625.3866626545,6526.96536260542,0,0,1.58940990436118,1.69804615916694,1.73500678624974,0,0,0,0,0.638109267758484,0.388759765364172,0.641397399138597,0.390763016607192,0.390338448642259,0.50199359783469,0.235537187924064,712.868167108838,0.512016129827092,79.6858488321796,4.58048706701612,21.3578532543425,17.0897325519262,764462533.951181,191865206.612598,0,0,0,0.285986507076555,0.385643629816913,0.3239300721242,0.3239300721242,0.250980523036137,2.28218303952515,0.938467993750056,1.55525394528745,-0.072949549088063,56.7959174160907,26.618259139546,1.74586036845216,1.74586036845216,1.77218651507945,0.675035769472299,0.438176948422187,0.675124721441636,45.8024254285606,0.316419896538473,0.820498180376261,0.976815441874605,-0.0589982706014697,0.109392135542551,-0.0500377842147711,-0.0307381830263759,-0.0307381830263759,-0.0170215383094513,-0.0170215383094513,-0.000202841417082822,0.0192662440620675,0
2014,0,18389025.7886,18389025.7886,16293.5347951247,23587.3086118513,16286.8021089333,2017.59559220373,6190.66095636091,6190.66095636091,6187.43038432393,0,0,1.25918124238049,1.37736440114947,1.41239789223417,0,0,0,0,0.593132704861523,0.37083785320612,0.599439484760061,0.374780972004068,0.370377528821926,0.458952649522595,0.228494567032311,447.238093847924,0.816120104751435,65.6415478662924,5.56050263688908,18.0952421861804,20.1710480713409,683067128.105512,179275943.267717,0,0,0,0.311137804749703,0.384829856863503,0.32677135554538,0.326743473329396,0.262457284051919,2.03918981688003,0.870597163487796,1.4111916541385,-0.0642861892774779,56.4255222872711,-1.00196285010362,1.86845961708093,1.86845961708093,1.8694351744636,0.70991348074213,0.49039083645975,0.710206946866229,5.73306169219269,0.383931851314644,0.997666486804903,1.17492505018949,-0.106474028785912,-0.0278922176703322,-0.108359518943986,-0.0986366566279168,-0.0987135666966628,-0.0656151449611252,-0.0656151449611254,-0.0734359727412878,-0.0491295238306653,0
2015,0,18320444.1879,18320444.1879,36045.1698364468,19913.6755792174,36040.2858662721,-2857.25419018895,4955.01035646044,4955.01035646044,4862.24578579449,0,0,1.554362936307,1.76797664242467,1.80886331636996,0,0,0,0,0.24098855904565,0.193559902841838,0.24503347804719,0.196808746405374,0.189123620490795,0.231774381133757,0.139507958848406,246.127492224914,1.48297127111042,63.1893574543664,5.77628915222936,19.237966549413,18.9728991919438,574531310.275591,142957465.647244,0,0,0,0.286975971441271,0.37104722572804,0.306387601740761,0.306387601740761,0.24882449936222,1.72159380817994,0.560668098221796,0.760068325167142,-0.0575631023785406,13.0574552983767,80.6310415465868,2.33440480803813,2.33440480803813,2.37894185312352,0.32090291299735,0.580857107668848,0.320946399895924,-4.04829225195225,0.403996383161666,1.08880044142353,1.31857941008818,-0.158894804572057,-0.224211983058724,-0.189018877452443,-0.211362320272062,-0.211295022933588,-0.202584222726623,-0.199599139512049,0.715624570577756,1.20398706347283,-0.00372948526411421
