date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2020-01-06,110050,45450,15000,249350,190950,14200
2020-01-07,45250,26000,19400,69250,27000,20300
2020-01-08,168800,105400,26100,347000,276900,102900
2020-01-09,161900,98550,11100,397000,366650,27800
2020-01-10,311000,216000,43200,408700,360700,22000
2020-01-13,269550,230550,34400,258050,188950,41700
2020-01-14,210150,173100,23000,148750,106000,66900
2020-01-15,172350,112000,39400,206450,132800,21500
2020-01-16,309150,209500,88800,381150,273700,90500
2020-01-17,231000,136700,128800,574200,490300,195300
2020-01-20,496750,379900,262000,756150,682300,180100
2020-01-21,380100,263300,104800,725400,603700,332900
2020-01-22,120700,77200,158000,463000,315300,148700
2020-01-30,149400,73900,68300,698200,522100,66400
2020-01-31,291050,142500,54100,696950,505400,85300
2020-02-03,465000,317700,143700,757900,560900,114200
2020-02-04,359750,280900,101900,352350,267000,29100
2020-02-05,400650,329100,95500,341450,221300,83100
2020-02-06,436700,337850,68400,323100,253250,31900
2020-02-07,122350,79300,68100,237550,150000,45100
2020-02-10,239300,165250,17200,503500,424750,21500
2020-02-11,207950,168300,47800,283350,235000,44800
2020-02-12,393950,248300,45000,259150,161600,70100
2020-02-13,2239950,1829800,689400,1473650,1215600,295900
2020-02-14,1164800,862300,131400,797000,637700,341900
2020-02-17,406450,255750,69000,565550,392750,85500
2020-02-18,593350,351000,64600,923850,770800,86300
2020-02-19,363800,182300,72200,627800,508200,209900
2020-02-20,297600,136900,60700,298900,199400,160900
2020-02-21,3000600,2292050,697800,1770300,1377150,510300
2020-02-24,735500,450100,189800,1554100,1203800,687500
2020-02-25,708300,395300,205900,1033000,893600,217500
2020-02-26,523200,313600,221100,1206800,932500,302800
2020-02-27,920900,718900,183200,433800,245000,116000
2020-02-28,871000,626850,120600,1037500,841450,470000
2020-03-02,630300,395900,197600,651100,513900,406800
2020-03-03,940600,589900,141300,811500,574800,297000
2020-03-04,421400,222050,128000,295100,176350,64300
2020-03-05,415500,228300,192200,1014100,752000,372000
2020-03-06,353150,198650,97400,525150,340450,122900
2020-03-09,2007600,1429300,343100,3885600,3200400,757500
2020-03-10,1262900,1034850,335600,897800,677750,113800
2020-03-11,441200,212200,127100,1857400,1583500,350400
2020-03-12,687000,314400,135800,1676700,1285400,294000
2020-03-13,1510150,1096600,180000,1228050,926600,144100
2020-03-17,225100,81500,36500,496500,395200,36300
2020-03-18,245050,140450,115700,363850,210250,239600
2020-03-19,315300,172050,52400,448900,345350,71600
2020-03-20,194300,82200,56100,129800,53700,43000
2020-03-23,215300,139100,31000,543700,419500,83100
2020-03-24,514450,391900,61100,292250,150500,68600
2020-03-25,779900,644200,205700,411800,240400,55200
2020-03-26,283650,197600,30000,364150,249100,49800
2020-03-27,83500,17400,29300,227100,141400,43300
2020-03-30,343900,162800,23400,555500,405200,67800
2020-03-31,230950,114500,76300,694350,526700,92900
2020-04-01,153100,94600,79500,141400,40000,122900
2020-04-02,147250,147250,0,147250,147250,0
2020-04-03,554750,417550,169100,239950,150850,37700
2020-04-06,635650,448350,277500,384250,204850,97300
2020-04-07,384050,291500,31100,265650,164100,78100
2020-04-08,217200,152600,113500,260900,182000,58800
2020-04-09,542500,445450,50700,531300,366050,488700
2020-04-10,148150,99600,27800,463450,380300,118800
2020-04-13,402850,301300,118200,147950,56400,33700
2020-04-14,247400,177450,66300,328300,216750,146800
2020-04-15,1378350,1093600,197900,700650,367900,153500
2020-04-16,308650,202450,17400,179150,127150,54200
2020-04-17,477850,320500,290900,765950,463900,124600
2020-04-20,559850,412800,264600,751450,572900,111100
2020-04-21,417750,288400,128800,778150,511000,435300
2020-04-22,672700,558200,59000,255600,145100,120800
2020-04-23,137050,65100,71500,216050,125300,144100
2020-04-24,187200,70700,48800,175600,127000,35500
2020-04-27,210950,146900,20100,255250,172400,100500
2020-04-28,145800,96900,17500,35700,0,35500
2020-04-29,32150,8400,2100,23650,0,32100
2020-05-04,18850,0,5100,114550,86100,48700
2020-05-05,52550,10000,21400,33750,0,0
