Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2014,4,1851976000000,-1047051000000,50541000000,-58899000000,0,724475000000,-712947000000,-20350000000,854507000000,0,138763000000,-6726709000000,0,-1283279000000,0,-141069000000,2502079000000,-49685000000,355124000000,5082723000000,0,-401961000000,0,0,-960766000000,-630273000000,0,0,0,-630273000000,-20864000000,1421000000,0,896879000000,0,0,2996000000,0,150000000,880582000000,0,0,0,9094000000,0,0,9094000000,259403000000,5021568000000,0,5280971000000
2015,1,1791617000000,-1162177000000,43407000000,62903000000,0,-144000000,-451015000000,-82063000000,218301000000,0,4468637000000,-3441182000000,0,-1304962000000,0,-105255000000,853022000000,204886000000,-1106361000000,-1004115000000,0,-1914000000,-22000000,0,-801483000000,-2020448000000,0,0,0,-2020448000000,-24818000000,341000000,-341000000,0,0,0,8543000000,0,16947000000,672000000,0,0,0,-29000000,0,0,-29000000,-2019805000000,5280971000000,0,3261166000000
2015,2,547081000000,-244462000000,35106000000,7537000000,0,-34519000000,-452724000000,-19092000000,-111926000000,0,-99987000000,804912000000,0,-1749867000000,0,-99934000000,1171551000000,-204886000000,-1246640000000,1609074000000,0,-6533000000,-1000000,0,-412677000000,-346914000000,0,0,0,-346914000000,-8742000000,25870000000,0,0,0,0,4993000000,0,2599000000,24720000000,0,0,0,-386197000000,0,0,-386197000000,-708391000000,3261166000000,0,2552775000000
2015,3,1336781000000,-542740000000,42099000000,-6032000000,0,31731000000,-720234000000,80419000000,194158000000,0,28187000000,8822887000000,-3681000000,-3106749000000,0,-293772000000,1132462000000,0,-4692812000000,623296000000,0,22505000000,-2000000,0,-1284358000000,1442121000000,0,0,0,1442121000000,41396000000,25805000000,-341000000,0,-17900000000,0,-17000000,0,0,48943000000,0,0,0,381543000000,0,0,381543000000,1872607000000,2545927000000,0,4418534000000
2015,4,1160792000000,-592824000000,47639000000,21663000000,0,192237000000,-542313000000,3406000000,306304000000,0,-100000000000,-4492382000000,0,-3412184000000,0,-30993000000,94008000000,8472331000000,-15650000000,3023802000000,0,4258000000,0,0,93708000000,3943202000000,0,0,0,3943202000000,-73819000000,-2000000,0,0,0,0,-13519000000,0,52371000000,-34969000000,595000000000,0,0,-594104000000,-5000000,0,891000000,3909124000000,4418534000000,0,8327658000000
2016,1,1164718000000,-661939000000,44152000000,94494000000,0,35667000000,-551499000000,-74098000000,68347000000,0,-25000000000,1078318000000,0,-1026515000000,0,-47674000000,202794000000,-7879258000000,8024368000000,587018000000,0,2266000000,0,0,18255000000,1002919000000,0,0,0,1002919000000,-8979000000,0,0,0,0,0,0,0,8737000000,-242000000,0,0,0,-272000000,0,0,-272000000,1002405000000,8327658000000,0,9330063000000
2016,2,1492520000000,-638289000000,63678000000,28459000000,0,150960000000,-398902000000,-31000000000,693826000000,0,85000000000,3772225000000,33343000000,-2515064000000,0,3045000000,-77123000000,0,-1423285000000,3357381000000,0,-1984000000,0,0,-182192000000,3745172000000,0,0,0,3745172000000,-35566000000,81000000,0,0,202000000,0,0,8735000000,-8649000000,-35197000000,0,0,0,-411552000000,0,0,-411552000000,3298423000000,9330063000000,0,12628486000000
2016,3,1047825000000,-592071000000,59059000000,72838000000,0,37073000000,-786628000000,73195000000,-110361000000,0,-292603000000,-2060997000000,-33343000000,-2055009000000,0,-206037000000,-102108000000,-593073000000,-355087000000,2530672000000,0,-7837000000,0,0,-389897000000,-3675680000000,0,0,0,-3675680000000,-25122000000,2000000,-83000000,-3402000000,-202000000,0,0,0,752000000,-28055000000,0,0,0,410793000000,0,0,410793000000,-3292942000000,12628486000000,0,9335544000000
2016,4,1319386000000,-693843000000,88747000000,-26633000000,0,11954000000,-477554000000,11453000000,298763000000,0,-326675000000,-5010996000000,0,-6805964000000,0,-190029000000,17648000000,0,14316329000000,-518193000000,0,-7895000000,2000000000000,0,-152287000000,3620701000000,0,0,0,3620701000000,285367000000,-83000000,83000000,3604000000,0,0,0,0,43375000000,332346000000,799425000000,0,0,-799418000000,-7000000,0,0,3953047000000,9335544000000,0,13288591000000
2017,1,1808138000000,-733865000000,57701000000,61749000000,0,392000000,-573114000000,-58257000000,592117000000,0,-238090000000,1385709000000,0,-3428363000000,0,-135477000000,-113180000000,663553000000,-3658462000000,1549362000000,0,-6220000000,2490105000000,0,85092000000,-813854000000,0,0,0,-813854000000,-14153000000,0,0,0,0,0,0,0,0,-14153000000,0,0,0,0,0,0,0,-828007000000,13355492000000,0,12527485000000
2017,2,1712398000000,-824016000000,110614000000,-16029000000,0,6601000000,-512773000000,-31257000000,470975000000,0,97667000000,-5244290000000,11331000000,-5596640000000,0,-72802000000,265728000000,336447000000,3697097000000,1372835000000,11014000000,-10605000000,3813157000000,0,-73329000000,-921415000000,0,0,0,-921415000000,-8199000000,0,0,0,3006000000,0,0,0,750000000,-4443000000,0,0,0,-27038000000,0,0,-27038000000,-952896000000,12527485000000,0,11574589000000
2017,3,1852827000000,-777596000000,77654000000,101431000000,0,-5022000000,-571076000000,-44370000000,660137000000,0,-488647000000,8928854000000,-11331000000,-4239457000000,0,-205360000000,-468898000000,1000000000000,-4780489000000,4308087000000,34164000000,-5091000000,202904000000,0,410850000000,5345723000000,0,0,0,5345723000000,-26256000000,0,0,0,-3006000000,0,0,0,599000000,-28663000000,0,0,0,-255182000000,0,0,-255182000000,5061878000000,11574589000000,0,16636467000000
2017,4,2044601000000,-829114000000,160924000000,-48517000000,0,-6457000000,-577364000000,-48575000000,748511000000,0,275117000000,-1984986000000,0,-7375950000000,0,-110831000000,-113685000000,-1000000000000,5175398000000,1907508000000,41936000000,-4311000000,538895000000,0,-101896000000,-2004294000000,0,0,0,-2004294000000,-11471000000,0,0,0,0,0,0,0,32000000,-11439000000,0,0,0,0,-763140000000,0,-763140000000,-2778873000000,16636467000000,0,13857594000000
2018,1,2013478000000,-978437000000,130042000000,46640000000,0,8307000000,-614980000000,-156570000000,461923000000,0,-66779000000,-10354423000000,0,-4222162000000,0,-14375000000,-116963000000,-1000000000000,8187844000000,5878922000000,-69973000000,-3630000000,-1027969000000,0,291436000000,-2056149000000,0,0,0,-2056149000000,-6514000000,4592000000,-2154000000,0,0,0,0,0,0,-4076000000,0,0,0,0,0,0,0,-2060225000000,13993675000000,0,11933450000000
2018,2,2651333000000,-1068194000000,185049000000,-2992000000,0,27354000000,-654338000000,-105334000000,1067695000000,0,182784000000,9256266000000,-64143000000,-2815324000000,0,-51898000000,-91612000000,0,-10233475000000,1074477000000,-19458000000,-2908000000,-462614000000,0,105117000000,-2055093000000,0,0,0,-2055093000000,-6687000000,-3626000000,2154000000,0,16403000000,0,0,0,535000000,8779000000,0,0,0,0,0,0,0,-2046314000000,11933450000000,0,9887136000000
