Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2005,0,8967681000000,98124000000,263134000000,2209059000000,2209059000000,0,0,627684000000,627684000000,0,0,5255206000000,5255206000000,0,0,0,0,0,0,0,0,87045000000,0,87045000000,0,0,33984000000,33984000000,0,0,0,393445000000,0,0,0,393445000000,0,0,8967681000000,8374894000000,2852872000000,0,0,0,5268617000000,0,63615000000,594000000,189196000000,592787000000,510000000000,510000000000,0,0,0,0,0,12141000000,0,0,70646000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,16526623000000,309483000000,561462000000,3196317000000,3196317000000,0,0,2543909000000,2543909000000,0,0,9111234000000,9111234000000,0,0,0,0,0,0,0,0,73614000000,0,73614000000,0,0,131828000000,131828000000,0,0,0,598776000000,0,0,0,598776000000,0,0,16526623000000,15336692000000,66657000000,5045454000000,5045454000000,0,9813515000000,0,50903000000,7439000000,352724000000,1189931000000,1020547000000,1000000000000,0,20547000000,0,0,0,18066000000,0,0,151318000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,39305035000000,383038000000,1211629000000,12846626000000,12347405000000,500000000000,-779000000,0,0,0,0,16611779000000,16744250000000,-132471000000,0,0,0,6748219000000,6748219000000,0,0,143806000000,0,11100000000,132706000000,0,212736000000,129591000000,0,83145000000,0,1147202000000,670638000000,436971000000,0,39593000000,0,0,39305035000000,37122502000000,0,12018720000000,11808720000000,210000000000,17686761000000,0,95638000000,1538739000000,5782644000000,2182533000000,2065142000000,2000000000000,0,65142000000,0,0,0,32140000000,1571000000,0,83680000000,0,0,3162390000000,2551932000000,0,0,2551932000000,610458000000,0,0,0,0,0,610458000000,0,0,0,0,0,0,0,0,0
2008,0,34719057000000,435548000000,1138214000000,7472500000000,7472500000000,0,0,0,0,0,137000000,19587856000000,19774509000000,-186653000000,0,0,0,4818934000000,4871649000000,0,-52715000000,216425000000,0,26085000000,207197000000,-16857000000,277947000000,189891000000,0,88056000000,0,771496000000,264883000000,400210000000,0,106403000000,0,0,34719057000000,32426519000000,0,7890365000000,7824225000000,66140000000,23905294000000,0,27496000000,52835000000,550529000000,2292538000000,2041808000000,2000000000000,0,65142000000,-23334000000,0,0,81885000000,0,0,168845000000,0,0,1089983000000,417201000000,0,0,417201000000,672782000000,300000000,0,0,0,0,672482000000,0,0,0,0,0,0,0,0,0
2009,0,56638942000000,607518000000,937968000000,17416619000000,15790519000000,1639490000000,-13390000000,0,0,0,3119000000,27103139000000,27352682000000,-249543000000,0,0,0,8818224000000,8818224000000,0,0,290684000000,50000000000,37762000000,219779000000,-16857000000,250441000000,181108000000,0,69333000000,0,1211230000000,355134000000,719776000000,0,136320000000,0,0,56638942000000,53690044000000,0,18591680000000,15035175000000,3556505000000,32364898000000,0,23695000000,1845230000000,864541000000,2948898000000,2401389000000,2400000000000,0,26539000000,0,0,-25150000000,82979000000,0,0,464530000000,0,0,2797089000000,835544000000,0,0,835544000000,1961545000000,0,0,0,0,0,1961545000000,0,0,0,0,0,0,0,0,0
2010,0,93826929000000,1425940000000,1257600000000,25304089000000,24794519000000,512275000000,-2705000000,0,0,0,0,41257639000000,41730941000000,-473302000000,0,0,0,18949671000000,18958331000000,0,-8660000000,241315000000,0,0,259997000000,-18682000000,223037000000,149195000000,0,73842000000,0,5167638000000,4046319000000,979243000000,1516000000,140560000000,0,0,93826929000000,87233768000000,3601857000000,22653495000000,21605730000000,1047765000000,44990328000000,30471000000,209875000000,14573375000000,1174367000000,6593161000000,5652951000000,4000000000000,0,1652958000000,-7000000,0,0,151966000000,0,0,788244000000,0,0,3739712000000,949588000000,0,0,949588000000,2790124000000,0,0,0,0,0,2790124000000,0,0,0,0,0,0,0,0,0
2011,0,96949541000000,1182590000000,858275000000,28665399000000,27307399000000,1358000000000,0,0,0,0,0,42809646000000,43497212000000,-687566000000,0,0,0,20435754000000,20452551000000,0,-16797000000,222729000000,0,0,282497000000,-59768000000,293434000000,192508000000,0,100926000000,37919000000,2443795000000,978722000000,1341818000000,594000000,224859000000,0,-102198000000,96949541000000,88789475000000,898152000000,28697353000000,26717899000000,1979454000000,44149126000000,8011000000,361696000000,13339532000000,1335605000000,8160066000000,6802951000000,4250000000000,0,2552958000000,0,0,-7000000,692687000000,0,0,664428000000,0,0,2814572000000,776857000000,0,0,776857000000,2037715000000,0,0,0,0,0,2037715000000,2245210000000,0,0,0,0,0,0,776857000000,1468353000000
2012,0,65023406000000,721140000000,1932929000000,7375719000000,6420325000000,968480000000,-13086000000,0,0,0,0,33313035000000,33887202000000,-574167000000,0,0,0,13795143000000,13812584000000,0,-17441000000,183553000000,0,0,249878000000,-66325000000,403744000000,195384000000,0,208360000000,24403000000,7273740000000,6038719000000,1116114000000,330000000,220775000000,0,-102198000000,65023406000000,56587702000000,1913899000000,11244628000000,3616236000000,7628392000000,39061259000000,10039000000,390163000000,1000599000000,2967115000000,8371463000000,6802951000000,4250000000000,0,2552958000000,0,0,-7000000,1038179000000,0,0,530333000000,0,64241000000,2054352000000,725621000000,0,0,725621000000,1328731000000,0,0,0,0,0,1328731000000,725621000000,0,0,0,0,0,0,725621000000,0
2013,0,76874670000000,572546000000,1065667000000,7966703000000,6423698000000,1554750000000,-11745000000,0,0,0,25783000000,34313126000000,35238517000000,-925391000000,0,0,0,21595261000000,21311835000000,295426000000,-12000000000,177442000000,0,0,245388000000,-67946000000,364845000000,273455000000,0,91390000000,852722000000,9940575000000,8919486000000,832647000000,257000000,323603000000,0,-135418000000,76874670000000,68892044000000,998045000000,19036314000000,6955134000000,12081180000000,43239428000000,0,455944000000,308000000,5162005000000,7982626000000,6802951000000,4250000000000,0,2552958000000,-7000000,0,0,1113793000000,0,0,65882000000,0,0,2107520000000,806690000000,0,0,806690000000,1300830000000,0,0,0,0,0,1300830000000,806690000000,0,0,0,0,0,0,806690000000,0
2014,0,80660959000000,637522000000,1619862000000,7495872000000,3030422000000,4465450000000,0,0,0,0,9656000000,37289571000000,38178786000000,-889215000000,0,0,0,27756930000000,25678835000000,2348312000000,-270217000000,148557000000,0,0,224172000000,-75615000000,365476000000,272007000000,0,93469000000,34505000000,5303008000000,4286125000000,1011314000000,332000000,199206000000,0,-193969000000,80660959000000,72160696000000,0,19761129000000,8596456000000,11164673000000,49051909000000,0,53787000000,25000000,3293846000000,8500263000000,6802951000000,4250000000000,0,2552958000000,-7000000,0,0,1125661000000,0,0,571651000000,0,0,3182748000000,1472208000000,0,0,1472208000000,1710540000000,0,0,0,0,0,1710540000000,1472208000000,0,0,0,0,0,0,1472208000000,0
2015,0,84308832000000,849380000000,6891501000000,761777000000,586777000000,175000000000,0,0,0,0,76363000000,47024555000000,47777031000000,-752476000000,0,0,0,26451598000000,23388818000000,3757699000000,-694919000000,135039000000,0,0,210654000000,-75615000000,395754000000,266390000000,0,129364000000,16605000000,1706260000000,531084000000,986102000000,340000000,188734000000,0,0,84308832000000,75698023000000,8472331000000,12699666000000,6628197000000,6071469000000,53303964000000,0,72926000000,0,1149136000000,8610809000000,6802946000000,4845000000000,0,1957958000000,-12000000,0,0,1185521000000,0,0,622342000000,0,0,3708833000000,912196000000,0,0,912196000000,2796637000000,0,0,0,0,0,2796637000000,26608632000000,21459354000000,4917009000000,3948180000000,12594165000000,0,0,912196000000,4237082000000
2016,0,104516957000000,855741000000,4015092000000,9152036000000,8484659000000,667377000000,0,0,0,0,11331000000,59164341000000,60179583000000,-1015242000000,0,0,0,28698369000000,26916591000000,2664875000000,-883097000000,124628000000,0,0,185261000000,-60633000000,378176000000,246239000000,0,131937000000,16403000000,2100840000000,583389000000,1304946000000,88000000,212417000000,0,0,104516957000000,95774183000000,0,33261991000000,17413604000000,15848387000000,59260842000000,0,57475000000,2000000000000,1193875000000,8742774000000,6802939000000,5644425000000,0,1158533000000,-19000000,0,0,1256723000000,0,0,683112000000,0,0,5280986000000,1754591000000,0,0,1754591000000,3526395000000,25000000,0,0,0,0,3526370000000,28273240000000,22316209000000,3111344000000,2366038000000,16838827000000,0,0,1754591000000,4202440000000
2017,0,123159117000000,1016409000000,3587550000000,10274966000000,9389716000000,885250000000,0,0,0,0,0,78919360000000,79864220000000,-944860000000,955774000000,956288000000,-514000000,25609896000000,24893365000000,1570470000000,-853939000000,113947000000,0,0,185259000000,-71312000000,369709000000,219617000000,0,150092000000,16403000000,2295103000000,662308000000,1124648000000,76000000,508071000000,0,0,123159117000000,114371596000000,1000000000000,33695516000000,17263910000000,16431606000000,68377753000000,89431000000,31248000000,9045061000000,2132587000000,8787521000000,6039799000000,5644425000000,0,1158533000000,-763159000000,0,0,2027583000000,0,0,720139000000,0,0,7232228000000,2569478000000,0,0,2569478000000,4662750000000,25000000,0,0,0,0,4662725000000,45083986000000,33275495000000,2515184000000,2276090000000,28484221000000,0,0,2569478000000,9239013000000
2018,0,139166216000000,1098117000000,2473941000000,8415605000000,7723631000000,691974000000,0,0,0,0,0,95260970000000,96138735000000,-877765000000,418273000000,419171000000,-898000000,28577760000000,28676423000000,42380000000,-141043000000,114799000000,0,0,185274000000,-70475000000,350758000000,195020000000,0,155738000000,0,2455993000000,611478000000,1404848000000,127000000,439540000000,0,0,139166216000000,128498571000000,832575000000,29399947000000,17215102000000,12184845000000,84862629000000,20471000000,19818000000,10152430000000,3210701000000,10667645000000,7835885000000,7834673000000,0,720568000000,-719356000000,0,0,1708703000000,0,0,1123057000000,0,0,7826600000000,1652769000000,0,0,1652769000000,6173831000000,0,0,0,0,0,6173831000000,73340084000000,58922073000000,3016280000000,667124000000,55238669000000,0,0,1652769000000,12765242000000
2019,0,184531485000000,1159602000000,19040311000000,4011859000000,2873059000000,1138800000000,0,0,0,0,0,127914086000000,129199808000000,-1285722000000,326301000000,326572000000,-271000000,27841993000000,27882169000000,42380000000,-82556000000,105805000000,0,0,185272000000,-79467000000,365109000000,228214000000,0,136895000000,0,3766419000000,1637835000000,1495992000000,162000000,632430000000,0,0,184531485000000,171101841000000,0,27225110000000,14178878000000,13046232000000,122357044000000,2426000000,10702000000,17154847000000,4351712000000,13429644000000,9246246000000,9244914000000,0,1332000000,0,0,0,2593032000000,0,0,1590366000000,0,0,7526716000000,1655718000000,0,0,1655718000000,5870998000000,0,0,0,0,0,5870998000000,88421399000000,72339186000000,625743000000,1078143000000,70635300000000,0,0,1655718000000,14426495000000
