Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2015,1,78028476062328,738106498448,1878259357708,644801429506,644801429506,0,0,0,0,0,16815190605,38628990832587,39483748049675,-854757217088,0,0,0,31238636791618,29266689235855,2348311743628,-376364187865,140014224181,0,0,215629023929,-75614799748,395013551436,278365190551,0,116648360885,16605153663,4331233032576,3399583197139,895164567250,332443402,183261405414,0,-147108580629,78028476062328,69370809435367,204886129329,18654768198756,7197325339611,11457442859145,48047792808558,0,51873200000,2913773,2411486184951,8657666626961,6802951128010,4250000000000,0,2552958138010,-7010000,0,0,1195483312364,-2558918349,0,661791104936,0,0,2091460983827,0,0,0,0,2091460983827,0,0,0,0,0,2091460983827,41899074196451,36737169154121,8069543760533,4423332684606,24244292708982,0,0,1337871169660,3824033872670
2015,2,77368354000000,730322000000,1348509000000,573931000000,473931000000,100000000000,0,0,0,0,5974000000,40341937000000,41258098000000,-916161000000,0,0,0,30433725000000,27657760000000,3285340000000,-509375000000,139698000000,0,0,210636000000,-70938000000,381311000000,264097000000,0,117214000000,16607000000,3396340000000,2080094000000,1168613000000,337000000,210176000000,0,-62880000000,77368354000000,69042600000000,0,17408128000000,6617475000000,10790653000000,49656867000000,0,46162000000,2000000,1931441000000,8325754000000,6802951000000,4250000000000,0,2552958000000,-7000000,0,0,1195882000000,0,0,326921000000,0,0,2203195000000,0,0,0,0,2203195000000,0,628623000000,402796000000,91459000000,0,1080317000000,1310149000000,0,0,0,0,0,0,1310149000000,0
2015,3,72553933860845,826484936687,1607612052951,2059437186621,1984437186621,75000000000,0,0,0,0,64233528350,43769155345395,44364846967295,-595691621900,0,0,0,21890520585188,18958280568284,3576901838149,-644661821245,135038526205,0,0,210653325953,-75614799748,344521952151,257079915594,0,87442036557,16605153663,1840324593634,749205314996,961304778754,336792602,187358168941,0,-57880461659,72553933860845,64122750991869,0,12715315579019,4890072407976,7825243171043,50280162324847,0,68667160000,0,1058605928003,8431182868976,6802951128010,4250000000000,0,2552958138010,-7010000,0,0,1195881751831,0,0,432349989135,0,0,2383102319098,0,0,0,0,2383102319098,0,0,0,0,0,2383102319098,26925607970826,21803206425852,6138814932654,3839955853211,11824435639987,0,0,975100159613,4147301385361
2015,4,84411998000000,849380000000,6891501000000,761777000000,586777000000,175000000000,0,0,0,0,76362000000,47143688000000,47777031000000,-633343000000,0,0,0,26382903000000,23388819000000,3757698000000,-763614000000,135039000000,0,0,210654000000,-75615000000,395754000000,266390000000,0,129364000000,16605000000,1758989000000,582995000000,986102000000,340000000,189552000000,0,0,84411998000000,75767754000000,8472331000000,12699666000000,6628197000000,6071469000000,53303964000000,0,72925000000,0,1218868000000,8644244000000,6802946000000,4845000000000,0,1957958000000,-12000000,0,0,1185521000000,0,0,655777000000,0,0,2796637000000,0,0,0,0,2796637000000,0,0,0,0,0,2796637000000,26608632000000,21459354000000,4917009000000,3948180000000,12594165000000,0,0,912196000000,4237082000000
2016,1,85252233000000,1211919000000,1126473000000,7191671000000,6991671000000,200000000000,0,0,0,0,82958000000,48146133000000,48803546000000,-657413000000,0,0,0,25304585000000,22410380000000,3757698000000,-863493000000,126302000000,0,0,201917000000,-75615000000,383175000000,251366000000,0,131809000000,16605000000,1662412000000,365637000000,1098917000000,340000000,197518000000,0,0,85252233000000,76497079000000,593073000000,20724035000000,12763478000000,7960557000000,53890982000000,0,75191000000,0,1213798000000,8755154000000,6802946000000,4845000000000,0,1957958000000,-12000000,0,0,1185521000000,0,0,766687000000,0,0,2642677000000,0,0,0,0,2642677000000,0,0,0,0,0,2642677000000,34474211000000,29470892000000,5398557000000,4181058000000,19891277000000,0,0,1521955000000,3481364000000
2016,2,86706925000000,928595000000,5759639000000,6055252000000,5940252000000,115000000000,0,0,0,0,43019000000,50540655000000,51318610000000,-777955000000,0,0,0,21359037000000,18652602000000,3643372000000,-936937000000,129050000000,0,0,201917000000,-72867000000,396628000000,241946000000,0,154682000000,16403000000,1478647000000,393189000000,884825000000,340000000,200293000000,0,0,86706925000000,78282026000000,593073000000,19300749000000,14611708000000,4689041000000,57248363000000,0,73208000000,0,1066633000000,8424899000000,6802946000000,4845000000000,0,1957958000000,-12000000,0,0,1256723000000,0,0,365230000000,0,0,2857485000000,0,0,0,0,2857485000000,0,0,0,0,0,2857485000000,38226706000000,33772421000000,5827492000000,4124218000000,23820711000000,0,0,1526166000000,2928119000000
2016,3,88609821000000,929397000000,3340944000000,5472807000000,5132102000000,340705000000,0,0,0,0,24247000000,52753126000000,53373619000000,-620493000000,0,0,0,23593357000000,21348415000000,3323460000000,-1078518000000,126302000000,0,0,201917000000,-75615000000,398737000000,243452000000,0,155285000000,20007000000,1950897000000,576204000000,1149457000000,340000000,224896000000,0,0,88609821000000,80084726000000,0,18945662000000,14749750000000,4195912000000,59779035000000,0,65370000000,0,1294659000000,8525095000000,6802946000000,4845000000000,0,1957958000000,-12000000,0,0,1256723000000,0,0,465426000000,0,0,3429106000000,0,0,0,0,3429106000000,0,0,0,0,0,3429106000000,35434998000000,30428158000000,1591170000000,1792246000000,27044742000000,0,0,1393795000000,3613045000000
2016,4,104548141000000,855741000000,4015092000000,9152036000000,8484659000000,667377000000,0,0,0,0,11331000000,59308160000000,60179583000000,-871423000000,0,0,0,28604353000000,26916591000000,2664875000000,-977113000000,109646000000,0,0,185261000000,-75615000000,375171000000,246239000000,0,128932000000,16403000000,2100208000000,566234000000,1303753000000,88000000,230133000000,0,0,104548141000000,95805590000000,0,33261991000000,17413604000000,15848387000000,59260842000000,0,57475000000,2000000000000,1225282000000,8742551000000,6802939000000,5644425000000,0,1158533000000,-19000000,0,0,1256723000000,0,0,682889000000,0,0,3526395000000,0,0,0,0,3526395000000,25000000,0,0,0,0,3526370000000,28273239000000,22316208000000,3111343000000,2366038000000,16838827000000,0,0,1754591000000,4202440000000
2017,1,105981522000000,993280000000,2024993000000,10481580000000,9509213000000,972367000000,0,0,0,0,0,62638983000000,63607946000000,-968963000000,0,0,0,27362883000000,25558114000000,2664875000000,-860106000000,109647000000,0,0,185262000000,-75615000000,366397000000,236572000000,0,129825000000,16403000000,1987356000000,726847000000,1042300000000,88000000,218121000000,0,0,105981522000000,97113263000000,663553000000,29670431000000,19559316000000,10111115000000,60810204000000,24089000000,51255000000,4490105000000,1403626000000,8868259000000,6802939000000,5644425000000,0,1158533000000,-19000000,0,0,1256723000000,0,0,808597000000,0,0,4348112000000,0,0,0,0,4348112000000,385000000,0,0,0,0,4347727000000,33600178000000,26942260000000,3413878000000,1666022000000,21862360000000,0,0,1762499000000,4895419000000
2017,2,115353308000000,1086229000000,1015260000000,10280900000000,9473100000000,807800000000,0,0,0,0,0,68317819000000,69204586000000,-886767000000,0,0,0,32429132000000,31312217000000,2127830000000,-1010915000000,113815000000,0,0,185261000000,-71446000000,352557000000,224477000000,0,128080000000,16403000000,1741193000000,441068000000,1059813000000,88000000,240224000000,0,0,115353308000000,106605506000000,1000000000000,33300626000000,19343021000000,13957605000000,62183039000000,11014000000,40650000000,8303262000000,1766915000000,8747802000000,6802939000000,5644425000000,0,1158533000000,-19000000,0,0,1337747000000,0,0,607116000000,0,0,4086719000000,0,0,0,0,4086719000000,385000000,0,0,0,0,4086334000000,36273604000000,27730482000000,1744077000000,1221095000000,24765310000000,0,0,2369059000000,6174063000000
