Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,9520096888,4725221792,-351249107,-24495881,0,-852276576,525533913,0,13542831029,-26730685021,14838119421,-4392762218,607729153,-525533913,-735665880,0,-168290000,-3564257429,-1890753118,0,0,0,0,0,0,-1890753118,0,0,9705466009,-3260615000,0,0,0,6444851009,989840462,4066792276,24495881,5081128619
2010,0,117247247837,12538933861,196560433,-54808192,0,-8464094094,8263463969,0,129727303814,40710509784,-19765059311,140847090220,-126588911579,-8939279317,-14310708840,0,0,141680944771,-104097502033,0,-130000000000,0,0,0,8464094094,-225633407939,5026752664,0,200319007549,-78806950429,0,-27895733333,0,98643076451,14690613283,42357493216,54808192,57102914691
2011,0,147770979940,21790332032,2125850603,351286350,0,-29113072944,30919645596,0,173845021577,-219888299630,-71454009227,92839640948,17979124160,-35397095055,-43667469714,0,0,-85743086941,-478522935443,0,0,42900000000,-5000000000,0,15373059682,-425249875761,175180010000,0,889933529184,-288821703416,-2418348114,-63248800309,0,710624687345,199631724643,57102914691,151251459,256885890793
2012,0,91188822205,51852019863,1296409421,-21051866,0,-17238032898,94995708048,0,222073874773,53028618106,58353779176,-286158449676,3490187282,-86723893117,-38366933515,0,0,-74302816971,-25073765958,0,0,65000000000,0,0,17422350257,57348584299,0,0,606226396897,-699145180140,-12552439203,-33448752538,0,-138919974984,-155874207656,256885890793,4430789,101016113926
2013,0,102073984868,56190008707,1667433875,-80254647,0,5692674652,74946159481,0,240490006936,-69474877469,-36752659936,334815899922,-8659152458,-93087126285,-19244056344,0,0,348088034366,-36979616536,235000000,0,0,0,55084095000,4297551615,22637030079,104419990000,0,455968836237,-659948736771,-9525626338,-50796073750,0,-159881610622,210843453823,101016113926,242422303,312101990052
2014,0,158990712270,57980906545,3519381736,-329621992,0,-8779630890,43417340571,0,254799088240,21686787014,-54820772577,47709820881,-6038079456,-51343174349,-38363724719,0,0,173629945034,-58686179854,0,0,0,0,0,8603686434,-50082493420,0,0,761958080734,-722798577516,-12918952299,-77513562500,0,-51273011581,72274440033,312101990052,270307968,384646738053
2015,0,140997155046,61131113174,24158773809,-608383319,0,-4503095436,38198120740,0,259373684014,-253752648754,-51183452122,36608280337,1240578316,-38238190035,-32551338730,0,0,-78503086974,-88045475629,0,0,0,0,0,4467040795,-83578434834,58534893808,0,588743418941,-626262906061,-19754903409,-59995477550,0,-58734974271,-220816496079,384646738053,627794867,164458036841
2016,0,110539669411,69682250707,-748114019,478368787,0,-1847299272,35880451008,0,213985326622,29024833077,46878430608,153099756013,14988552099,-36036141080,-27119760291,0,0,394820997048,-73306537690,5000000,0,0,0,0,2064723660,-71236814030,0,0,966038796464,-1024098841128,-11905574258,-17702159220,0,-87667778142,235916404876,164458036841,4716797,400379158514
2017,0,2038247369,69433722828,15179368548,9000232,0,-5646369790,32782703036,0,113796672223,-180656781684,-95622021209,-185400359010,18019367506,-32410317646,-12756572214,2597742000,-9476037108,-381908307142,-2129954650,67897477576,0,0,0,0,5702140204,71469663130,0,0,433885921130,-354137775606,-31178809538,-77992506800,0,-29423170814,-339861814826,400379158514,-9486298,60507857390
2018,0,-138538462916,64313194490,41281760746,140031669,0,-3070058527,36169375654,0,295841116,269510746200,-57883820699,217952092399,4131792221,-35596261021,0,2890428966,-30141590754,371159228428,-209500000,1367924545,0,0,0,0,2279731173,3438155718,0,0,287884224846,-443566307638,-33763839608,0,0,-189445922400,185151461746,60507857390,7224120,245666543256
2019,0,-266549595819,58105503815,138578848079,-17952730,0,-11691632700,20863477916,0,-60711351439,72766110888,15487491994,-15900661277,7484479395,-16474605996,0,200000000,-2761621000,89842565,0,6190467612,0,0,0,0,6730825654,12921293266,0,0,113597291625,-255294139403,-14605847273,0,0,-156302695051,-143291559220,245666543256,132035190,102507019226
