Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2007,0,1463614974557,1461935478557,524599777526,524599777526,0,0,604779780892,737864339040,0,0,0,-133084558148,332555920139,0,0,0,0,0,0,332555920139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679496000,0,0,0,0,0,0,0,1679496000,0,427905260034,414000000000,0,0,0,0,0,0,0,0,414000000000,0,0,414000000000,0,0,0,11196151608,10204580080,10204580080,0,0,0,0,0,0,991571528,991571528,0,0,0,0,0,0,0,0,0,0,2709108426,0,0,0,0,0,2709108426,0,0,1891520234591,1445643065776,1445643065776,1445643065776,1445643065776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445877168815,445877168815,350000000000,300000000000,300000000000,0,50000000000,0,0,0,0,0,0,0,0,0,95877168815,95877168815,0,95877168815,0,0,0,0,0,0,0,1891520234591,0,0
2008,0,515207336365,514826387082,207536213555,207536213555,0,0,238333409507,344105355761,0,0,0,-105771946254,68956764020,0,0,0,0,0,0,0,0,0,137699407,0,0,45680131570,0,0,23138933043,0,0,0,0,0,0,380949283,0,0,0,0,40770919,0,0,340178364,0,100767467645,66150000000,0,0,0,0,0,0,0,0,66150000000,0,0,0,0,66150000000,0,31259086876,14446022585,21877584266,-7431561681,0,0,0,0,0,16813064291,17647487156,-834422865,0,0,0,0,0,0,0,0,0,3358380769,0,2422153515,0,0,0,936227254,0,0,615974804010,256264346283,256264346283,16252586667,16252586667,0,0,0,0,0,148524681220,0,1601458073,40000000,35924133172,518750943,0,5378736241,0,0,0,0,4179506233,8672630000,35171863734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359710457727,359710457727,350000000000,300000000000,300000000000,0,50000000000,0,0,0,0,0,0,0,0,0,9710457727,9710457727,0,9710457727,0,0,0,0,0,0,0,615974804010,0,0
2009,0,1760441361177,1758900821619,762628411589,762628411589,0,0,501983399035,577750104597,0,0,0,-75766705562,494289010995,0,0,0,0,0,0,0,0,0,1317234581,0,0,478737046960,0,0,14234729454,0,0,0,0,0,0,1540539558,0,0,1054837806,0,0,0,0,485701752,0,38852622015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35563816675,16435577983,29935841976,-13500263993,0,0,0,0,0,18865310730,22229363434,-3364052704,0,262927962,0,0,0,0,0,0,0,3288805340,0,1547851527,0,0,0,1740953813,0,0,1799293983192,1257884726389,1257884726389,220700000000,220700000000,0,0,0,0,0,677941145272,0,1949380898,40000000,48726646692,0,0,8652457575,0,0,0,0,1284670778,2942265000,295648160174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541409256803,541409256803,350000000000,300000000000,300000000000,0,50000000000,0,0,0,0,0,0,0,22140925680,0,169268331123,169268331123,0,169268331123,0,0,0,0,0,0,0,1799293983192,0,0
2010,0,2912772308985,2909493552657,1144120749064,1144120749064,0,0,586655746655,680666155024,0,0,0,-94010408369,1178712162897,0,0,0,0,0,0,0,0,0,8549443053,0,0,1180585475191,0,0,4391347436,0,-14814102783,0,4894041,4894041,0,3278756328,0,0,2105309624,0,0,0,0,1173446704,0,41816182219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34323051394,14009403538,34306988341,-20297584803,0,0,0,0,0,20050719894,26747949334,-6697229440,0,262927962,0,0,0,0,0,0,0,7493130825,0,7493130825,0,0,0,0,0,0,2954588491204,1713038172892,1713038172892,150650000000,150650000000,0,0,0,0,0,627422043624,0,178496390293,421000000,33992253704,0,0,10701062587,0,0,0,0,193225201,3518608000,707643589483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241550318312,1241550318312,1094986690000,999990000000,999990000000,0,95000000000,0,0,-3310000,0,0,0,0,32656202831,0,113907425481,113907425481,0,113907425481,0,0,0,0,0,0,0,2954588491204,0,0
2011,0,1436799900253,1434003111395,630953770665,357953770665,0,273000000000,335103322791,570045345753,0,0,0,-234942022962,467946017939,0,0,0,0,0,0,0,0,0,1917618825,0,0,584184603060,0,0,7536702013,0,-125692905959,0,0,0,0,2796788858,0,0,1784786607,0,0,0,0,1012002251,0,51213294484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43368499083,9420220740,34483712041,-25063491301,0,0,0,0,0,25583810372,35969683151,-10385872779,0,8364467971,0,0,0,0,0,0,0,7844795401,0,7844795401,0,0,0,0,0,0,1488013194737,449421004252,449421004252,0,0,0,0,0,0,0,327152878628,0,1508632555,0,373531810,11100386195,0,0,0,0,0,0,188181500,112760000,108984633564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038592190485,1038592190485,1094986690000,999990000000,999990000000,0,95000000000,0,0,-3310000,0,0,0,0,32656202830,0,-89050702345,-89050702345,0,-89050702345,0,0,0,0,0,0,0,1488013194737,0,0
2012,0,1577143615694,1574995698040,974317834558,644317834558,0,330000000000,335383980437,533916880180,0,0,0,-198532899743,265184478845,0,0,0,0,0,0,0,0,0,1426097530,0,0,347812537757,0,0,47669295409,0,-131723451851,0,109404200,109404200,0,2147917654,0,0,1297726774,0,0,0,0,850190880,0,57816690285,75000000,0,0,0,0,0,0,0,0,75000000,0,0,0,0,75000000,0,48941292461,13027995320,43188893623,-30160898303,0,0,0,0,0,24915404872,39889519151,-14974114279,0,10997892269,0,0,0,0,0,0,0,8800397824,0,355540808,0,0,0,8444857016,0,0,1634960305979,531608874605,531608874605,0,0,0,0,0,0,0,492823168417,0,598763543,0,739388443,0,0,1289573354,0,0,0,0,108657700,1204810000,34844513148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103351431374,1103351431374,1094986690000,999990000000,999990000000,0,95000000000,0,0,-3310000,0,0,0,0,18777920329,0,-10413178955,-10413178955,0,-10413178955,0,0,0,0,0,0,0,1634960305979,0,0
2013,0,1869870226920,1859829037713,1115371813903,1023781813903,0,91590000000,360621715773,564960632501,0,0,0,-204338916728,383835508037,0,0,0,0,0,0,0,0,0,4687459303,0,0,472044204766,0,0,12542614486,0,-105438770518,0,0,0,0,10041189207,0,0,5459603679,0,0,4047018063,0,534567465,0,74507188296,1950000000,0,0,0,0,0,0,0,0,1950000000,0,0,1950000000,0,0,0,60192408269,10414652181,40330462707,-29915810526,0,0,0,0,0,24744677472,44315475403,-19570797931,0,25033078616,0,0,0,0,0,0,0,12364780027,0,1607018280,0,0,0,10757761747,0,0,1944377415216,747403761526,747403761526,133298863253,133298863253,0,0,0,0,0,604740466634,0,593406217,0,3384706251,19162471,0,3665781705,0,0,0,0,857923335,101720000,741731660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196973653690,1196973653690,1064331386427,999990000000,999990000000,0,95000000000,0,0,-30658613573,0,0,0,0,31220623120,0,101421644143,101421644143,0,101421644143,0,0,0,0,0,0,0,1944377415216,0,0
2014,0,2847650339721,2838162832294,1681754824347,887154824347,0,794600000000,398020893134,599856405888,0,0,0,-201835512754,758387114813,0,0,0,0,0,0,0,0,0,6340710657,0,0,851435734525,0,0,6049440149,0,-105438770518,0,0,0,0,9487507427,0,0,7619642928,0,843244129,0,0,1024620370,0,94058488959,1950000000,0,0,0,0,0,0,0,0,1950000000,0,0,0,0,1950000000,0,77895632377,45634641195,81697447693,-36062806498,0,0,0,0,0,25001241869,50614324491,-25613082622,0,7259749313,0,0,0,0,0,0,0,14212856582,0,955094835,0,0,0,13257761747,0,0,2941708828680,1106419458078,1106419458078,104945276894,104945276894,0,0,0,0,0,877680195032,0,28903290975,0,29085766367,7736404299,0,8037914324,0,0,0,0,1634544951,489795000,46547318841,0,1358951395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835289370602,1835289370602,1615412636927,1549981650000,1549981650000,0,65433524852,0,0,-2537925,0,0,0,30416825026,1115098023,0,188344810626,188344810626,0,188344810626,0,0,0,0,0,0,0,2941708828680,0,0
2015,0,5654926485376,5645605715667,2646519597468,1293085264135,0,1353434333333,1257289139510,549931874986,855105000000,0,0,-147747735476,1741796978689,0,0,0,0,0,0,0,0,0,32269483001,0,0,1781762193550,0,0,7025600509,0,-79260298371,0,0,0,0,9320769709,0,0,6801431430,0,1494717909,0,0,1024620370,0,102717665474,7500000000,0,0,0,0,0,0,0,0,7500000000,0,0,0,0,7500000000,0,71853089278,44699601457,89099069867,-44399468410,0,0,0,0,0,26610487821,60537955633,-33927467812,0,543000000,0,0,0,0,0,0,0,23364576196,0,7606814449,0,0,15757761747,0,0,0,5757644150850,3822212587611,3722212587611,1600656425139,1600656425139,0,0,0,0,0,1112627841063,0,2262101262,417400000,8449273019,2087430741,0,5165559532,0,0,0,0,887341925,61100000,989598114930,0,0,0,0,100000000000,100000000000,100000000000,100000000000,100000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935431563239,1935431563239,0,1549981650000,1549981650000,0,65433524852,0,0,-4333425,0,0,0,10203951542,0,39505678545,270311091725,270311091725,0,270311091725,0,0,0,0,0,0,0,5757644150850,0,0
2016,0,5052018587213,4913949115349,256958791274,173958791274,0,83000000000,4593345809774,2339874662053,0,1911798465127,530968216861,-189295534267,63644514301,56214395144,18109483700,38104911444,0,0,38104911444,0,0,7317124296,0,0,0,0,0,0,4185297290,-4072302429,0,0,0,0,0,138069471864,2775646115,0,5835778600,39898752670,0,0,0,89559294479,0,122074255646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64172261590,40858984054,94046764254,-53187780200,0,0,0,0,0,23313277536,66725200461,-43411922925,0,0,0,0,0,0,2500000000,0,2500000000,55401994056,0,7144232309,0,0,18257761747,30000000000,0,0,5174092842859,3225829341616,3131529341616,2613806976714,2613806976714,0,0,0,0,0,472546426921,0,588024693,844691201,19061077930,12835449309,689690314,8440117883,0,0,0,0,0,0,964505522,0,1752381129,0,0,94300000000,0,0,0,0,0,94300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948263501243,1948263501243,1525134111427,1549981650000,1549981650000,0,65433524852,0,0,-90281063425,0,0,48820054976,0,19518327973,0,354791006867,354791006867,0,354791006867,0,0,0,0,0,0,0,5174092842859,0,0
