date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,65300,59240,0,121090,96450,8490
2019-12-03,69290,47915,6620,58200,33225,8000
2019-12-04,85538,40278,19980,35292,18862,3070
2019-12-05,92196,52476,1050,39614,18524,1450
2019-12-06,48469,35769,4900,43371,26941,4920
2019-12-09,87690,67866,50,26300,17404,540
2019-12-10,272812,230127,13900,71218,28710,7960
2019-12-11,32006,26936,300,35304,13064,140
2019-12-12,144614,99889,5180,59626,21201,18110
2019-12-13,99590,64900,1660,106930,54000,17290
2019-12-16,119403,71500,200,47457,15000,1500
2019-12-17,246445,195791,4000,107915,78959,2250
2019-12-18,120282,106552,2490,36448,18498,2200
2019-12-19,93665,74765,200,67125,48405,13100
2019-12-20,159312,131672,5400,258478,220908,2530
2019-12-23,61481,59466,11180,31679,27534,500
2019-12-24,134051,111374,54000,55899,38726,1720
2019-12-25,85596,73666,50,67224,37324,0
2019-12-26,144184,137019,10,42536,19731,2100
2019-12-27,97215,92900,1100,31075,22500,1160
2019-12-30,160977,116857,6000,30123,14113,10000
2019-12-31,70813,64513,30,37907,28737,1100
2020-01-02,48978,42038,5000,9602,0,14100
2020-01-03,58478,39768,15040,105462,86112,1160
2020-01-06,72155,46825,5510,76975,53989,2150
2020-01-07,33402,24102,2270,34658,30108,1800
2020-01-08,86865,68185,2870,147015,83855,1980
2020-01-09,60583,16993,3000,32097,0,100
2020-01-10,61742,41232,1000,28068,9258,10180
2020-01-13,55606,43010,1000,53764,41190,40
2020-01-14,73804,25594,1060,42326,27796,190
2020-01-15,51003,9758,250,58907,29100,4390
2020-01-16,54407,16000,0,73713,29993,2050
2020-01-17,87323,47069,0,111277,70991,100
2020-01-20,36201,26600,2350,16529,0,2530
2020-01-21,88653,29893,8160,63297,23097,10
2020-01-22,350787,228487,7200,90233,8000,14800
2020-01-30,66213,34603,12920,151257,100797,41730
2020-01-31,90138,70348,0,181792,111512,12110
2020-02-03,266244,107984,25520,478866,306280,5040
2020-02-04,339985,119867,7290,277595,193523,21680
2020-02-05,63010,41300,1540,41520,28490,700
2020-02-06,88586,38200,16780,121704,82784,15080
2020-02-07,82317,50707,9230,76223,29783,4020
2020-02-10,16010,0,0,15630,0,1690
2020-02-11,104465,60905,3500,68875,0,7600
2020-02-12,171591,101331,1760,142319,92499,27730
2020-02-13,40898,7740,1050,24132,8027,1450
2020-02-14,57611,32346,6170,80289,54434,6000
2020-02-17,125071,53291,14840,106019,50549,6530
2020-02-18,204114,146884,52020,400946,166446,19900
2020-02-19,140090,72880,6000,118780,23690,5190
2020-02-20,67197,40877,3170,136233,25533,19070
2020-02-21,57576,25296,2660,270734,182404,20140
2020-02-24,272394,194089,25230,291596,184121,21980
2020-02-25,331303,232173,15190,140057,69747,7250
2020-02-26,128770,99170,3590,175770,78190,15360
2020-02-27,108653,97643,2380,108237,53547,4700
2020-02-28,104106,76741,1560,179854,117179,6050
2020-03-02,110872,98258,2000,102678,24142,6080
2020-03-03,269536,162806,3000,250214,119954,12520
2020-03-04,179874,77974,10,162876,51566,8100
2020-03-05,62224,43174,100,103946,50166,510
2020-03-06,164652,158442,6110,72848,36918,2550
2020-03-09,354374,218123,9560,895286,731191,6040
2020-03-10,236823,88453,8380,348837,246547,3240
2020-03-11,209977,182857,0,179213,81323,15490
2020-03-12,7609,0,12070,186631,129511,9700
2020-03-13,203700,161620,22030,461430,307200,1420
2020-03-17,70945,9980,6120,101815,40000,11340
2020-03-18,110793,44033,2880,187987,83137,4630
2020-03-19,84422,35052,8620,330218,203118,6190
2020-03-20,87333,23570,24080,98137,16150,15250
2020-03-23,14860,0,5220,123440,70500,7090
2020-03-24,212316,93591,8340,167554,72924,20860
2020-03-25,222401,61121,8180,191299,26469,64860
2020-03-26,246541,101486,5160,359809,238714,38420
2020-03-27,210960,77190,1890,169130,89520,8090
2020-03-30,187324,125364,1590,150836,84656,38200
2020-03-31,203857,104687,9570,161333,123213,14030
2020-04-01,94048,50080,23120,171562,88222,30640
2020-04-02,132805,132805,0,132805,132805,0
2020-04-03,245818,99483,8110,236622,117127,37270
2020-04-06,552356,174546,22330,609334,120044,29120
2020-04-07,242067,43797,15500,530843,207933,15240
2020-04-08,105935,21840,2110,424815,100910,33490
2020-04-09,867100,487919,159920,699980,361581,50700
2020-04-10,367709,114924,49060,652891,250626,48250
2020-04-13,291252,132070,26470,449718,82301,53040
2020-04-14,225339,123073,52330,586041,306411,55220
2020-04-15,350286,152870,53830,363704,179470,74460
2020-04-16,505495,270895,35920,580275,285535,48130
2020-04-17,821220,569055,130300,741290,409965,119370
2020-04-20,457671,137191,330830,597129,278525,106540
2020-04-21,538443,223603,126990,1230517,626707,136210
2020-04-22,749955,293995,115690,1005855,590505,115060
2020-04-23,347895,115820,10630,538035,179580,141800
2020-04-24,233920,40640,45060,311290,70730,91940
2020-04-27,273197,134545,41540,382573,186138,75830
2020-04-28,191156,48000,8370,415194,168524,52860
2020-04-29,34650,0,11370,79170,24000,6340
2020-05-04,109515,46250,26900,166645,99170,12750
2020-05-05,55170,9780,14510,62060,0,14650
