Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2007,0,348946690500,0,0,0,0,0,0,0,0,348946690500,0,0,0,0,0,0,0,0,0,-57771874,348888918626,-192166918921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156721999705,0,0,0,0,0,0,0,0,0,0,0,0,0,-25726359800,130995639905,805662082,0,805662082,0,131801301987,0,0,0,-35924133172,0,95877168815,95877168815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196,0
2008,0,214143912070,0,0,0,0,0,0,0,0,34676372526,0,0,2097156315,0,0,105436656594,0,0,71933726635,-79349635,214064562435,-273932150363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59867587928,0,0,0,0,0,0,0,0,0,0,0,0,0,-25870032748,-85737620676,190348097,-619438508,-429090411,0,-86166711087,0,0,0,0,0,-86166711087,-86166711087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2872,0
2009,0,359927903112,0,0,0,0,0,0,0,0,63652284952,0,0,2651083465,0,0,244082003477,0,0,49542531218,-22947218,359904955894,-85194335200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274710620694,0,0,0,0,0,0,0,0,0,0,0,0,0,-47575852161,227134768533,3207809155,-2449754697,758054458,0,227892822991,0,0,0,-16194023915,0,211698799076,211698799076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7057,0
2010,0,470747761836,0,0,0,0,0,0,0,0,105228733199,0,0,4254613418,288638120,0,128142581732,0,0,232833195367,0,470747761836,-244404593922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226343167914,0,0,0,0,0,0,0,0,0,0,0,0,0,-84887179093,141455988821,861829494,-1313153313,-451323819,0,141004665002,0,0,0,-35851893494,0,105152771508,105152771508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,0
2011,0,276645291750,0,0,0,0,0,0,0,0,45620891453,0,0,800244755,19196338,181590573,1954923394,0,0,228068445237,0,276645291750,-402553424734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-125908132984,0,0,0,0,0,0,0,0,0,0,0,0,0,-71881383789,-197789516773,72791551,-10026494409,-9953702858,0,-207743219631,0,0,0,4785091805,0,-202958127826,-202958127826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2030,0
2012,0,240877023232,0,0,0,0,0,0,0,0,61981014138,0,0,542545454,0,789073772,14934040107,0,0,162630349761,0,240877023232,-96983057552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143893965680,0,0,0,0,0,0,0,0,0,0,0,0,0,-65789407448,78104558232,600289076,-67323918,532965158,0,78637523390,0,0,0,0,0,78637523390,78637523390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0
2013,0,262619005338,0,0,0,0,0,0,0,0,82634065201,0,0,910454544,0,1624805807,62115574728,0,0,115334105058,0,262619005338,-47278509481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215340495857,0,0,0,0,0,0,0,0,0,0,0,0,0,-83443617101,131896878756,1108385724,-117506,1108268218,0,133005146974,0,0,0,-8578119068,0,124427027906,124427027906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,0
2014,0,435290122699,0,0,0,0,0,0,0,0,185527928877,0,0,7125781309,0,2393612408,52887832607,0,0,187354967498,0,435290122699,-116988787488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318301335211,0,0,0,0,0,0,0,0,0,0,0,0,0,-128301736293,189999598918,2619327244,-244960901,2374366343,0,192373965261,0,0,0,-35026429962,0,157347535299,157347535299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,0
2015,0,534123378083,0,0,0,0,0,0,0,0,146846247768,0,0,9662894352,0,4433958959,82125585690,0,0,291054691314,0,534123378083,-143454474873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390668903210,0,0,0,0,0,0,0,0,0,0,0,0,0,-167599772328,223069130882,3983979200,-1277812,3982701388,0,227051832270,0,0,0,-45274761889,0,181777070381,181777070381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,0
2016,0,731392234839,219870540214,54255247317,0,165615292897,0,208501530085,84230199113,0,188635635565,0,0,20423547733,0,6108873358,0,0,0,3621908771,0,731392234839,-195975195754,-54019840869,-99741249977,48169905754,-2448496646,0,0,-4080122969,-14529708603,0,0,-112546304711,0,-2267315000,0,-8531903602,0,0,0,535417039085,15154168846,0,15154168846,0,0,-119137279540,0,-119137279540,0,0,0,0,0,-204690920372,226743008019,3542376976,-3115747643,426629333,0,227169637352,227169637352,0,-40882108731,-40882108731,0,186287528621,186287528621,0,0,0,0,0,0,0,0,0,0,186287528621,186287528621,0,0,1232,0
