Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2014,4,121474425192,0,0,0,0,0,0,0,0,49964652294,0,0,5149592717,0,722974123,11074323764,0,0,54562882294,0,121474425192,-37873707133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83600718059,0,0,0,0,0,0,0,0,0,0,0,0,0,-40188098572,43412619487,1999087342,-29514998,1969572344,0,45382191831,0,0,0,-9227373104,0,36154818727,36154818727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0
2015,1,105263267725,0,0,0,0,0,0,0,0,29918883834,0,0,829672491,0,664715646,14095256251,0,0,59754739503,0,105263267725,-23540554593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81722713132,0,0,0,0,0,0,0,0,0,0,0,0,0,-36739721222,44982991910,3616606368,-4044,3616602324,0,48599594234,0,0,0,-8520923725,0,40078670509,40078670509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
2015,2,115822426626,0,0,0,0,0,0,0,0,32318208503,0,0,989403032,0,927676654,21568068724,0,0,60019069713,0,115822426626,-32723448787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83098977839,0,0,0,0,0,0,0,0,0,0,0,0,0,-37963776841,45135200998,35331701,-90,35331611,0,45170532609,0,0,0,-9076883417,0,36093649192,36093649192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
2015,3,155557219301,0,0,0,0,0,0,0,0,42478844939,0,0,3980903392,0,915793190,29117369074,0,0,79064308706,0,155557219301,-56057700065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99499519236,0,0,0,0,0,0,0,0,0,0,0,0,0,-41559120880,57940398356,255691493,-1064258,254627235,0,58195025591,0,0,0,-12003001274,0,46192024317,46192024317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0
2015,4,157480464431,0,0,0,0,0,0,0,0,42130310492,0,0,3862915437,0,1925773469,17344891641,0,0,92216573392,0,157480464431,-31132771428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126347693003,0,0,0,0,0,0,0,0,0,0,0,0,0,-51337153385,75010539618,76349638,-209420,76140218,0,75086679836,0,0,0,-15673953473,0,59412726363,59412726363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0
2016,1,107735635959,19885371085,18954341035,0,931030050,42422223,46813764977,0,0,38447388092,0,0,0,0,1579084865,0,0,731956219,235648498,0,107735635959,-30171011183,-7413182994,-8944910650,2277935020,-746207364,0,0,0,0,0,0,-20692211755,0,0,0,-2061616434,-4000000,0,0,77564624776,25239399962,0,25239399962,0,0,-18186552181,0,-18186552181,0,0,0,0,0,-45475961093,39141511464,15886408,-3115308849,-3099422441,0,36042089023,36042089023,0,-7641169164,-7641169164,0,28400919859,28400919859,0,0,0,0,0,0,0,0,0,0,28400919859,28400919859,0,0,0,0
2016,2,232522444506,108029010135,6648652789,0,101380357346,-42422223,43695590225,28817951253,0,46322187853,0,0,0,0,1574768726,0,0,1359240152,2766118385,0,232522444506,-60638105594,-17388558697,-67362040329,50715765681,-742284049,0,-11168717741,-22500000,0,0,0,-29812379596,0,0,0,-2245949560,0,0,0,171884338912,-22762705232,0,-22762705232,0,0,-32813453058,0,-32813453058,0,0,0,0,0,-43692476000,72615704622,54352309,-175001,54177308,0,72669881930,72669881930,0,-7609402744,-7609402744,0,65060479186,65060479186,0,0,0,0,0,0,0,0,0,0,65060479186,0,65060479186,0,0,0
2016,3,160986767116,17124717766,15857744224,0,1266973542,0,56655853531,24220048306,0,54354973326,0,0,0,0,1414264898,0,0,7011533736,205375553,0,160986767116,-51819887198,-9251845431,-7867421472,-869063957,-515360002,0,-1046873877,-3020545409,0,0,0,-34900307742,0,0,-2077439739,-1522875000,0,0,0,109166879918,43222447061,0,43222447061,0,0,-39815235229,0,-39815235229,0,0,0,0,0,-48036622121,64537469629,2877245243,-10876,2877234367,0,67414703996,67414703996,0,-13229546091,-13229546091,0,54185157905,54185157905,0,0,0,0,0,0,0,0,0,0,54185157905,54185157905,0,0,0,0
2016,4,164303380356,15124665312,12350097963,0,2774567349,0,61478509504,25157956269,0,49510986294,0,0,0,0,1540754869,0,0,11320817626,169690482,0,164303380356,-53346191779,-19203320012,-14803943791,-3954730990,-444645231,0,-2314116985,-1800011295,0,0,0,-27161845618,0,0,-2146897869,-720000000,0,0,0,110957188577,35299033957,0,35299033957,0,0,-28322039072,0,-28322039072,0,0,0,0,0,-67485861158,50448322304,594893016,-252917,594640099,0,51042962403,51042962403,0,-12963620731,-12963620731,0,38079341672,38079341672,0,0,0,0,0,0,0,0,0,0,38079341672,38079341672,0,0,0,0
2017,1,258395190826,62521935892,49551933188,9380860673,3589142031,42747648863,64405649219,28490796291,0,56924013468,0,0,0,0,1487296214,0,0,1735703975,82146904,0,258395190826,-37327543630,-4521621004,-7855582446,3495121129,-161159687,0,0,0,-4476309469,0,-409424770,-25750969985,0,136811748,0,-2268346418,-37683732,0,0,221067647196,1541312042,0,1541312042,0,0,-45373118326,0,-45373118326,0,0,0,6974149739,0,-53597132424,130612858227,143410112,0,143410112,0,130756268339,114401257927,16355010412,-24592100627,-22715928493,-1876172134,106164167712,106164167712,0,0,0,0,0,0,0,0,0,0,106164167712,106164167712,0,0,732,0
