Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,4,60636631352,16548742265,17042608488,-6948727427,0,-2573171855,11641417866,0,96347500712,59154992423,-19035979619,60020995916,199822533,-9261657034,-5300069991,-80815715,-483158168,181561631057,-50712674489,448069372,-4966760000,105708260000,0,0,2573171855,53050066738,118128000000,0,435806022527,-662585839903,0,-48834702897,0,-157486520273,77125177522,148967258871,-2414543580,223677892813
2010,1,49519658217,17164247047,-5456932412,3772368000,0,-140575199,11731044295,0,76589809948,-4028530467,-69093214936,2096449521,1080777849,-12014763542,-11196379896,0,-7330139079,-23895990602,-32180749870,65000000,0,0,0,0,135510378,-31980239492,126960000000,0,125623656432,-310942260245,0,-25850000,0,-58384453813,-114260683907,209967674177,583242313,96290232583
2010,2,81122776020,18105427340,102999202,0,0,-1764701446,10856410051,0,108422911167,33465308265,-22312274445,5749682754,-242303333,-10576840921,-9935278731,764950000,-281859597,105054295159,-18540297132,0,-53063696835,1110045693,0,0,2092401446,-68401546828,0,0,199768699703,-196687243762,0,0,0,3081455941,39734204272,96290232583,-31394103,135993042752
2010,3,75445642515,18824683365,9701814225,2427328000,0,-4137829345,10945421716,0,113207060476,-2825962354,-67720354368,50087485319,-5758842715,-7958723055,-8608529716,-187658950,-4370568740,65863905897,-16573803549,5064821,-8000000000,2059745398,0,0,4989802944,-17519190386,0,0,290118585367,-304460880920,0,0,0,-14342295553,34002419958,135993042752,-990053539,169005409171
2010,4,66792913131,19590870240,-6051036055,2782985278,0,-4578232609,11239407030,0,89776907015,-69373486244,-143217697992,105490426063,-2512629472,-14669008154,-5232641953,-419645050,3378860699,-36778915088,-42456199790,90389724,26366440420,9264493160,0,10000000,1757811458,-4967065028,0,-32725310618,577582823917,-547105876631,0,0,0,-2248363332,-43994343448,169005409171,1408328607,126419394330
2011,1,107886819095,20032438637,0,0,0,-8313697610,15252159206,0,134857719328,134807566953,140467961147,-280115569091,719773862,-15252159206,-30445577242,0,-8290561724,76749154027,-32336013390,0,-2000000000,756412548,0,0,9930085727,-23649515115,0,-4171904737,454158966615,-367771114251,0,0,0,82215947627,135315586539,126419394330,1841118970,263576099839
2011,2,150448223087,20462309936,13351946493,156173310,0,1095487190,17981680821,0,203495820837,-313385106280,-217589730016,201106342177,-22985114116,-17981680821,-15385457678,89350000,-1770234106,-184405810003,-18670819390,14979459,-35113065763,1948425019,0,0,-1198844497,-53019325172,0,-1316000000,550703874619,-508162427045,0,0,0,41225447574,-196199687601,263576099839,-1094704073,66281708165
2011,3,106366638579,21463176573,19735421289,0,0,-2169618979,15941668613,0,161337286075,-124594800707,4436472966,131564824894,-2075495646,-15941668613,-13274645247,959761260,814773778,143226508760,-2807707896,0,0,42718378182,0,0,645339881,40556010167,0,0,634920106466,-758126655833,0,0,0,-123206549367,60575969560,66281708165,-22779846,126834897879
2011,4,91988090139,21445806852,10756521296,4526707754,0,-4171428654,18321052353,0,142866749740,93164390949,-110443999762,-79517059523,-4100571975,-34624134589,-762426053,1989508810,-2528044398,6044413199,-20138840473,13500000000,8057500000,20990638889,0,0,4171428654,26580727070,0,0,719643224643,-476614126547,0,-68915736000,0,174113362096,206738502365,126834897879,85334322,333658734566
2012,1,64680186874,20685507877,0,0,0,1115386250,20387602422,0,106868683423,-43003432434,-81274530704,6241775589,-1684527271,-21257888884,-837285600,1556512000,-17199551019,-50590244900,7342999019,0,0,0,0,0,-1115386250,6227612769,0,0,308145132791,-552344136917,0,0,0,-244199004126,-288561636257,329424956877,437008904,41300329524
