Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2009,4,2145385152139,544802365721,42165736954,502636628767,978898115349,987070637349,-8172522000,621465878192,624691830518,0,0,0,0,-3225952326,42544234,42544234,0,176248643,0,0,80869824,0,0,95378819,0,0,0,902578944127,48912641147,34217373296,54237441354,-20020068058,0,0,0,14640221973,19520295963,-4880073990,55045878,0,0,0,847666302980,18000000000,372983409999,456682892981,0,6000000000,0,0,6000000000,0,3047964096266,1058592512894,590678169999,0,540913367359,1040668439,38496581106,3182666713,0,7044886382,0,0,0,0,11086305678,10843019449,243286229,0,456828037217,153472672653,0,207056763690,96298600874,0,0,1989371583372,1985521450298,672184400000,1104116030642,0,0,8009310605,10458867357,52294336782,26147168392,112311336520,3850133074,3850133074,0,3047964096266
2010,1,2502486775970,610056371725,92556371725,517500000000,1108115877486,1116632230886,-8516353400,783641440766,786316226426,0,0,0,551166666,-3225952326,59203234,59203234,0,613882759,168195580,0,127454645,0,0,318232534,0,0,0,804419107501,47551918220,33588661467,54299104081,-20710442614,0,0,0,0,0,0,13963256753,0,0,0,750867189281,0,492380909999,258486279282,0,6000000000,0,0,6000000000,0,3306905883471,1251075542673,759827028283,0,701899991861,9464787540,43541891501,3213327946,0,1707029435,0,0,0,0,16771441392,2426028371,283424747,0,474477072998,166574518869,0,208282832782,99619721347,0,0,2055654658317,2055654658317,691133400000,1104116030642,0,0,11701201397,11423163951,57115819750,28557909876,151607132701,0,0,175682481,3306905883471
2010,2,2625678180656,1145145929846,82008329846,1063137600000,568939839954,577970898154,-9031058200,911318696009,924629272290,0,0,0,0,-13310576281,16974741,16974741,0,256740106,0,0,88008850,0,0,168731256,0,0,0,1034668802737,34100299980,32899094011,54298794081,-21399700070,0,0,0,0,0,0,0,0,0,0,981392302980,60000000000,150046999999,771345302981,0,19176199777,13176199777,0,6000000000,0,3660346983393,1618619266881,878388754596,0,821448304123,0,45874291377,4348666661,0,2814243991,0,0,0,0,226496718199,2521028371,270806287,1275879700,513733794086,178795287315,0,232042928872,102895577899,0,0,2041727716512,2041727716512,672184400000,1104116030642,0,0,12836024397,12602310642,63011553207,31505776604,145471621020,0,0,0,3660346983393
2010,3,2676686029594,393825010693,46496181072,347328829621,1400117202958,1412141320501,-12024117543,882018702952,890742602308,0,0,0,0,-8723899356,77900600,77900600,0,647212391,0,0,105581841,0,0,541630550,0,0,0,1030153770763,33918399011,32282200286,54371542081,-22089341795,0,0,0,0,0,0,1636198725,0,0,0,977791183075,60000000000,520505580199,397285602876,0,18444188677,0,0,0,18444188677,3706839800357,1684345831998,882566824108,0,824243399634,12733371030,39192178068,4435800336,0,1962075040,0,0,0,0,245907004981,2521028371,273221691,0,555872002909,193369485940,0,256199754965,106302762004,0,0,2035816677024,2035816677024,672184400000,1104116030642,0,0,18732461319,13732834039,68664170192,34332085097,124054695735,0,0,0,3720162509022
2010,4,2512498116003,836432234938,836432234938,0,791181715317,805257245082,-14075529765,884621130260,887917158242,0,0,0,4794665234,-8090693216,32539955,32539955,0,230495533,72182442,0,0,0,0,158313091,0,0,0,1155265113897,36616088293,31728332446,54506740080,-22778407634,0,0,0,0,0,0,4887755847,0,0,0,1099512591295,0,186535219163,913646477406,-669105274,19136434309,13074730309,0,6061704000,0,3667763229900,1512953139541,920169742390,0,826636936945,4077065931,36118970695,6896121315,0,41252419745,5188227759,0,0,0,19723669506,2544388951,267113077,1268319307,573059727645,191583232390,0,272753481232,108723014023,0,0,2119540913281,2119540913281,672184400000,1104116030642,0,0,20354044018,14618670958,73359966219,36546677394,198361124050,0,0,35269177077,3667763229899
2011,1,3083429726630,743020471474,48103506474,694916965000,1136966087523,1152319398111,-15353310588,1203018841975,1212315972185,0,0,0,1641065374,-10938195584,59183655,59183655,0,365142003,72182442,0,0,0,0,292959561,0,0,0,1115735767609,31103411217,31103411217,54536922780,-23433511563,0,0,0,0,0,0,0,0,0,0,1059185078254,0,196407478361,863446705167,-669105274,18322353802,12322353802,0,6000000000,0,4199165494239,1962315654552,1325028949553,0,1058164900762,22717612174,20473086836,4127087672,0,2243556984,4602883595,0,0,0,21629441357,2667874827,267113077,17666965735,615657263642,212557960723,0,289896972692,113202330227,0,0,2201727518426,2201727518426,672184400000,1104116030642,0,0,36951958277,15761370627,79073464562,39403426565,254236867753,0,0,35122321261,4199165494239
2011,2,3010476165759,736490140608,41075913666,695414226942,1011220967632,1031034931162,-19813963530,1261569146409,1269849270581,0,0,0,421368559,-8701492731,100195562,100195562,0,1095715548,62606801,0,0,0,0,1033108747,0,0,0,1146609688452,30504448004,30504448004,54593059080,-24088611076,0,0,0,0,0,0,0,0,0,0,1090839044345,0,212525832019,884661131459,-6347919133,17718301552,11718301552,0,6000000000,0,4157085854211,1912374920265,1260422966137,425880000,1165994697288,16859299847,11826614468,5141182158,0,55074547901,5100744475,0,0,0,23983294882,2752559169,198809272,1008078270,627968659246,214740662538,0,296675157375,116552839333,0,0,2209872750319,2209872750319,672184400000,1104116030642,0,0,37390924845,16971590047,85124561663,42428975116,251656268006,0,0,34838183627,4157085854211
2011,3,3161770784196,1251396430824,61577269618,1189819161206,692339236533,717426107121,-25086870588,1217162459370,1227988951938,0,0,0,2146215064,-12972707632,100195562,100195562,0,772461907,4744110,0,0,0,0,767717797,0,0,0,1163705834773,29967046690,29926200557,54670473780,-24744273223,0,0,0,40846133,41715200,-869067,0,0,0,0,1106317530879,0,233642431930,875581136938,-2906037989,16971563656,10971563656,0,6000000000,0,4325476618969,2000862284742,1313925872118,425880000,1130712688450,10194375662,21214341644,8033041628,0,41679836817,5338987271,0,0,0,27382971640,2779266381,225351695,1044106735,659553440984,228714820553,0,310220403263,120618217168,0,0,2289640298158,2289640298158,1008276580000,768023850642,0,0,33573207604,18247513826,91499809880,45618784565,324400551641,0,0,34974036069,4325476618969
2011,4,2953556581083,1477184661700,10395621298,1466789040402,441730446507,465770701918,-24040255411,1034304053791,1047526599506,0,0,0,2344036240,-15566581955,69217203,69217203,0,268201882,0,0,0,0,0,268201882,0,0,0,1122429104564,45369415410,29271905513,54181487588,-24909582075,0,0,0,38238932,41715200,-3476268,16059270965,0,0,0,1060834546690,0,251554078304,816253899952,-6973431566,16225142464,10225142464,0,6000000000,0,4075985685647,1788570294459,1081061212735,0,904687675875,4490085157,18227650886,7704872128,0,41276952840,5565363969,0,0,0,16729294973,2747351784,192273604,1069422211,690779786751,222837562427,0,344628112228,123314112096,0,0,2252785242919,2252785242919,1008276580000,768023850642,0,0,32370699318,19232357227,96424026884,48080893067,280376835781,0,0,34630148269,4075985685647
2012,1,3139429344576,918018257070,7552317070,910465940000,982777095015,1003006465756,-20229370741,1238125754279,1254033968136,0,0,0,466861401,-16375075258,69217203,69217203,0,439021009,0,0,0,0,0,439021009,0,0,0,1137563039650,28960478739,28924847008,54494772588,-25569925580,0,0,0,35631731,41715200,-6083469,0,0,0,0,1075278772271,0,264164185846,816253899952,-5139313527,15478722856,9478722856,0,6000000000,0,4276992384226,1911290320775,1180577378910,0,1111252888405,160189176,18051375196,4887591231,0,41234756875,4990578027,0,0,0,16614197031,2614250226,192273604,1087425827,714098744834,247147065750,0,338017359569,128934319515,0,0,2330688768560,2330688768560,1008276580000,768023850642,0,0,33280284157,20534096901,102932725255,51335242252,346305989353,0,0,35013294891,4276992384226
