Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,91873277187,-95016247029,-7222787741,-94295636,-725500000,17268552494,-16862032469,1155153747,-10779033194,-1384135501,181393636,0,0,-19000000000,11500000000,408287009,-8294454856,31634497020,-1500000000,700000000,-929260000,0,-3656177900,0,26249059120,7175571070,6251836978,15749416,13443157464
2007,0,117901953234,-105380884338,-9070105657,-33496057,-1164475823,41616740706,-41152859573,0,2716872492,-59982300,0,-5248088750,6422500,-19600000000,27100000000,886135555,3084487005,47140000,0,0,-93481000,0,-6106975000,0,-6153316000,-351956503,13443157464,59231,13091260192
2008,0,213959539223,-171676714301,-11566750668,-31336734,-105861436,96099179305,-88581044722,0,38097010667,0,0,-124640549676,94872610636,0,0,4883277468,-24884661572,57315325000,0,0,-586962000,0,-11849925000,0,44878438000,58090787095,13091260192,41097290,71223144577
2009,0,267020872513,-224146094417,-18137647536,-34493497,0,84504058765,-100063161511,0,9143534317,0,0,-6688274000,3263233567,0,0,1775304833,-1649735600,0,0,0,0,0,-4982405000,0,-4982405000,2511393717,71223144577,-993721153,72740817141
2010,0,335621613154,-302158048031,-22886056921,-97107952,-15888686011,43483101145,-41718443209,14678419816,-3643627825,-14861175827,0,0,866972160,-30608000000,0,681617694,-43920585973,23250000,0,10000000000,-10067405000,0,-8014161000,0,-8058316000,-55622529798,72740817141,-80578480,17037708863
2011,0,470018832190,-364790862829,-30166311547,-32938060,-6318981018,41484188540,-73829945579,6260462115,36363981697,-7801522342,21100000,0,0,0,2150474497,4347814566,-1282133279,0,0,1460000000,-1646962000,0,-33011080000,0,-33198042000,1883806418,17037708863,85577166,19007092447
2012,0,512334347703,-374002155605,-37567977839,-153380038,-2223334913,43071801698,-60978963919,8973988961,80480337087,-19245376773,260000000,-6168000000,1800000000,-144000000,0,2752772152,-20744604621,0,0,13305434000,-13492396000,0,-28893700000,0,-29080662000,30655070466,19007092447,-4998686,49657164227
2013,0,554251241262,-423791896652,-53584151716,-6801044,-3642571538,26110846178,-63875714520,9226563218,35460951970,-8012845150,1818182,-1785750500,5400780500,-1006325000,0,4789815010,-612506958,0,0,0,-186968000,0,-30103563500,0,-30290531500,4557913512,49657164227,-92799211,54122278528
2014,0,723115089052,-507967971866,-63055197064,-530069969,-1870569425,39192110921,-80298106580,0,108585285069,-32702404864,140000,0,236749895,-374546421110,0,6788570656,-400223365423,329231825000,-102270000,182865963833,-160041963833,0,-15423108000,0,336530447000,44892366646,54122278528,8567644,99023212818
2015,0,1165377002753,-789597093050,-112657216444,-8012447914,-29763868532,98420585565,-190715223689,40526572636,133051738689,-101353899676,205990909,0,1413953964,-175794735198,0,4589462292,-270939227709,0,-20000000,470184970404,-301445377308,0,-61173378000,0,107546215096,-30341273924,99023212818,-4442010,68677496884
2016,0,1403564114568,-792544848535,-140823710858,-12197466595,-18282522405,54313047972,-161213725250,58307734929,332814888897,-41469580913,4807272,0,0,0,0,4357029074,-37107744567,0,-20000000,261577620962,-405713773833,0,-42636006500,0,-186792159371,108914984959,68677496884,-44316521,177548165322
