Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,1875879411,1728288429,0,-12981396,0,0,838755520,0,4429941964,43297173378,-8762280567,-8983588974,582560445,-825774124,0,0,-30396991885,-658959763,-1677142823,0,0,0,0,0,0,-1677142823,0,0,8261643476,-11582838289,0,0,0,-3321194813,-5657297399,11505414059,0,5848116660
2010,2,7209744066,3675186633,1207730750,-812839450,0,0,-366881821,0,10912940178,-2415281138,-69232744224,52449148783,-3369637422,366881821,-147021448,30896855818,0,19461142368,-24343965051,1626863,0,0,0,13300000000,-1214092688,-12256430876,13442650000,0,22596966853,-30370215104,0,-9196940700,0,-3527538951,3677172541,5848116660,0,9525289201
2010,3,8686254126,5582592118,-1759595000,-55076619,0,0,2509592694,0,14963767319,24805044848,-18718782311,48559323649,-7757592047,-2509592694,-1386013924,0,-36707254536,21248900304,-1865458358,0,0,0,-1329592000,0,0,-3195050358,1540000,0,19028282061,-30861910670,0,0,0,-11832088609,6221761337,11505414059,0,17727175396
2011,1,-2761624292,1361664599,0,-6486955975,0,0,1295297226,0,-6591618442,98392493781,-16418811020,-55207774031,5326472665,0,-877462900,-1295297226,-24748231833,-1420229006,-215000000,0,0,0,0,3242989620,0,3027989620,0,0,2800000000,-7448426129,0,0,0,-4648426129,-3040665515,11715447794,0,8674782279
2011,2,6708685700,1419824787,66457293,6486955975,0,0,1555626137,-326631631,15910918261,6253571073,-44811913276,-36629209633,-4944038812,-2400491205,-1851654035,1295297226,24748231833,-42429288568,-20859091,0,0,0,0,-2916357989,0,-2937217080,0,0,92967455168,-38564665422,0,-57351000,0,54345438746,8978933098,8674782279,6691709,17660407086
2011,3,-11263469069,583767527,-628813786,0,0,130315952,-593614713,5349740167,-6422073922,197610729712,1469952760,-169083020137,20651227075,2519482825,-1087604090,-378954706,-64406332689,-19126593172,4099979024,0,18657423500,-18657423500,0,3242989620,-130315952,7212652692,0,0,26277391337,-21315704169,155365694,5245480000,0,10362532862,-1551407618,11807347721,725658,10256665761
2011,4,15331826822,738211527,-47947893,-16272589445,0,-130315952,3256408799,-5520101939,-2644508081,-135824417209,90250505395,91970320267,-21431026027,-5632709069,1087604090,378954706,50081778501,68236502573,-4186227032,0,-18657423500,18657423500,0,-326631631,130315952,-4382542711,0,0,20381829767,-78462380160,-155365694,-13575930300,0,-71811846387,-7957886525,16109725126,-7417367,8144421234
2012,1,2698454353,403121679,-13287300,0,0,0,663465594,0,3751754326,32159760643,6512501168,-5800058107,-384528803,-663465594,0,-663465594,-25705095941,9207402098,-575000000,0,0,0,-2314010648,0,0,-2889010648,0,0,4967845067,-9102610500,0,0,0,-4134765433,2183626017,8144421234,0,10328047251
2012,2,-10906593435,2083165226,23960691,0,0,0,1273847280,-143960095,-7669580333,754813829,1394124132,-24514783838,538240751,-1273847280,-115282717,663465594,24825666850,-5397183012,0,0,0,0,2314010648,0,66715767,2380726415,0,0,9522698313,-11948182176,0,-303881250,0,-2729365113,-5745821710,10328047251,0,4582225541
2012,3,2306202723,1122146168,642613692,-279756348,0,0,1060460973,207571536,5059238744,-6847852599,4071140125,-5345007132,102403850,-1060460973,-68472735,1621738328,879429091,-1587843301,0,0,-4314010648,0,0,0,-66715767,-4380726415,0,0,12285407546,-7007006788,0,303881250,0,5582282008,-386287708,4582225541,0,4195937833
