Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,36051561255,12272518905,0,470916497,0,-8386915360,17144819,0,40425226116,-8066141344,61034240,-1462919016,-864445462,-17144819,-1991910458,114400000,-1347969180,26850130077,-51156390423,282750909,-22415499617,5242468000,-8065750000,820000000,7292644530,-67999776601,73115462000,0,0,-500000000,0,-10193339000,0,62422123000,21272476476,8048722190,160781856,29481980522
2009,0,33434930677,11946450249,206074029,1038858313,0,-5898113871,112453114,0,40840652511,-3128229820,59229800,-10856427810,564403649,-112453114,-1207819054,126909947,-2804057360,23482208749,-25118289428,824761905,-6010000000,20095000000,0,0,3698189727,-6510337796,0,0,1088000000,-25565010377,0,-12263611300,0,-36740621677,-19768750724,29481980522,168869727,9882099525
2010,0,34185899307,16326328255,155280758,1007790327,0,-2370332224,739554534,0,50044520957,-3939695216,-15034115,12281182343,23084267,-694451314,-5165690949,2788032000,-2046771239,53275176734,-37485837296,209484273,0,8418790000,0,0,2782660815,-26074902208,30764334545,0,0,-4089639469,0,-10119987100,0,16554707976,43754982502,9882099525,672969355,54310051382
2011,0,36125568245,19655140008,838176351,736199760,0,-4569714627,2198612902,0,54983982639,-1384933057,-21334083,-8919226279,-22124018592,-2156507478,-269884612,-202663496,-5021817843,14883597199,-20245576417,300000000,0,0,-13500000000,0,4472378123,-28973198294,0,0,14000000000,-19129280459,0,-18472194160,0,-23601474619,-37691075714,54310051383,154924062,16773899731
2012,0,46727836473,13884154095,1881054068,-153709830,0,-3692462261,1781952438,0,60428824983,-33666027655,-29838938,9884872794,1481441165,-1805046935,-1740754674,2905000,-4222269996,30334105744,-30442922902,1020084527,0,0,0,0,2512563661,-26910274714,0,0,76700165164,-60872439484,0,-7714412300,0,8113313380,11537144410,16773899731,153709830,28464753971
2013,0,47532217136,16258879783,-164569719,-13599294,0,-3153104131,4684653790,0,65144477565,6122651703,9495197,7646047673,-855278717,-4689089892,-2628907574,0,-4812658962,65936736993,-65018121139,1381818182,0,0,0,1500000000,2506937847,-59629365110,0,0,138424781685,-131599730834,0,-16366736100,0,-9541685249,-3234313366,28464753971,13599294,25244039899
2014,0,50322403709,20412821694,484060316,-13687115,0,-2780928190,5716758064,0,74141428478,-17032207846,-220022725,3045104975,1366976219,-5698416026,-2968942643,0,-5260888481,47373031951,-99903654390,450000000,0,0,0,1899450000,1671785262,-95882419128,0,0,248286187662,-149616680947,0,-18125320130,0,80544186585,32034799408,25244039899,13687115,57292526422
2015,0,54010303600,23663597035,239336640,-51198048,0,-3406645162,9572733069,0,84028127134,1397332262,-152803454,29033804137,5407063423,-9572733069,-2376365608,0,-3555201967,104209222858,-184489826635,18700000,0,0,0,1200000000,4007084051,-179264042584,0,0,251598580532,-155298043199,0,-21165559350,0,75134977983,80158257,57292526422,51198048,57423882727
2016,0,69619817455,32418895613,-398392369,-19866563,0,-3713749727,19485286125,0,117391990534,-7692006103,337123528,48788155283,-11906251652,-19519111191,-3618760467,24020000,-4869425339,118935734593,-84293428983,0,0,0,0,2787300000,3738629005,-77767499978,0,0,156066919687,-133297602238,0,-21041617715,0,1727699734,42895934349,57423882727,19866563,100339683639
2017,0,85014049490,45560501408,-1201160830,2602441,0,-4625313361,18918426845,0,143669105993,-1924393101,-343167522,44711671118,280170633,-19151012850,-9413626680,21175000,-3639489558,154210433033,-76579464393,265000000,0,0,0,0,4098609627,-72215854766,0,0,280391697539,-254069469037,0,-30829861125,0,-4507632623,77486945644,100339683639,-2602441,177824026842
2018,0,123378267763,48833791522,166094038,-54541966,0,-3865104382,21069906458,0,189528413433,-19407075469,120722515,35319789075,-24330711924,-21097531643,-10817957881,24050000,-5551506678,143788191428,-70483005264,0,0,0,0,0,3617778435,-66865226829,0,0,266236330557,-323641543970,0,-48817190380,0,-106222403793,-29299439194,177824026842,54541966,148579129614
2019,0,151694304455,52094852571,229022726,3874584,0,-6409277235,19710482931,0,217323260032,-1645703087,-299311996,19930396777,543848150,-17858902191,-12121103530,16680000,-6792269808,199096894347,-73417760000,418072727,0,0,0,0,6309077113,-66690610160,0,0,215533212531,-250311152146,0,-31403180835,0,-66181120450,66225163737,148579129614,-3874584,214800418767
