disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2010-06-01,stockAlert,listedUpcom,Ngày giao dịch đầu tiên trên UPCoM,2010-06-04,2011-07-28,,Ngày giao dịch đầu tiên trên sàn UPCOM,,,,
2010-08-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2010-08-16,2010-09-15,2010-09-15,Cổ tức đợt 1/2010 (700 đ/cp),700,7,1,2010
2010-09-23,investorRight,KINDDIV,Cổ phiếu thưởng,2010-09-29,2010-10-01,,Tỷ lệ 10:3,,30,,
2010-09-23,investorRight,ISSUE,Phát hành thêm,2010-09-29,,,Bán ưu đãi tỷ lệ 10:3 với giá 20.000 đ/cp,,41.88,,
2011-03-17,investorRight,MEETING,Họp cổ đông,2011-03-23,,,ĐHCĐ thường niên 2011,,,,
2011-05-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-05-27,2011-06-15,2011-06-15,Cổ tức năm 2010 (1.300 đ/cp),1300,13,,2010
2011-06-24,investorRight,POLL,Lấy ý kiến cổ đông,2011-07-04,,,Lấy ý kiến cổ đông bằng văn bản v/v niêm yết cp,,,,
2011-07-26,stockAlert,delistedUpcom,Hủy niêm yết trên UPCoM,2011-07-29,,,Hủy niêm yết trên UPCOM,,,,
2011-09-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-09-21,2011-10-03,2011-10-03,Cổ tức năm 2011 (1.000 đ/cp),1000,10,,2011
2011-10-12,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2011-10-26,,,Giá tham chiếu 29.000đ/cp,,,,
2012-03-02,investorRight,MEETING,Họp cổ đông,2012-03-13,2012-04-12,2012-04-12,ĐHCĐ thường niên 2012,,,,
2012-04-26,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-05-08,2012-05-21,2012-05-21,Cổ tức đợt cuối năm 2011 (900 đ/cp),900,9,,2011
2012-12-07,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-12-26,2013-01-21,2013-01-21,Cổ tức đợt 1.2012 (1.000 đ/cp),1000,10,1,2012
2013-03-04,investorRight,MEETING,Họp cổ đông,2013-03-13,2013-04-25,2013-04-25,Đại hội đồng cổ đông thường niên năm 2013.,,,,
2013-08-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-09-06,2013-10-01,2013-10-01,Trả cổ tức đợt cuối năm 2012 (1.000 đ/cp),1000,10,,2012
2013-12-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-12-23,2014-01-10,2014-01-10,Tạm ứng cổ tức đợt 1.2013(1000đ/cp),1000,10,1,2013
2014-03-04,investorRight,MEETING,Họp cổ đông,2014-03-18,2014-04-18,2014-04-18,Đại hội đồng cổ đông thường niên 2014,,,,
2014-05-27,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-06-05,2014-06-25,2014-06-25,Trả cổ tức đợt 2/2013 (1200đ/cp),1200,12,2,2013
2014-08-04,investorRight,KINDDIV,Cổ phiếu thưởng,2014-08-13,2014-08-15,,Tỷ lệ 100:50,,50,,
2014-10-03,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-10-13,,,Số lượng 4.115.989 cp,,,,
2014-11-20,investorRight,POLL,Lấy ý kiến cổ đông,2014-11-27,,,Vv: Bổ sung ngành nghề kinh doanh,,,,
2015-01-28,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-02-05,2015-03-05,2015-03-05,Trả cổ tức đợt 1/2014 (1.000đ/cp),900,9,1,2014
2015-02-11,investorRight,MEETING,Họp cổ đông,2015-03-03,2015-04-10,2015-04-10,ĐHCĐ thường niên năm 2015,,,,
2015-06-03,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-06-10,2015-07-06,2015-07-06,Trả cổ tức đợt 2.2014 (700đ/cp),1500,15,2,2014
2016-01-12,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-01-28,2016-02-26,2016-02-26,Trả cổ tức đợt 1/2015 (1000 đ/cp),1000,10,1,2015
2016-01-28,investorRight,MEETING,Họp cổ đông,2016-02-16,2016-03-15,2016-03-15,ĐHCĐ thường niên năm 2016,,,,
2016-05-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-05-24,2016-06-15,2016-06-15,chi trả cổ tức đợt 2 năm 2015 (700đ/cp),700,7,2,2015
2017-01-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-02-09,2017-02-28,2017-02-28,Cổ tức đợt 1 năm 2016 (1.000đ/cp),1000,10,1,2016
2017-02-14,investorRight,MEETING,Họp cổ đông,2017-03-03,2017-04-20,2017-04-20,ĐHĐCĐ thường niên năm 2017,,,,
2017-04-28,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-05-18,2017-06-06,2017-06-06,Trả cổ tức đợt 2 năm 2016 (1500đ/cp),1500,15,2,2016
2017-12-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-01-16,2018-03-07,2018-03-07,Trả cổ tức đợt 1/2017 (1500 đ/cp),1500,15,1,2017
2018-02-07,investorRight,MEETING,Họp cổ đông,2018-03-14,2018-04-19,2018-04-19,ĐHĐCĐ thường niên năm 2018,,,,
2018-05-22,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-06-14,2018-07-06,2018-07-06,Trả cổ tức đợt 2/2017 (1500 đ/cp),1500,15,2,2017
2018-11-15,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-12-10,2018-12-25,2018-12-25,Trả cổ tức đợt 1/2018 (1000 đ/cp),1000,10,1,2018
2019-03-05,investorRight,MEETING,Họp cổ đông,2019-03-27,2019-04-23,2019-04-23,Họp ĐHĐCĐ thường niên năm 2019.,,,,
2019-06-19,investorRight,KINDDIV,Cổ phiếu thưởng,2019-07-18,2019-07-19,,Tỷ lệ 100:50,,50,,
2019-06-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-07-18,2019-07-31,2019-07-31,Trả cổ tức đợt 2/2018 (2500 đ/cp),2500,25,2,2018
2019-06-24,schedEvent,schedIssue,Dự kiến phát hành,,,,Dự kiến phát hành để tăng vốn cổ phần từ nguồn vốn chủ sở hữu,,50,,
2019-08-20,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2019-09-09,,,"Số lượng 6,173,967 cp",,,,
2020-01-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-02-11,2020-02-25,2020-02-25,Trả cổ tức đợt 1/2019 (1500 đ/cp),1500,15,1,2019
2020-02-26,investorRight,MEETING,Họp cổ đông,2020-03-19,2020-04-16,2020-04-16,ĐHĐCĐ thường niên năm 2020,,,,
2020-06-01,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-06-17,2020-07-10,2020-07-10,Trả cổ tức đợt 2/2019 (1500 đ/cp),1500,15,2,2019
