Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,82230134496,-46645963306,-9000641312,-1588995423,-872504448,3238545072,-7826335747,0,19534239332,-57994642725,-45000000,0,1629450000,0,0,468919994,-55941272731,0,0,116437948696,-44364840094,0,0,0,72073108602,35666075203,21612764104,13687115,57292526422
2015,1,68761844496,-42896942353,-14281420007,-2612828824,-923907180,3296498026,-7523297936,0,3819946222,-13634964065,0,0,0,0,0,1410188689,-12224775376,0,0,30987860847,-39708510514,0,-12281708600,0,-21002358267,-29407187421,57292526422,0,27885339001
2015,2,96761317335,-40854077537,-7734894835,-3089858592,-33192696,1891519027,-7236790264,0,39704022438,-48304184312,0,0,0,0,300000000,213668091,-47790516221,0,0,57116300868,-38350186083,0,-3391624600,0,15374490185,7287996402,27885339001,0,35173335403
2015,3,88889934079,-41980128740,-10036085906,-3455185398,-691775951,12087879740,-6194507121,0,38620130703,-53776650219,0,0,0,0,450000000,1667656921,-51658993298,0,0,64874865688,-39131676408,0,-5288432240,0,20454757040,7415894445,35173335403,0,42589229848
2015,4,96236858097,-56979882510,-11654816205,137820562,-727489781,1271008180,-6218374848,23663597035,22065123495,-68774028039,18700000,0,0,0,450000000,715570350,-67589757689,0,0,98619553129,-38107670194,-203793910,0,0,60308089025,14783454831,42589229848,51198048,57423882727
2016,1,82931145318,-60650864739,-12279855300,-4936007561,-914728824,1762425650,-5464580018,7365954548,447534526,-15158562895,0,0,0,0,450000000,982354309,-13726208586,0,0,48583223789,-13217732734,0,-5909456700,0,29456034355,16177360295,57423882727,0,73601243022
2016,3,127663443661,-52017590875,-10852688300,-4845198813,-931898133,1501726851,-8639812852,0,51877981539,-26124203782,0,0,0,0,1450000000,1336265481,-23337938301,0,0,32886523686,-32232635941,0,-136302940,0,517584805,29057628043,43620799404,0,72678427447
2016,4,130782602149,-86424864985,-11045047700,-4697017123,-1019665679,6734250353,-14799459750,0,19530797265,-13457618130,0,0,0,0,437300000,612060229,-12408257901,0,0,50568727957,-30049877692,0,0,0,20518850265,27641389629,72678427447,19866563,100339683639
2017,1,116274043536,-52780925563,-15955724000,-4296050474,-928951299,6048893276,-10415975547,0,37945309929,-21130877115,291500000,0,0,0,0,234519334,-20604857781,0,0,29615997164,-84412275552,0,-12250994150,0,-67047272538,-49706820390,100339683639,0,50632863249
2017,2,0,0,0,0,0,0,0,0,45420827734,-21480836951,0,0,0,0,0,2389828015,-19091008936,0,0,65387923753,-23001353772,0,-18549382300,0,23837187681,50167006479,50632863249,0,100799869728
2017,3,152636664740,-74932396058,-11712071000,-4786428664,-2750262952,671792859,-10982488036,0,48144810889,-12107413811,0,0,0,0,0,285714906,-11821698905,0,0,111056527183,-41450359637,0,-29484675,0,69576682871,105899794855,100799869728,0,206699664583
