disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2017-12-07,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2017-12-07,2018-06-08,,Thời gian niêm yết dưới 6 tháng,,,,
2018-03-16,investorRight,MEETING,Họp cổ đông,2018-04-04,2018-04-26,2018-04-26,ĐHĐCĐ thường niên năm 2018,,,,
2018-04-10,schedEvent,schedDiv,Dự kiến cổ tức,,,,Trả cổ tức bằng tiền mặt năm 2017 (400đ/cp),400,4,,2017
2018-04-10,schedEvent,schedDiv,Dự kiến cổ tức,2018-09-11,2018-09-11,,Trả cổ tức bằng cổ phiếu năm 2017 tỉ lệ 100:4,,4,,2017
2018-05-04,stockAlert,noticed,Nhắc nhở,2018-05-03,,,Chậm nộp BCTN năm 2017 lần 2,,,,
2018-05-21,stockAlert,noticed,Nhắc nhở,2018-05-21,,,Vi phạm CBTT 3 lần trở lên trong 1 năm,,,,
2018-05-31,investorRight,POLL,Lấy ý kiến cổ đông,2018-06-04,,,V/v các vấn đề thuộc thẩm quyền của ĐHĐCĐ,,,,
2018-06-28,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-07-10,2018-07-20,2018-07-20,Trả cổ tức năm 2017 (400đ/cp),400,4,,2017
2018-08-24,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2018-09-11,2018-09-12,,"Trả cổ tức năm 2017, Tỷ lệ 100:4",,4,,2017
2018-10-17,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,,,,Số lượng 719788 cp,,,,
2018-10-22,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2018-11-05,,,Số lượng 719788 cp,,,,
2018-10-22,investorRight,MEETING,Họp cổ đông,2018-11-20,2018-12-18,2018-12-18,ĐHĐCĐ Bất thường lần 2 năm 2018,,,,
2018-12-20,schedEvent,schedIssue,Dự kiến phát hành,,,,"Dự kiến phát hành 9.359.894 cp cho CĐHH, tỷ lệ 2:1, giá 10.000 đ/cp",,50,,
2019-02-20,investorRight,MEETING,Họp cổ đông,2019-03-18,2019-04-17,2019-04-17,ĐHĐCĐ thường niên năm 2019,,,,
2019-06-11,schedEvent,schedIssue,Dự kiến phát hành,,,,Dự kiến phát hành 9359894 cp cho CĐHH với tỷ lệ 2:1,,50,,
2019-06-11,schedEvent,schedIssue,Dự kiến phát hành,,,,Dự kiến phát hành 10000000 cp cho các nhà đầu tư,,,,
2020-02-28,investorRight,MEETING,Họp cổ đông,2020-03-20,2020-04-15,2020-04-15,ĐHĐCĐ thường niên năm 2020,,,,
2020-06-11,investorRight,ISSUE,Phát hành thêm,2020-06-19,2020-08-25,,"Phát hành 9,359,894 cp cho CĐHH, giá 10000 đ/cp, tỷ lệ 100:50",,50,,
