date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,120346,0,0,24244,0,1030
2019-12-03,3640,0,0,185000,0,270
2019-12-04,9163,0,5000,140227,0,0
2019-12-05,114195,0,640,38935,0,0
2019-12-06,167555,0,0,13785,0,4840
2019-12-09,13177,0,0,165383,0,5100
2019-12-10,103730,26200,200,12140,0,0
2019-12-11,70350,0,0,36140,0,10000
2019-12-12,67467,0,0,41103,29733,0
2019-12-13,15210,0,0,292600,109000,0
2019-12-16,540,0,1990,289480,55000,0
2019-12-17,27050,0,0,312040,119000,0
2019-12-18,417686,135000,9120,774,0,0
2019-12-19,85520,0,3100,13800,0,0
2019-12-20,110,0,1000,219080,0,0
2019-12-23,21462,0,0,277588,0,8630
2019-12-24,123204,100000,0,128126,30000,0
2019-12-25,4928,0,1000,171812,0,0
2019-12-26,251120,0,470,15500,0,1760
2019-12-27,203845,0,0,44065,0,0
2019-12-30,171116,0,0,15614,0,0
2019-12-31,132516,0,0,9624,0,0
2020-01-02,140510,0,1500,14070,0,500
2020-01-03,44025,0,0,110305,0,5020
2020-01-06,57661,0,42420,54739,0,420
2020-01-07,49840,0,10100,38690,0,550
2020-01-08,73299,0,11000,65511,25000,0
2020-01-09,71682,0,0,24248,0,0
2020-01-10,62646,0,26200,33884,0,0
2020-01-13,46520,0,9360,32680,0,500
2020-01-14,79420,0,1150,9200,0,590
2020-01-15,108830,0,3450,31170,0,3600
2020-01-16,39260,0,0,45290,0,0
2020-01-17,86845,27000,0,83425,0,30
2020-01-20,90937,0,0,70953,0,0
2020-01-21,58580,0,0,82230,0,0
2020-01-22,46160,0,6000,36610,0,30
2020-01-30,103020,30000,11560,5460,0,0
2020-01-31,5538,0,0,63822,0,150
2020-02-03,35625,29870,0,98825,40000,2540
2020-02-04,81109,50000,1000,51461,30000,1200
2020-02-05,36485,0,0,58805,0,20
2020-02-06,34115,0,12500,40295,0,0
2020-02-07,23740,0,10000,57510,0,0
2020-02-10,49615,29940,0,11545,0,0
2020-02-11,38415,24700,0,33075,0,0
2020-02-12,78290,47000,0,43560,0,0
2020-02-13,8720,0,0,63980,0,3770
2020-02-14,2040,0,0,40870,0,0
2020-02-17,18705,0,0,17445,0,0
2020-02-18,1445,0,0,56935,0,5510
2020-02-19,2005,0,0,83515,25000,0
2020-02-20,16635,0,0,40165,0,0
2020-02-21,8260,0,0,90860,0,0
2020-02-24,23820,0,0,47010,0,0
2020-02-25,129976,50000,300,91714,45000,20000
2020-02-26,64585,50000,0,66425,40000,0
2020-02-27,46410,30000,5000,71910,0,0
2020-02-28,65358,0,8500,74752,0,15000
2020-03-02,47995,0,0,47755,0,0
2020-03-03,63905,40000,0,69355,30000,0
2020-03-04,99650,48000,0,62190,50010,10
2020-03-05,3939,0,18000,116381,77940,4000
2020-03-06,129420,60000,3800,84280,27960,16910
2020-03-09,27420,0,0,146310,90000,3120
2020-03-10,12630,0,10010,57150,0,0
2020-03-11,27480,0,4730,82620,0,6100
2020-03-12,5720,0,40,112220,60000,2700
2020-03-13,122415,66825,1000,194405,96575,0
2020-03-17,105700,24000,0,13260,0,0
2020-03-18,138340,0,6340,44510,0,1200
2020-03-19,126755,0,4250,46515,0,0
2020-03-20,90600,30000,0,42190,0,0
2020-03-23,20500,0,0,11340,0,0
2020-03-24,92430,0,0,55780,0,2000
2020-03-25,39940,0,10000,54810,0,0
2020-03-26,44485,0,0,18635,0,50000
2020-03-27,180,0,5000,12030,0,0
2020-03-30,3630,0,1000,35200,0,3600
2020-03-31,1735,0,0,3215,0,0
2020-04-01,4625,0,0,10205,0,0
2020-04-02,7415,0,0,7415,0,0
2020-04-03,4184,0,0,21596,0,0
2020-04-06,12921,0,0,11999,0,2000
2020-04-07,107550,0,0,49940,0,0
2020-04-08,9350,0,2790,27150,0,0
2020-04-09,11230,0,0,17560,0,0
2020-04-10,154500,50000,1000,62660,30000,0
2020-04-13,12865,0,0,44555,0,0
2020-04-14,108045,0,0,79905,25100,970
2020-04-15,27360,0,0,9100,0,0
2020-04-16,164900,0,5540,100520,0,40160
2020-04-17,152805,0,7980,105325,0,3600
2020-04-20,226560,35000,0,82100,0,0
2020-04-21,119225,0,0,61745,0,5890
2020-04-22,111630,0,0,25080,0,22620
2020-04-23,68680,25700,0,58370,0,2100
2020-04-24,38550,0,800,97800,0,0
2020-04-27,26265,0,100,76575,0,710
2020-04-28,4205,0,0,35705,0,160
2020-04-29,33445,0,0,14145,0,700
2020-05-04,166075,83390,0,25,0,8100
2020-05-05,95560,42250,0,10,0,1160
