Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2014,4,115268560526,0,0,0,0,0,0,0,0,37098181129,0,272727,8784545455,0,1675687488,42233736073,603427512,0,24872710142,0,115268560526,-95419919532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19848640994,0,0,0,0,0,0,0,0,0,0,0,0,0,-11023799231,8824841763,0,0,0,0,8824841763,0,0,0,0,-2663892000,6160949763,6160949763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,48691956109,0,0,0,0,0,0,0,0,20312612927,0,0,670000000,0,1273746702,2871803751,767961191,0,22795831538,0,48691956109,-40209037444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8482918665,0,0,0,0,0,0,0,0,0,0,0,0,0,-7168974548,1313944117,31472727,-1400000,30072727,0,1344016844,0,0,0,0,0,1344016844,1344016844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,97108016782,0,0,0,0,0,0,0,0,25355090762,0,0,812613636,0,1627705556,25068119349,862971310,0,43381516169,0,97108016782,-73499669242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23608347540,0,0,0,0,0,0,0,0,0,0,0,0,0,4337493885,27945841425,-1399846,1400000,154,0,27945841579,0,0,0,-1138500000,0,26807341579,26807341579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,73108290688,0,0,0,0,0,0,0,0,29529059449,0,65280201,1137272727,0,1910654337,5792620588,998435959,0,33674967427,0,73108290688,-63420024009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9688266679,0,0,0,0,0,0,0,0,0,0,0,0,0,-7111100329,2577166350,383,0,383,0,2577166733,0,0,0,0,0,2577166733,2577166733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,171821901027,0,0,0,0,0,0,0,0,35553949352,0,0,3875431817,4135,2010601042,71576796637,739902079,0,58065215965,0,171821901027,-117072975195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54748925832,0,0,0,0,0,0,0,0,0,0,0,0,0,-76838769713,-22089843881,617560969,0,617560969,0,-21472282912,0,0,0,0,0,-21472282912,-21472282912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,87457297123,13980865723,11352827823,0,2628037900,0,36519808780,0,0,28293822815,0,0,6258181818,0,1548327145,0,0,0,856290842,0,87457297123,-45030487577,-33368239940,-33323002291,0,-45237649,0,0,0,15998815746,0,-647850687,-25933671280,0,-706680,0,-1477492664,-1101615095,1500273023,0,42426809546,2224867603,0,2224867603,0,0,-23582230203,0,-15211494920,0,0,-8370735283,0,-959238221,-8973946822,11136261903,0,-9240,-9240,0,11136252663,11136252663,0,0,0,0,11136252663,11136252663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,110886545907,7525054986,943552996,0,6581501990,0,41288122799,6188934085,0,34246928942,1003511219,0,15436363636,0,1906080379,0,0,0,3291549861,0,110886545907,-68638201498,10341768642,-14338017030,24707248765,-27463093,0,-11588179949,0,-15998815746,0,-795308313,-38659940441,0,706680,0,-2061463540,-8050980816,-1825988015,0,42248344409,4271086066,0,4271086066,0,0,-28575335517,0,-33963924421,0,0,5388588904,0,303938169,-18249283179,-1250052,0,0,0,0,-1250052,-1250052,0,0,0,0,-1250052,-1250052,0,0,0,0,0,0,0,0,0,0,0,1250052,-1250052,0,0,0
2016,3,149583590415,10673883010,9475302700,0,1198580310,0,49797559528,0,0,45786051752,8681900,0,0,0,1857170043,0,0,7987272727,33472971455,0,149583590415,-107764849679,-12726890696,-12644074657,0,-82816039,0,0,0,5378668054,0,-736026749,-43560731694,0,0,0,-1663078363,-6501132667,-47955657564,0,41818740736,2983779916,0,2983779916,0,0,-29906042824,0,-29594711093,0,0,-311331731,0,338857758,-10279943044,4955392542,1051818182,-590593027,461225155,0,5416617697,5416617697,0,-164140000,0,-164140000,5252477697,5252477697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,155641889994,10484613977,8790115047,0,1694498930,2964019691,62897097186,0,0,40724750073,0,0,0,0,2146365547,0,0,16737954546,19687088974,0,155641889994,-96220063652,-11056903462,-11000048539,0,-56854923,0,0,0,-24054607946,0,-1023405022,-45421193327,0,0,0,-1739699530,-4916232368,-8008021997,0,59421826342,633189583,0,633189583,0,0,-38240791603,0,-37436794568,0,0,-803997035,0,-729821177,-20816858877,267544268,0,-1179632,-1179632,0,266364636,266364636,0,0,0,0,266364636,266364636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,154287940576,47376722391,7991316071,37555999770,1829406550,3017901988,55669273198,0,0,43607356329,0,0,0,0,2300578310,0,0,410000000,1906108360,0,154287940576,-95283787171,-23767907135,-1661822417,-22065531149,-40553569,0,0,0,0,0,-776123744,-44422079995,0,-2982772103,0,-2312828849,0,-21022075345,0,59004153405,518541455,0,518541455,0,0,-37515407717,0,-37409194640,0,0,-106213077,0,-860105550,-13443849227,7703332366,0,0,0,0,7703332366,-7787136255,15490468621,0,0,0,7703332366,7703332366,0,0,0,600000010,0,0,0,0,0,0,600000010,600000010,0,0,0,0
