date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,43177,0,190,160323,30000,29130
2019-12-03,23298,0,9930,76612,0,0
2019-12-04,74505,0,6670,50375,0,19300
2019-12-05,382503,53000,22110,137627,0,13880
2019-12-06,654433,127733,16670,597617,316500,21770
2019-12-09,50682,27201,25720,214828,30000,7000
2019-12-10,117909,0,23310,604141,290000,14980
2019-12-11,102403,0,7050,328497,103560,17270
2019-12-12,1043845,411445,25590,319735,83540,41590
2019-12-13,546294,47323,21000,362216,24000,54400
2019-12-16,446604,29000,14620,251996,0,27420
2019-12-17,166379,0,15180,361991,93201,32990
2019-12-18,97321,0,8830,473709,94400,29800
2019-12-19,364486,52260,9800,217464,26000,14310
2019-12-20,304881,30000,4000,263759,29079,17000
2019-12-23,1301625,464581,80250,665915,86429,84630
2019-12-24,264263,28413,1250,284377,47587,27190
2019-12-25,168040,0,11000,253570,73100,22400
2019-12-26,171210,42400,20280,379250,66250,5410
2019-12-27,226725,0,24580,319475,0,7310
2019-12-30,73957,0,19150,270433,99563,30510
2019-12-31,268247,0,55000,1112653,514612,41400
2020-01-02,239186,0,25940,912464,459554,39730
2020-01-03,130216,0,3600,201594,57020,25950
2020-01-06,113888,40000,17060,444962,241122,6650
2020-01-07,175113,34778,7740,287457,28612,36700
2020-01-08,78653,0,6200,598157,229367,28020
2020-01-09,103956,0,1220,217564,39624,1120
2020-01-10,118166,0,15910,235624,72750,14840
2020-01-13,72374,0,5800,196496,42201,3520
2020-01-14,123142,0,18010,173798,0,17000
2020-01-15,133217,0,7470,509893,299968,15640
2020-01-16,224253,0,16300,355767,38280,5350
2020-01-17,234830,0,10150,305560,40000,36560
2020-01-20,802420,47080,9630,47040,0,234800
2020-01-21,441354,133834,25200,85006,0,288510
2020-01-22,651701,248931,14600,60849,0,77520
2020-01-30,651188,210530,43900,47952,44552,71630
2020-01-31,369701,133316,69570,989339,295259,75850
2020-02-03,395470,244970,15740,689640,274970,12160
2020-02-04,243703,35000,15700,106927,56317,2300
2020-02-05,196224,0,12730,516406,344390,44360
2020-02-06,157820,43000,40790,48540,0,187550
2020-02-07,1063523,583462,9730,372857,214920,221210
2020-02-10,151977,0,51990,765463,606620,27540
2020-02-11,722620,253580,1300,211740,30000,184740
2020-02-12,1206330,438298,24360,591710,260000,151690
2020-02-13,513906,0,30440,476894,145750,32110
2020-02-14,478077,30000,11160,554223,106803,31900
2020-02-17,705341,152540,55800,126969,0,119170
2020-02-18,1287226,526549,94080,146314,50001,89080
2020-02-19,910980,340149,22030,1088350,629970,22730
2020-02-20,1193501,520730,121660,191929,26000,147700
2020-02-21,1031966,462949,101390,966414,438589,35900
2020-02-24,834396,241163,45160,856494,314507,21040
2020-02-25,1185568,376818,240560,802712,234751,40570
2020-02-26,998721,323401,33480,422369,0,101110
2020-02-27,1044842,499900,47370,439898,181990,28850
2020-02-28,1915183,1043382,247670,841167,310368,57480
2020-03-02,941822,359030,37420,548108,274168,510660
2020-03-03,1553705,1023545,86180,252665,65190,209070
2020-03-04,890724,285470,145400,1309796,473666,32360
2020-03-05,1015163,411213,35020,488547,187927,85500
2020-03-06,337289,20000,16230,350361,48200,5940
2020-03-09,90637,90630,544160,183313,120630,11160
2020-03-10,193603,69000,1254950,1770817,1089817,36730
2020-03-11,173383,75813,307460,1203547,754777,114840
2020-03-12,0,0,450480,13790,0,0
2020-03-13,81,0,2018350,139609,54410,0
2020-03-17,5050,0,264570,112420,50000,0
2020-03-18,1137159,1004050,4520,21961,0,1510380
2020-03-19,1643886,851291,116140,512234,80810,188170
2020-03-20,42559,0,52960,535171,50000,870
2020-03-23,0,0,6220,47990,0,0
2020-03-24,125,0,2561110,329015,100000,200
2020-03-25,380768,143900,71180,1430342,726877,48530
2020-03-26,783470,376670,3000,250870,0,47590
2020-03-27,51218,0,44500,383512,0,12910
2020-03-30,11765,0,172970,91205,0,100
2020-03-31,163750,123000,442430,1320400,757600,26000
2020-04-01,298065,0,50080,545985,220497,46780
2020-04-02,422025,422025,0,422025,422025,0
2020-04-03,1198678,168110,97340,226242,0,66960
2020-04-06,763600,219080,74670,522080,303110,184300
2020-04-07,378236,69440,38070,363284,59500,35030
2020-04-08,63255,0,10000,203265,0,21160
2020-04-09,540049,82500,37880,180551,61370,195400
2020-04-10,1169709,260445,73480,234901,34455,182730
2020-04-13,746880,345380,18440,29970,0,102930
2020-04-14,1239356,495335,103520,738874,225995,137500
2020-04-15,390335,153680,16420,520465,109670,11710
2020-04-16,242866,22514,7200,474704,214000,31930
2020-04-17,1052940,319950,51580,275430,102570,263540
2020-04-20,1191439,582819,35910,238471,77790,70310
2020-04-21,909760,109550,49230,1537020,552830,53150
2020-04-22,1086648,188355,171690,907472,380522,33370
2020-04-23,452548,0,39770,736392,280892,19140
2020-04-24,451944,68074,11820,523956,213336,22610
2020-04-27,553588,206760,75910,1147382,383520,149830
2020-04-28,224407,0,34980,521243,165810,27540
2020-04-29,263589,68000,2230,299621,40000,10120
2020-05-04,248479,33420,27270,78921,0,264740
2020-05-05,1162013,610828,51660,304397,86292,223570
