Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2007,0,137229892254,0,137229892254,-122201293397,15028598857,734727497,-8513764608,0,-875643010,-7737166022,-1363247286,11959017921,-7502786717,4456231204,0,3092983918,0,0,0,3092983918,0,3092983918,1031,0
2008,0,333978343352,0,333978343352,-309319139060,24659204292,123906551,-8714864122,0,-1060389444,-12787781920,2220075357,2789228192,-985129308,1804098884,0,4024174241,-563384394,0,-563384394,3460789847,0,3460789847,1154,0
2009,0,179036689184,0,179036689184,-143450237521,35586451663,673299598,-8722362989,-8722362989,-1079122622,-11409229826,15049035824,2366856930,-1530797407,836059523,0,15885095347,-8097006360,0,-8097006360,7788088987,0,7788088987,1298,0
2010,0,119713458728,0,119713458728,-78352580675,41360878053,2047979473,-4988145030,-4988145030,-1053051210,-16114116501,21253544785,1997456632,-921390964,1076065668,0,22329610453,-5787206541,0,-5787206541,16542403912,0,16542403912,1946,0
2011,0,78673547279,0,78673547279,-61486585973,17186961306,1234364340,-4563722055,-4563722055,-1585305368,-8193978961,4078319262,5437038847,-7346228029,-1909189182,0,2169130080,-542282520,0,-542282520,1626847560,0,1626847560,124,0
2012,0,43255256004,0,43255256004,-36872161274,6383094730,270459270,-4592556619,-4592556619,-5884350316,-11563720438,-15387073373,4800948628,-1335907224,3465041404,0,-11922031969,0,0,0,-11922031969,0,-11922031969,-887,0
2013,0,146089415488,0,146089415488,-124112510177,21976905311,240544239,-2658829628,-2658829628,-3526687927,-9955000592,6076931403,1290017127,-5646072599,-4356055472,0,1720875931,0,0,0,1720875931,0,1720875931,128,0
2014,0,179682260328,0,179682260328,-222283675549,-42601415221,140648444,-314485655,-314485655,-7126927192,-13103648873,-63005828497,2526320355,-1415093571,1111226784,0,-61894601713,0,0,0,-61894601713,0,-61894601713,-4553,0
2015,0,94145024398,0,94145024398,-99039217016,-4894192618,200982421,-2737719259,-226245570,-4514434172,-16753297645,-28698661273,1882136477,-11038584491,-9156448014,0,-37855109287,-528266649,0,-528266649,-38383375936,0,-38383375936,-2856,0
2016,0,46976960549,0,46976960549,-30659073419,16317887130,584327148,113982547,-397491142,-1762566114,-12306546596,2947084115,2338712321,-3817648874,-1478936553,0,1468147562,0,0,0,1468147562,0,1468147562,102,0
2017,0,41315689212,0,41315689212,-35133839897,6181849315,4687253,-726580679,-726580679,-268200000,-7366262114,-2174506225,8902401306,-6078528676,2823872630,0,649366405,-415426023,0,-415426023,233940382,0,233940382,7,0
2018,0,24390973052,0,24390973052,-14812121033,9578852019,4228416227,-4481704935,-4481704935,0,-10835883738,-1510320427,10741279655,-3203080109,7538199546,0,6027879119,-3707425646,0,-3707425646,2320453473,-25353221,2345806694,73.57,0
2019,0,2589213336,0,2589213336,-2082337310,506876026,3812632,-817136579,-817136579,-22200000,-5569726145,-5898374066,12576012903,-5469096813,7106916090,0,1208542024,-1083263104,0,-1083263104,125278920,-21095241,146374161,3.97,0
