disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2011-07-05,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2011-07-19,,,Giá tham chiếu 13.500đ/cp,,,,
2011-08-25,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2011-09-05,2011-09-07,,"Trả cổ tức năm 2010, Tỷ lệ 100:12",,12,,2010
2011-08-25,investorRight,POLL,Lấy ý kiến cổ đông,2011-09-05,2011-09-21,2011-09-21,v/v thay đổi phương án phát hành cp ra công chúng cuối năm 2011,,,,
2011-10-21,investorRight,POLL,Lấy ý kiến cổ đông,2011-11-01,2011-11-14,2011-11-14,điều chỉnh kế hoạch SXKD 2011,,,,
2012-02-03,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2012-02-10,,,Số lượng 1.439.947 cp,,,,
2012-02-21,investorRight,MEETING,Họp cổ đông,2012-03-02,2012-03-30,2012-03-30,ĐHĐCĐ thường niên 2012,,,,
2012-09-11,investorRight,POLL,Lấy ý kiến cổ đông,2012-09-20,2012-10-15,2012-10-15,v/v điều chỉnh kế hoạch sản xuất kinh doanh,,,,
2013-02-22,investorRight,MEETING,Họp cổ đông,2013-03-04,2013-03-28,2013-03-28,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-04-03,stockAlert,alert,Cảnh báo,2013-04-03,2015-01-30,,CP thuộc diện cảnh báo,,,,
2014-02-21,investorRight,MEETING,Họp cổ đông,2014-03-03,2014-03-26,2014-03-26,Đại hội đồng cổ đông thường niên 2014,,,,
2014-05-21,investorRight,MEETING,Họp cổ đông,2014-06-05,2014-06-29,2014-06-29,Đại hội đồng cổ đông bất thường năm 2014,,,,
2015-01-30,stockAlert,halt,Kiểm soát đặc biệt (Hạn chế giao dịch),2015-01-30,2015-03-16,,Nguy cơ rơi vào diện kiểm soát do LNST 2013 và 2014 âm,,,,
2015-02-06,investorRight,MEETING,Họp cổ đông,2015-02-27,2015-03-27,2015-03-27,ĐHCĐ thường niên năm 2015,,,,
2015-03-12,stockAlert,control,Kiểm soát (Không hạn chế GD),2015-03-16,,,LNST chưa pp 30/06/18 âm và KT có ý kiến ngoại trừ,,,,
2016-04-05,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2016-04-05,,,Chứng khoán thuộc diện kiểm soát,,,,
2016-05-18,investorRight,MEETING,Họp cổ đông,2016-06-02,2016-06-21,2016-06-21,ĐHĐCĐ thường niên năm 2016,,,,
2016-08-23,investorRight,POLL,Lấy ý kiến cổ đông,2016-09-01,2016-09-30,2016-09-30,Thông qua nội dung và phương thức thực hiện việc chào bán cổ phần tăng vốn điều lệ và các nội dung khác,,,,
2017-01-19,stockAlert,noticed,Nhắc nhở,2017-01-17,,,Chậm nộp hồ sơ niêm yết bổ sung,,,,
2017-02-23,investorRight,MEETING,Họp cổ đông,2017-03-14,2017-04-19,2017-04-19,ĐHĐCĐ thường niên năm 2017,,,,
2017-04-27,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2020-04-24,,,Số lượng 18100000 cp,,,,
2017-10-06,stockAlert,noticed,Nhắc nhở,2017-10-05,,,Chậm CBTT giải trình ý kiến ngoại trừ BCTC bán niên 2017,,,,
2018-04-27,stockAlert,noticed,Nhắc nhở,2018-04-27,,,Chậm nộp BCTN năm 2017,,,,
2019-04-19,investorRight,MEETING,Họp cổ đông,2019-03-14,2019-05-16,2019-05-16,ĐHĐCĐ thường niên năm 2019,,,,
2019-05-03,stockAlert,alert,Cảnh báo,2019-05-09,,,Chậm nộp BCTC kiểm toán năm 2018 quá 15 ngày làm việc,,,,
2020-02-05,investorRight,MEETING,Họp cổ đông,2020-02-28,2020-04-09,2020-04-09,ĐHĐCĐ thường niên năm 2020,,,,
