Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,55196898750,-18736073491,-3245948360,-702459604,-489561040,6972659247,-8085848878,0,30909666624,-3200340,0,0,0,0,0,0,-3200340,0,-144000000,1193000000,-29968575275,0,-1623376681,0,-30542951956,363514328,190203579,0,553717907
2007,0,65233513985,-15924082310,-4190118004,-464622358,-760446789,6533259993,-10587056125,1495490592,39840448392,-92264080,0,0,353907877,0,0,21765710,283409507,1797750000,0,1939207000,-43380593026,0,0,0,-39643636026,480221873,553717907,0,1033939780
2008,0,92061789156,-80264990938,-4931458614,960242090,-1485395783,9395150361,-9909498560,2777591356,5825837712,-6701624674,1904763,-3232234940,2812819226,0,0,521769380,-6597366245,0,0,57442028698,-50595828753,-1318000000,-5087484270,0,440715675,-330812858,1033939780,0,703126922
2009,0,113008898344,-98904387453,-8073136178,-889872729,-442534309,9273397815,-9259598713,0,4712766777,-12408973544,25714287,0,0,0,3065507837,190095778,-9127655642,0,0,66654115798,-57629111611,-1152000000,-811401000,0,7061603187,2646714322,703126922,0,3349841244
2010,0,161754603548,-145956278285,-9987069900,-2473200144,-2668848571,1537588526,-5208632526,0,-3001837352,-6031707721,10000000,0,0,-579880000,0,110757743,-6490829978,0,-390000,89457805039,-75328530150,-1151213624,0,0,12977671265,3485003935,3349841244,0,6834845179
2011,0,246797563065,-200793716439,-10800292598,-4794496792,-1188658827,10614077121,-14115219105,5158980352,25719256425,-9251715801,318181818,0,0,-3202280000,0,466776962,-11669037021,0,0,146356650382,-161903219703,0,0,0,-15546569321,-1496349917,6834845179,0,5338495262
2012,0,222902822112,-173312464757,-10544502927,-2668665284,-3747223397,1062547479,-10642787688,5117649942,23049725538,-5225604240,5000000,0,0,0,0,1250112551,-3970491689,0,0,148583145400,-151329488994,0,-17608622400,0,-20354965994,-1275732145,5338495262,0,4062763117
2013,0,147473924857,-118435466735,-8567369611,-847192917,-1060313512,6708092171,-14034292966,5348599239,11237381287,-6257175233,63636364,0,0,0,0,61139621,-6132399248,0,0,107405479241,-113571913258,0,-1842141500,0,-8008575517,-2903593478,4062763117,0,1159169639
2014,0,185859017275,-170891346940,-9330830650,-984501429,-576327698,475311618,-6378690728,4832372927,-1827368552,-9804012667,0,0,0,0,0,10002494,-9794010173,0,0,164531709097,-150321515303,0,-1468193200,0,12742000594,1120621869,1159169639,0,2279791508
2015,0,271685091294,-251371628882,-16298012659,-1901146375,-5266220489,28571614722,-10080341342,5556680438,15339356269,-15709779314,218181818,0,0,0,0,45894125,-15445703371,0,0,245124861765,-237806250865,0,-7340966000,0,-22355100,-128702202,2279791508,0,2151089306
2016,0,335906054378,-301008295039,-26032972097,-3122962045,-4497938692,36458480971,-10162475033,7572998407,27539892443,-10231009784,1663636365,0,0,0,0,48049876,-8519323543,0,0,291239409071,-303284660222,0,-7340966000,0,-19386217151,-365648251,2151089306,0,1785441055
2017,0,339945542017,-302501354089,-26246378958,-2476510029,-5538216633,34445888655,-17557000664,8565677858,20071970299,-18305861403,518181818,0,0,0,0,1192253406,-16595426179,0,0,290403019618,-293340426118,0,0,0,-2937406500,539137620,1785441055,0,2324578675
2018,0,305074236173,-303645240107,-25059852698,-3924684715,-4625191010,33162121640,-12296615812,10358641755,-11315226529,-28978603830,1536363636,0,0,0,0,887715386,-26554524808,0,0,292742442470,-235296055918,0,-19558437000,0,37887949552,18198215,2324578675,0,2342776890
2019,0,365266530716,-298296717488,-23397677162,-4618133523,-2544054237,34243444533,-12465479413,0,58187913426,-10220651382,263636364,0,0,0,0,2150488526,-7806526492,0,0,263328312797,-297226430634,0,-18251931600,0,-52150049437,-1768662503,2342776890,0,574114387
