date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,50780,14410,26820,462690,368300,16590
2019-12-03,135283,87405,53460,148787,99167,18130
2019-12-04,30644,5220,7850,66736,50631,7720
2019-12-05,78025,47505,1580,216975,193175,14490
2019-12-06,49955,26490,1970,85535,69870,5340
2019-12-09,39544,13290,740,42316,28556,5040
2019-12-10,61175,46645,29750,55615,25835,3070
2019-12-11,93691,63211,22340,39539,13799,6190
2019-12-12,92241,69210,8170,85399,63124,5040
2019-12-13,55046,36410,26710,67244,44006,100
2019-12-16,37814,24280,4690,60806,39050,3420
2019-12-17,14060,7240,21340,55860,36200,240
2019-12-18,19337,10840,5230,41083,29850,2000
2019-12-19,27696,18170,1610,21614,11790,2020
2019-12-20,28314,10460,2700,40506,22326,9990
2019-12-23,9463,4630,3830,68977,50227,340
2019-12-24,14815,5525,660,26795,18315,15820
2019-12-25,52479,27430,2080,48571,34811,20870
2019-12-26,10785,1620,160,17315,5680,1790
2019-12-27,22120,10750,0,16600,6190,100
2019-12-30,21062,15120,5830,45828,31828,5270
2019-12-31,10783,3073,3740,31717,22937,12620
2020-01-02,12183,5570,7000,62067,49110,3320
2020-01-03,53525,24340,24120,253645,185200,6850
2020-01-06,36730,18650,100170,582870,465650,3130
2020-01-07,47972,25832,17720,79408,35498,5510
2020-01-08,65946,35030,7940,166634,118195,2600
2020-01-09,57900,30210,740,100610,75566,3540
2020-01-10,38698,14500,9210,70872,48322,3460
2020-01-13,12353,2000,1880,40827,22427,2680
2020-01-14,39394,16839,7580,64216,45861,450
2020-01-15,47148,21570,6250,35382,8472,4720
2020-01-16,24839,9599,200,30421,19571,240
2020-01-17,135038,92558,9590,154502,118422,1950
2020-01-20,76717,34340,2910,56483,26883,2380
2020-01-21,19926,9753,1930,52834,33037,1020
2020-01-22,53087,32960,800,107343,84123,3060
2020-01-30,13504,5190,55430,257616,182486,2660
2020-01-31,24488,18308,195790,121472,89702,2030
2020-02-03,3765,3765,181710,27365,19385,0
2020-02-04,30296,2000,80130,248854,183744,2840
2020-02-05,367145,255240,10310,171175,121990,26580
2020-02-06,130570,86540,100,36150,26040,13260
2020-02-07,91730,41264,9460,118350,75760,8580
2020-02-10,80939,34790,6460,111831,50470,2780
2020-02-11,41963,16421,3010,63667,41720,2310
2020-02-12,62528,25238,8510,65602,51602,4100
2020-02-13,27322,8583,3660,56498,28897,4620
2020-02-14,70605,44465,9520,69335,41085,10180
2020-02-17,86728,67727,2500,37402,13913,1650
2020-02-18,47428,16520,6120,111082,80865,14300
2020-02-19,190751,133039,15270,118559,62940,9120
2020-02-20,98693,54183,5100,138947,88813,26520
2020-02-21,133626,63878,9290,100874,45262,10840
2020-02-24,60534,21350,48380,303426,231276,2840
2020-02-25,160853,81903,10040,155167,99630,13380
2020-02-26,57870,35222,32940,99560,73140,6840
2020-02-27,80437,44567,4800,72113,44150,11230
2020-02-28,106450,55801,12070,141580,106140,8340
2020-03-02,77735,35008,1280,77025,58432,8800
2020-03-03,135560,54565,14690,80930,50275,2060
2020-03-04,59847,24417,3150,102053,73623,1720
2020-03-05,73891,19806,600,156089,128154,8590
2020-03-06,124803,44763,10970,41047,26072,2810
2020-03-09,29400,20680,99070,154840,109890,7740
2020-03-10,129654,85544,57760,353096,269576,8170
2020-03-11,39235,23232,4190,202465,132605,4210
2020-03-12,990,0,71990,189430,131440,600
2020-03-13,73972,42032,73220,354128,248878,4180
2020-03-17,62459,31590,6800,68691,45836,3720
2020-03-18,99250,38310,6400,94440,44140,9780
2020-03-19,47963,12000,3600,75927,43957,2030
2020-03-20,72294,36804,3190,82196,47166,2740
2020-03-23,15650,7930,4590,92860,69700,400
2020-03-24,58917,15216,6750,62163,30533,560
2020-03-25,60334,23990,2320,68226,32316,4570
2020-03-26,44881,7200,5160,236839,178979,2700
2020-03-27,22156,0,1660,80084,30016,1310
2020-03-30,86045,43340,4050,132445,78180,14800
2020-03-31,22111,2833,3090,77349,35370,2200
2020-04-01,48176,13820,6880,41384,18743,6580
2020-04-02,44780,44780,0,44780,44780,0
2020-04-03,60637,12098,2250,32263,12450,11850
2020-04-06,55595,22205,5220,43755,13765,5460
2020-04-07,46169,17985,2090,56491,21940,850
2020-04-08,39980,7880,2610,23350,2470,3610
2020-04-09,252290,148820,10070,96650,48370,16370
2020-04-10,51686,26447,3970,55404,31594,2490
2020-04-13,23845,4880,1470,45545,15950,2080
2020-04-14,103818,77808,7270,74612,45560,2350
2020-04-15,170224,105610,17840,84626,52006,15810
2020-04-16,28327,5820,3230,66673,40258,2700
2020-04-17,150731,97191,3840,223149,189181,6910
2020-04-20,85271,39876,7450,157369,95244,8330
2020-04-21,32305,13460,5620,216735,153195,8030
2020-04-22,103048,66475,4200,60602,33877,13620
2020-04-23,64006,36171,3630,84554,50235,19230
2020-04-24,39791,16841,8760,50239,27989,1020
2020-04-27,437015,315385,31940,224495,171340,35190
2020-04-28,43031,17181,6310,114879,79159,2890
2020-04-29,122069,83740,3640,41791,24561,3960
2020-05-04,142230,77810,4000,91690,65785,8250
2020-05-05,16500,2000,2030,38520,22360,2700
