date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,3560526,3501646,46330,847094,756174,13800
2019-12-03,2858185,2720695,53050,499775,383195,48160
2019-12-04,1946088,1894718,46910,504812,449432,34870
2019-12-05,2846714,2805314,36470,571686,482686,26150
2019-12-06,1968627,1928977,18370,556453,484103,140300
2019-12-09,258518,170778,30860,366942,287642,46420
2019-12-10,624220,504590,32390,924330,815380,38440
2019-12-11,378009,328069,14110,267651,193311,41640
2019-12-12,538300,473213,33120,346680,293680,57110
2019-12-13,154920,54570,18170,264290,230100,45140
2019-12-16,596436,413946,76340,841344,678324,74210
2019-12-17,223549,156824,43860,636061,506076,76690
2019-12-18,471515,374995,31480,868325,681475,28350
2019-12-19,449540,332084,29150,597960,460610,68360
2019-12-20,597942,497132,14900,927248,882128,26870
2019-12-23,254015,162525,31800,314705,227075,21620
2019-12-24,357895,267457,17250,480945,367220,25860
2019-12-25,105922,64852,18100,255898,208018,8570
2019-12-26,221378,174772,15860,205192,141412,13420
2019-12-27,295970,224790,17730,223710,170050,15990
2019-12-30,557543,494258,49930,338977,255392,33470
2019-12-31,190167,125405,18990,240493,183815,15580
2020-01-02,128098,87786,8190,110502,80122,9350
2020-01-03,167461,114548,15990,227009,177499,16320
2020-01-06,490304,386130,13170,534966,422821,10380
2020-01-07,329163,187183,42000,261197,226077,6110
2020-01-08,262972,188522,23420,290718,233088,12290
2020-01-09,176335,105165,26900,244915,201005,4270
2020-01-10,415371,368191,26070,284409,228909,41890
2020-01-13,547253,463103,27790,334907,264645,26510
2020-01-14,189346,111236,21490,172254,128814,10400
2020-01-15,124729,89561,20690,295921,215071,13140
2020-01-16,115779,73577,27430,326081,273983,49560
2020-01-17,305986,250726,7180,246204,180894,33490
2020-01-20,249352,215942,18670,462478,354408,10090
2020-01-21,439150,384965,39250,214530,184511,30880
2020-01-22,501168,448378,24260,171902,129632,12830
2020-01-30,543007,456362,58570,870993,738508,35970
2020-01-31,488151,426411,23530,796219,682789,47600
2020-02-03,311605,221420,56060,404795,304860,18890
2020-02-04,341479,232346,40980,488311,453041,30520
2020-02-05,902465,863835,43240,1507905,1424735,101920
2020-02-06,219791,145741,32200,264629,206209,8010
2020-02-07,298630,197878,30080,288980,246812,8310
2020-02-10,150877,82447,6940,222723,178193,16380
2020-02-11,220356,133665,43820,381734,313454,9310
2020-02-12,172525,131405,15480,222795,171545,21700
2020-02-13,145909,114481,11780,275141,145241,13290
2020-02-14,242988,181106,27950,238532,195682,19170
2020-02-17,71006,54885,7560,93594,54879,1270
2020-02-18,88108,48128,13340,235762,181682,18760
2020-02-19,235166,201747,25170,278944,233484,5530
2020-02-20,118592,68372,10870,152788,116978,10520
2020-02-21,89537,40588,8280,94633,47853,4680
2020-02-24,197810,149297,27170,421570,343140,2670
2020-02-25,127899,84469,15720,282401,226961,9170
2020-02-26,279095,211985,5840,372785,310525,23820
2020-02-27,775452,679742,25010,504798,441108,7120
2020-02-28,492352,358137,22360,368408,308783,10460
2020-03-02,302121,163818,21550,145859,104684,22010
2020-03-03,390149,333814,10780,352321,288456,10840
2020-03-04,562712,426162,17350,338358,295388,15600
2020-03-05,136064,83429,15750,225046,157971,11700
2020-03-06,156679,125099,13050,183061,94611,14270
2020-03-09,240440,200870,86610,732750,640380,12880
2020-03-10,588363,452233,15010,461747,365707,9450
2020-03-11,422583,338853,39150,510317,417747,7920
2020-03-12,426005,383865,127200,735115,644195,20130
2020-03-13,703277,614737,36200,633903,471483,46410
2020-03-17,285350,244980,35200,264770,184740,7620
2020-03-18,990888,923408,11590,716862,539912,13890
2020-03-19,907741,813641,73180,574429,372039,58370
2020-03-20,571700,487972,13310,779850,654918,9280
2020-03-23,22190,15350,41850,143250,111580,23340
2020-03-24,235679,179679,170690,1800831,1587081,50490
2020-03-25,1174298,979268,39710,657982,560492,65290
2020-03-26,1162119,986669,36690,858701,761911,16550
2020-03-27,363753,235024,36300,347017,235427,20700
2020-03-30,161114,147828,226080,768706,670246,28420
2020-03-31,332458,209441,28780,328552,213217,20900
2020-04-01,273192,174122,23290,280708,209058,11910
2020-04-02,276950,276950,0,276950,276950,0
2020-04-03,497170,359690,19200,443300,368950,26250
2020-04-06,358511,259711,16030,175509,105659,73880
2020-04-07,566878,464353,90440,335792,218560,556960
2020-04-08,425533,275953,33650,357747,243817,33410
2020-04-09,363784,256479,17420,490686,409981,43660
2020-04-10,171836,118736,7490,341474,276684,14370
2020-04-13,177494,123654,19400,271976,226216,9160
2020-04-14,262335,187890,5960,380155,322215,15450
2020-04-15,224839,178859,43630,308781,229344,32500
2020-04-16,326336,226504,21590,344604,268849,24550
2020-04-17,370604,286224,29450,363466,228676,21570
2020-04-20,322465,262335,35270,189905,134615,8260
2020-04-21,519457,407987,43290,694133,591843,35710
2020-04-22,361904,272464,17710,941686,889416,21790
2020-04-23,514304,315189,17490,578726,540121,16050
2020-04-24,597143,417701,48630,1550727,1480319,31720
2020-04-27,335402,215862,10280,900458,827948,34260
2020-04-28,1004450,826270,23530,1322490,1247870,46260
2020-04-29,255136,155356,2850,795194,728264,32950
2020-05-04,305238,240648,13660,535362,479972,18360
2020-05-05,270739,191294,15060,823311,746966,35660
