Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,14340746614,-53841468634,-3780878964,0,-415567653,1672759882,-4273950091,0,-46298358846,-13529909,0,-100000000,0,0,0,382480658,268950749,0,0,43434489253,-4770000000,0,-4320000000,0,34344489253,-11684918844,23336150924,0,11651232080
2010,2,82169963772,-120377730522,-6760934834,-3234179524,-2906419933,16206070687,-15393086208,0,-50296316562,-47882900,0,0,0,-3250000000,0,792490784,-2505392116,0,0,89541010083,-43136810670,0,-7200000000,0,39204199413,-13597509265,23336150924,0,9738641659
2010,4,218166861795,-221155211440,-12762625163,0,-9649120655,93407887445,-5811893511,0,62195898471,-624619909,0,-5590511000,0,0,0,1870080216,-4345050693,0,0,96751420178,-114888230848,0,-11522700000,0,-29659510670,28191337108,23336150924,0,51527488032
2011,1,9193257722,-34910263179,-4387936170,0,-2361972838,1328165541,-2393347029,0,-33532095953,-12572727,0,0,0,0,0,853975572,841402845,0,0,12713216893,0,0,-5545035840,0,7168181053,-25522512055,30312488032,0,4789975977
2011,2,79603279661,-109887282757,-3375048562,-2013380410,-617498918,618182376,-1182492098,0,-36854240708,-26345455,0,-13000000000,13000000000,0,0,1716360023,1690014568,0,0,68206140776,-31638216893,0,-3454964160,0,33112959723,-2051266417,4789975977,0,2738709560
2011,3,81670289234,-22735805542,-3139902127,2013380410,-31061683,5525349107,-7517222248,0,55785027151,-11490000,0,13000000000,-13000000000,0,0,-1657836839,-1669326839,0,-1078120000,30882521350,-80163662126,0,3454964160,0,-46904296616,7211403696,2738709560,0,9950113256
2011,4,86710066560,-36665261985,-2969150121,-3401425233,-31888643,-2882202386,5927378417,0,46687516609,0,0,-42000000000,42000000000,0,0,3462816660,3462816660,0,-2323090000,0,0,0,-11463464160,0,-13786554160,36363779109,9950113256,0,46313892365
2012,1,19210772486,-146925970802,-5520202720,0,-238093641,42849210406,-16205437728,0,-106829721999,-25088181,0,-1000000000,0,0,0,567380164,-457708017,0,0,66688873408,0,0,0,0,66688873408,-40598556608,46313892365,0,5715335757
2012,2,132388383584,11073157492,-3183296718,-4549371958,-627494520,-41439652317,13719305171,0,107381030734,0,0,-8500000000,10000000000,-125946979000,0,729702690,-123717276310,44000000,0,89747300422,-60688873408,0,-13814197500,0,15288229514,-1048016062,5715335757,0,4667319695
2012,3,40190732211,-105615603667,-2880044220,4549371958,-6704254896,49948220229,-86497958466,0,-107009536851,25088181,-25088181,9500000000,-11000000000,125946979000,0,-672330471,123774648529,180500000,0,41209237565,-72534442057,0,13814197500,0,-17330506992,-565395314,4667319695,0,4101924381
2012,4,135331732490,2586391815,-3511534392,-9321237328,-5450907233,-45427638245,82119146304,0,156325953411,-103908181,25088181,-9500000000,13755260208,-126000000000,80892179,1208120987,-120534546626,0,0,47609561441,-51652631475,0,-13803900000,0,-17846970034,17944436751,4101924381,0,22046361132
2013,1,22797332722,-43446298380,-7193951210,-2207247525,-422616921,2155057565,-2414106443,0,-30731830192,-34639000,0,0,0,0,0,167169759,132530759,0,0,35909595980,-6043530440,0,-18469475180,0,11396590360,-19202709073,22723397633,0,3520688560
2013,2,161676886662,-127257776819,-3170260017,-2642849940,-665064311,2204325513,-3439298126,0,26705962962,-30716000,0,0,0,0,0,63692614,32976614,0,0,63729689497,-74078773034,0,-469704820,0,-10818788357,15920151219,3520688560,0,19440839779
2013,3,45510195126,-12928640081,-4609174803,-1367473268,0,3116617821,-4826416827,0,24895107968,-680000000,0,0,0,0,0,163705985,-516294015,0,0,46473234338,-85310481069,0,-68915500,0,-38906162231,-14527348278,19440839779,0,4913491501
2013,4,89971067653,-73201176477,-2763396499,-1234288297,-51397500,4001897918,-4646352197,0,12076354601,-749508727,0,0,0,-9243750000,0,703827729,-9289430998,0,0,53591067404,-30224751838,0,-8320884500,0,15045431066,17832354669,4913491501,0,22745846170
