Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2008,0,7452949000000,34767000000,139508000000,2839016000000,2580016000000,259000000000,0,14566000000,22238000000,-7672000000,0,2409732000000,2414752000000,-5020000000,0,0,0,1217197000000,1105894000000,111303000000,0,2480000000,0,0,2480000000,0,114079000000,89561000000,0,24518000000,0,681604000000,454455000000,146563000000,0,80586000000,0,0,7452949000000,4006361000000,0,953304000000,953304000000,0,2847453000000,0,0,0,205604000000,3446588000000,3300000000000,3300000000000,0,0,0,0,0,64320000000,0,0,82268000000,0,0,80669000000,48639000000,0,0,48639000000,32030000000,0,0,0,0,0,32030000000,0,0,0,0,0,0,0,0,0
2009,0,17366930000000,39566000000,209856000000,3916010000000,3358810000000,560000000000,-2800000000,1450000000,1450000000,0,0,5394435000000,5423254000000,-28819000000,0,0,0,5787624000000,5737624000000,50000000000,0,6330000000,0,0,6330000000,0,159601000000,123295000000,0,36306000000,0,1852058000000,1509933000000,161930000000,0,180195000000,0,0,17366930000000,13538740000000,1275681000000,3808480000000,2014380000000,1794100000000,7302477000000,0,35000000000,977486000000,139616000000,3828190000000,3650000000000,3650000000000,0,0,0,0,0,148945000000,0,0,29245000000,0,0,361579000000,123870000000,0,0,123870000000,237709000000,0,0,0,0,0,237709000000,0,0,0,0,0,0,0,0,0
2010,0,34984722000000,88943000000,400319000000,5542829000000,5264830000000,280100000000,-2101000000,1000000,1000000,0,0,9755415000000,9833703000000,-78288000000,0,0,0,15971148000000,15971148000000,0,0,24731000000,0,0,24731000000,0,355924000000,200807000000,0,155117000000,0,2845412000000,2441323000000,360266000000,0,43823000000,0,0,34984722000000,30878330000000,2601385000000,12381256000000,10488056000000,1893200000000,12314125000000,23165000000,40000000000,3084578000000,433821000000,4106392000000,3713331000000,3650000000000,0,0,0,0,63331000000,247182000000,0,0,145879000000,0,0,882739000000,208482000000,208482000000,0,0,674257000000,0,0,0,0,0,674257000000,954869000000,954869000000,4950000000,0,949919000000,0,0,0,0
2011,0,56132336000000,164049000000,1390298000000,19838675000000,19838675000000,0,0,1000000,1000000,0,38840000000,12639981000000,12757139000000,-117158000000,0,0,0,16819516000000,16819516000000,0,0,24731000000,0,0,24731000000,0,601242000000,323148000000,0,278094000000,0,4615003000000,2918912000000,866202000000,0,829889000000,738929000000,0,56132336000000,49538335000000,1000000000000,20485120000000,16942320000000,3542800000000,25657567000000,0,0,1004813000000,1390835000000,6594001000000,6073331000000,6010000000000,0,63331000000,0,0,0,387111000000,0,0,133559000000,0,0,1441681000000,909655000000,909655000000,0,0,532026000000,0,0,0,0,0,532026000000,3829732000000,3829732000000,13147000000,0,3816585000000,0,0,0,0
2012,0,66412697000000,182778000000,3216017000000,15399469000000,9065993000000,6333476000000,0,1000000,1000000,0,0,22588295000000,22991681000000,-403386000000,0,0,0,15515782000000,15515782000000,0,0,24731000000,0,0,24731000000,0,747476000000,430403000000,0,317073000000,0,8738148000000,6747556000000,1325398000000,0,665194000000,588257000000,0,66412697000000,59021695000000,4872000000,16281973000000,9147622000000,7134351000000,41336683000000,18419000000,3911000000,300000000,1375537000000,7391002000000,6523331000000,6460000000000,0,63331000000,0,0,0,512995000000,0,0,354676000000,0,0,2030989000000,1067005000000,1067005000000,0,0,963984000000,963984000000,0,0,0,0,0,2433950000000,2433950000000,1401568000000,0,1032382000000,0,0,0,0
2013,0,79594241000000,206590000000,6560356000000,11812527000000,10571763000000,1240764000000,0,1000000,1000000,0,1015000000,28954142000000,29548005000000,-593863000000,0,0,0,22107865000000,21799028000000,357986000000,-49149000000,24731000000,0,0,24731000000,0,809898000000,479197000000,0,330701000000,0,9117116000000,6652489000000,1836829000000,0,627798000000,519050000000,0,79594241000000,72322966000000,19185000000,15539142000000,14060153000000,1478989000000,55553137000000,0,27394000000,0,1184108000000,7271275000000,6523331000000,6460000000000,0,63331000000,0,0,0,595103000000,0,0,152841000000,0,0,1802977000000,243841000000,243841000000,0,0,1559136000000,507000000000,0,0,0,0,1052136000000,3340570000000,2740570000000,231396000000,0,2509174000000,0,0,0,600000000000
2014,0,100801752000000,325286000000,1617624000000,9686853000000,6003362000000,3683491000000,0,1000000,1000000,0,0,40815654000000,41289105000000,-473451000000,0,0,0,36252486000000,34782578000000,1590510000000,-120602000000,324731000000,0,0,324731000000,0,1081018000000,737510000000,0,343508000000,0,10698099000000,6955879000000,3197863000000,0,550772000000,449843000000,-6415000000,100801752000000,93410655000000,25935000000,12851116000000,10520081000000,2331035000000,77819859000000,45096000000,1062300000000,0,1606349000000,7391097000000,6523331000000,6460000000000,0,63331000000,0,0,0,662740000000,0,0,205026000000,0,0,5004238000000,2331040000000,2331040000000,0,0,2673198000000,507000000000,0,0,0,0,2166198000000,10749911000000,7883553000000,339936000000,0,7543617000000,0,0,0,2866358000000
2015,0,107587385000000,480567000000,1885088000000,5423331000000,4673764000000,751884000000,-2317000000,0,0,0,34196000000,55470066000000,56164794000000,-694728000000,0,0,0,32159897000000,29827164000000,2680135000000,-347402000000,324731000000,0,0,324731000000,0,1172472000000,767451000000,0,405021000000,0,10637037000000,6570953000000,3530106000000,0,542393000000,380637000000,-6415000000,107587385000000,99986865000000,6344833000000,11199634000000,6917588000000,4282046000000,77628984000000,0,1094500000000,2000000000000,1718914000000,7600520000000,6523331000000,6460000000000,0,63331000000,0,0,0,713468000000,0,0,363721000000,0,0,5153332000000,2597589000000,0,0,2597589000000,2555743000000,8671000000,0,0,0,0,2547072000000,22952807000000,8037870000000,239308000000,1501562000000,6297000000000,0,0,0,14914937000000
2016,0,141865255000000,639592000000,12219567000000,9277203000000,8097203000000,1184634000000,-4634000000,0,0,0,19369000000,78705746000000,79676162000000,-970416000000,0,0,0,33246425000000,32496712000000,1553047000000,-803334000000,324731000000,0,0,324731000000,0,1255165000000,828944000000,0,426221000000,0,6177457000000,2716945000000,2862160000000,0,601291000000,311430000000,-2939000000,141865255000000,133533370000000,310737000000,14796745000000,7959893000000,6836852000000,110984894000000,0,1107950000000,4100000000000,2233044000000,8331885000000,6523331000000,6460000000000,0,0,0,0,63331000000,867572000000,0,0,940982000000,0,0,4216580000000,1582693000000,0,0,1582693000000,2633887000000,6920000000,0,0,0,0,2626967000000,22196730000000,19522079000000,2260218000000,2127264000000,15134597000000,0,0,0,2674651000000
2017,0,163433639000000,892779000000,10939956000000,12352188000000,10922188000000,1434634000000,-4634000000,0,0,0,0,99391852000000,100621236000000,-1229384000000,0,0,0,31863910000000,30934260000000,1715663000000,-786013000000,324731000000,0,0,324731000000,0,1454298000000,998032000000,0,456266000000,0,6213925000000,2636507000000,2935137000000,0,642281000000,242291000000,0,163433639000000,154050381000000,1331519000000,13538858000000,11486217000000,2052641000000,128275377000000,49120000000,1121250000000,6157131000000,3577126000000,9383258000000,6523331000000,6460000000000,0,63331000000,0,0,0,1065944000000,0,0,1793983000000,0,0,4742605000000,1685226000000,0,0,1685226000000,3057379000000,24142000000,0,0,0,0,3033237000000,26257249000000,26231913000000,118797000000,903711000000,25209405000000,0,0,0,25336000000
