Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2012,2,525101751539,0,525101751539,-33095962368,0,-33095962368,15192759494,-465308072,-8696991682,0,0,0,0,498036248911,-212272549214,285763699697,-83948029968,201815669729,-12495248048,0,-12495248048,189320421681,0,0
2012,3,450667287049,0,450667287049,-38089652607,0,-38089652607,-15211988646,-4530543588,0,16471817419,0,16471817419,0,409306919627,-245365049704,163941869923,-82108882859,81832987064,-14181566973,0,-14181566973,67651420091,0,0
2013,2,1471773392349,-1012012714484,459760677865,11826866028,-57403619860,-45576753832,5718280923,-36051859740,12505543208,45522714129,-10600142764,34922571365,0,431278459789,-265407203485,165871256304,-110363353229,55507903075,-14088591739,0,-14088591739,41419311336,0,0
2015,1,1592977000000,-993058000000,599919000000,11575000000,-73864000000,-62289000000,-4594000000,-57000000,8618000000,3912000000,-13281000000,-9369000000,0,532228000000,-320229000000,211999000000,-98332000000,113667000000,-4088000000,0,-4088000000,109579000000,0,0
2015,2,1755295000000,-1007807000000,747488000000,15099000000,-96740000000,-81641000000,780000000,-59000000,-419000000,584000000,-50801000000,-50217000000,0,615932000000,-375975000000,239957000000,-194159000000,45798000000,-9000000000,0,-9000000000,36798000000,0,0
2015,3,1740948000000,-1033049000000,707899000000,18580000000,-87715000000,-69135000000,39539000000,-58000000,-360000000,503000000,-32477000000,-31974000000,0,645911000000,-386075000000,259836000000,-112337000000,147499000000,-26000000000,0,-26000000000,121499000000,0,0
2016,1,1932563000000,-1111067000000,821496000000,22048000000,-96589000000,-74541000000,47829000000,-81000000,816000000,1953000000,-63187000000,-61234000000,0,734285000000,-369867000000,364418000000,-100279000000,264139000000,-50808000000,0,-50808000000,213331000000,0,0
2016,2,2076119000000,-1114464000000,961655000000,43931000000,-98768000000,-54837000000,-8301000000,-80000000,-117012000000,1621000000,-26515000000,-24894000000,0,756531000000,-427336000000,329195000000,-126334000000,202861000000,-47053000000,0,-47053000000,155808000000,0,0
2016,3,2330065000000,-1131822000000,1198243000000,31315000000,-114380000000,-83065000000,39368000000,-82000000,-113741000000,521000000,-50551000000,-50030000000,0,990693000000,-439184000000,551509000000,-153237000000,398272000000,-68000000000,0,-68000000000,330272000000,0,571
2016,4,2569104000000,-1526728000000,1042376000000,66883000000,221625000000,288508000000,58915000000,-81000000,7497000000,1270000000,-8349000000,-7079000000,0,1390136000000,-795101000000,595035000000,-112449000000,482586000000,-119211000000,0,-119211000000,363375000000,0,1582
2017,1,2676692000000,-1416807000000,1259885000000,30218000000,-20686000000,9532000000,71753000000,-80000000,12196000000,4125000000,-149375000000,-145250000000,0,1208036000000,-505852000000,702184000000,-232672000000,469512000000,-118790000000,0,-118790000000,350722000000,0,543
2017,2,2855647000000,-1574347000000,1281300000000,40712000000,-33137000000,7575000000,-54645000000,-125000000,291501000000,8970000000,-258419000000,-249449000000,0,1276157000000,-702316000000,573841000000,-133023000000,440818000000,-85000000000,0,-85000000000,355818000000,0,460
2017,3,2920840000000,-1558916000000,1361924000000,51385000000,-27657000000,23728000000,-9203000000,14312000000,-4089000000,2201000000,-126611000000,-124410000000,0,1262262000000,-630988000000,631274000000,-107943000000,523331000000,-104000000000,0,-104000000000,419331000000,0,649
2017,4,3056600000000,-1732866000000,1323734000000,67768000000,-43725000000,24043000000,-2247000000,-62000000,70509000000,10120000000,-77396000000,-67276000000,0,1348701000000,-973941000000,374760000000,-40336000000,334424000000,-92210000000,0,-92210000000,242214000000,0,375
