Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2018,1,3192599000000,-1997298000000,1195301000000,47902000000,-28704000000,19198000000,49851000000,7887000000,49904000000,978000000,-119337000000,-118359000000,0,1203782000000,-635241000000,568541000000,-61162000000,507379000000,-89988000000,0,-89988000000,417391000000,0,557
2018,2,3432181000000,-2306169000000,1126012000000,73538000000,-51126000000,22412000000,-35513000000,-7887000000,-99989000000,46869000000,-97421000000,-50552000000,0,954483000000,-708827000000,245656000000,-134637000000,111019000000,-20413000000,0,-20413000000,90606000000,0,-69
2018,3,3549788000000,-2283674000000,1266114000000,83153000000,-41401000000,41752000000,-21286000000,0,86030000000,694000000,-58050000000,-57356000000,0,1315254000000,-763554000000,551700000000,-203658000000,348042000000,-68000000000,0,-68000000000,280042000000,0,373
2018,4,3681752000000,-2253058000000,1428694000000,126564000000,-57437000000,69127000000,13862000000,0,-40628000000,9659000000,-74789000000,-65130000000,0,1405925000000,-940446000000,465479000000,-266912000000,198567000000,-65000000000,0,-65000000000,133567000000,0,178
2019,1,3753959000000,-2352788000000,1401171000000,82191000000,-47023000000,35168000000,24600000000,0,14004000000,40353000000,-145715000000,-105362000000,0,1369581000000,-724663000000,644918000000,-133485000000,511433000000,-101165000000,0,-101165000000,410268000000,0,544
2019,2,4070747000000,-2507406000000,1563341000000,119721000000,-50412000000,69309000000,10954000000,4070000000,-27848000000,14132000000,111412000000,125544000000,275000000,1745645000000,-1084577000000,661068000000,-55629000000,605439000000,-118000000000,0,-118000000000,487439000000,0,253
2019,3,4170196000000,-2636298000000,1533898000000,143038000000,-47904000000,95134000000,11680000000,0,-22253000000,13462000000,-6131000000,7331000000,0,1625790000000,-982084000000,643706000000,-124320000000,519386000000,-106000000000,0,-106000000000,413386000000,0,490
2019,4,4264946000000,-2702480000000,1562466000000,247534000000,-53734000000,193800000000,16748000000,0,-17708000000,27397000000,-13950000000,13447000000,0,1768753000000,-1240857000000,527896000000,-125330000000,402566000000,-113382000000,0,-113382000000,289184000000,0,338
2020,1,4300039000000,-2862158000000,1437881000000,144518000000,-47907000000,96611000000,7075000000,0,-63840000000,19713000000,-2394000000,17319000000,0,1495046000000,-928707000000,566339000000,37318000000,603657000000,-118001000000,0,-118001000000,485656000000,0,497
2020,2,4249860000000,-2786029000000,1463831000000,174276000000,-61328000000,112948000000,28555000000,0,1179000000,122584000000,-12368000000,110216000000,275000000,1717004000000,-1062997000000,654007000000,-253374000000,400633000000,-80000000000,0,-80000000000,320633000000,0,328
