Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2008,0,448763000000,-119613000000,138000000,108671000000,0,57515000000,-145913000000,0,349561000000,0,-730168000000,-1239435000000,0,-2414752000000,0,0,-535041000000,0,953304000000,2847453000000,0,0,0,0,170800000000,-598278000000,0,0,0,-598278000000,-119259000000,140000000,0,0,0,0,-2480000000,0,0,-121599000000,3300000000000,0,0,-297000000000,0,0,3003000000000,2283123000000,0,0,2283123000000
2009,0,1093311000000,-402671000000,10388000000,215967000000,0,-377000000,-303297000000,0,613321000000,0,95168000000,-4549639000000,0,-3008502000000,0,0,-1155087000000,1275681000000,2855176000000,4455024000000,0,35000000000,977486000000,0,-117009000000,1476619000000,0,-75951000000,0,1400668000000,-64313000000,70000000,-3850000000,0,0,0,0,0,34000000,-68059000000,350000000000,0,0,-432500000000,0,0,-82500000000,1250109000000,2283123000000,0,3533232000000
2010,0,2290745000000,-1014791000000,32735000000,0,66530000000,334000000,-482180000000,-59360000000,834013000000,0,-1323556000000,-10182075000000,0,-4410449000000,0,0,-795018000000,1325704000000,8572776000000,5011648000000,23165000000,5000000000,2107092000000,0,85230000000,1253530000000,0,-30029000000,0,1223501000000,-225198000000,502000000,0,0,0,0,-18401000000,0,0,-243097000000,0,0,0,-438000000000,0,0,-438000000000,542404000000,3533232000000,0,4075636000000
2011,0,5069051000000,-3035861000000,-40449000000,80163000000,0,-26621000000,-732920000000,-92183000000,1221180000000,0,-1826333000000,-824339000000,-38840000000,-2923436000000,0,-4967000000,20577000000,-1601385000000,8103864000000,6787435000000,-23165000000,-40000000000,-79765000000,0,556136000000,9326962000000,0,-33568000000,0,9293394000000,-284715000000,236000000,0,0,0,0,0,0,0,-284479000000,0,0,0,-811300000000,0,0,-811300000000,8197615000000,4075636000000,0,12273251000000
2012,0,5881883000000,-3783819000000,-144246000000,17522000000,0,-15874000000,-926799000000,-88235000000,940432000000,0,-5771084000000,1303734000000,0,-10234542000000,0,-17373000000,-3663949000000,-995128000000,-4203147000000,15679116000000,18419000000,3911000000,-1004513000000,0,-204281000000,-8148405000000,0,0,0,-8148405000000,-221434000000,1697000000,0,0,0,0,0,0,0,-219737000000,450000000000,0,0,-447700000000,0,0,2300000000,-8365842000000,12273251000000,0,3907409000000
2013,0,5615841000000,-3870122000000,-183734000000,46766000000,56088000000,-1821000000,-1104653000000,-96214000000,462151000000,0,13650091000000,-6283246000000,-1015000000,-6593234000000,0,-56108000000,163562000000,14313000000,-742831000000,14216454000000,-18419000000,23483000000,-300000000,0,-539370000000,14295531000000,0,-38102000000,0,14257429000000,-181338000000,1209000000,0,0,0,0,0,0,0,-180129000000,0,0,0,-646000000000,0,0,-646000000000,13431300000000,3907409000000,0,17338709000000
2014,0,4802124000000,-3241523000000,-306476000000,215367000000,0,-125076000000,-1236852000000,-84041000000,23523000000,0,-2442727000000,-12533550000000,1015000000,-13089458000000,0,-242069000000,-671022000000,6750000000,-2688026000000,22266722000000,45096000000,1034906000000,0,0,-185464000000,-8474304000000,0,-20410000000,0,-8494714000000,-277066000000,2343000000,0,0,0,0,-300000000000,0,0,-574723000000,0,0,0,-323000000000,0,0,-323000000000,-9392437000000,17338709000000,0,7946272000000
2015,0,6636517000000,-3906759000000,-268219000000,-8186000000,0,-138637000000,-1418201000000,-60487000000,836174000000,0,2931607000000,4955415000000,-34196000000,-15744031000000,0,-41166000000,143018000000,6318898000000,-1651482000000,-190875000000,-45096000000,32200000000,2000000000000,0,-31160000000,-520694000000,0,-50239000000,0,-570933000000,-209343000000,2623000000,0,0,0,0,0,0,0,-206720000000,0,0,0,-129200000000,0,0,-129200000000,-906853000000,7946272000000,0,7039419000000
2016,0,9575797000000,-4684052000000,76065000000,157340000000,0,-143672000000,-1868459000000,-210250000000,2903203000000,0,-432750000000,-2669548000000,14827000000,-22108592000000,0,-1814000000,3474309000000,-6034096000000,3597111000000,33355910000000,0,13450000000,2100000000000,0,246858000000,14458868000000,0,-46263000000,0,14412605000000,-205691000000,728000000,0,0,0,0,0,0,0,-204963000000,0,0,0,-290700000000,0,0,-290700000000,13916942000000,7039419000000,0,20956361000000
2017,0,11436802000000,-5655686000000,64880000000,164122000000,0,-586692000000,-2618797000000,-390585000000,2422102000000,0,-250000000000,1562452000000,19369000000,-20848722000000,0,-53703000000,-278490000000,1020782000000,-1257887000000,17290483000000,49120000000,13300000000,2057131000000,0,685634000000,2431571000000,0,-36530000000,0,2395041000000,-340101000000,2022000000,0,0,0,0,0,0,0,-338079000000,0,0,0,-258400000000,0,0,-258400000000,1798562000000,20956361000000,0,22754923000000
2018,0,12985556000000,-7071410000000,152825000000,22140000000,0,-293459000000,-2834644000000,-303365000000,2664471000000,0,530000000000,-3705660000000,-65547000000,-18572188000000,0,-481045000000,140685000000,6013527000000,2902098000000,-3327302000000,-49120000000,40250000000,3962633000000,0,-364470000000,-10311668000000,0,-110793000000,0,-10422461000000,-217078000000,5882000000,0,0,0,0,0,0,0,-211196000000,652400000000,0,0,-646005000000,0,0,6395000000,-10627262000000,22754923000000,0,12127661000000
2019,0,15778719000000,-9690152000000,393411000000,87934000000,0,-12859000000,-3715765000000,-402203000000,2493352000000,0,-1496489000000,1213921000000,-22353000000,-21329202000000,0,-620473000000,161791000000,-7058038000000,1092236000000,11899184000000,0,-2875000000,18036173000000,0,236976000000,4604203000000,0,-210193000000,0,4394010000000,-434401000000,4098000000,0,0,0,0,0,0,275000000,-430028000000,1006472000000,0,0,0,0,0,1006472000000,4970454000000,12127661000000,0,17098115000000
