Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2014,4,100801752000000,325286000000,1617624000000,9686853000000,6003362000000,3683491000000,0,1000000,1000000,0,0,40815654000000,41289105000000,-473451000000,0,0,0,36252486000000,34782578000000,1590510000000,-120602000000,324731000000,0,0,324731000000,0,1081018000000,737510000000,0,343508000000,0,10698099000000,6955879000000,3197863000000,0,550772000000,449843000000,-6415000000,100801752000000,93410655000000,25935000000,12851116000000,10520081000000,2331035000000,77819859000000,45096000000,1062300000000,0,1606349000000,7391097000000,6523331000000,6460000000000,0,63331000000,0,0,0,662740000000,0,0,205026000000,0,0,5004238000000,2331040000000,2331040000000,0,0,2673198000000,507000000000,0,0,0,0,2166198000000,0,0,0,0,0,0,0,0,0
2015,1,103188485952197,503300617545,1453616057610,3534864611624,1814001330206,1720863281418,0,1118081,1310269,-192188,0,47467614085949,47961724084962,-494109999013,0,0,0,36951611067263,35555847319295,1583185238072,-187421490104,324730750000,0,0,324730750000,0,1097971527096,741214284815,0,356757242281,0,11854776117029,7794637586989,3535958914957,0,530594741288,203803926643,-6415126205,103188485952197,95828236269129,229733589035,11815640930549,9658771773065,2156869157484,81302503401421,1785974458,1072900000000,0,1405672373666,7360249683068,6523330889872,6460000000000,0,63330889872,0,0,0,662740058250,0,0,174178734946,0,0,2728962967726,0,0,0,0,2728962967726,507000000000,0,0,0,0,2221962967726,18214402804746,11372266456044,818798840805,175068200081,10378399415158,0,0,2373566929917,4468569418785
2015,2,101913197000000,447432000000,796751000000,3933240000000,1633220000000,2300947000000,-927000000,1000000,1000000,0,7527000000,50783535000000,51399641000000,-616106000000,0,0,0,32655544000000,31350469000000,1563705000000,-258630000000,324731000000,0,0,324731000000,0,1162690000000,770964000000,0,391726000000,0,11801746000000,7346270000000,3932088000000,0,529803000000,0,-6415000000,101913197000000,94516148000000,25061000000,8520860000000,5947832000000,2573028000000,83319204000000,0,1083650000000,0,1567373000000,7397049000000,6523331000000,6460000000000,0,63331000000,0,0,0,662740000000,0,0,210978000000,0,0,4069551000000,0,0,0,0,4069551000000,7000000000,0,0,0,0,4062551000000,21399687000000,10297859000000,427562000000,460089000000,9410208000000,0,0,2460657000000,8641171000000
2015,3,106628799000000,489757000000,2641589000000,2878030000000,2541888000000,337069000000,-927000000,0,0,0,8207000000,54003368000000,54609751000000,-606383000000,0,0,0,32385264000000,29867488000000,2854058000000,-336282000000,324731000000,0,0,324731000000,0,1147003000000,757544000000,0,389459000000,0,12750850000000,8187923000000,4047210000000,0,522132000000,187500000000,-6415000000,106628799000000,99072416000000,35955000000,10696034000000,6800435000000,3895599000000,85355122000000,0,1094500000000,0,1890805000000,7556383000000,6523331000000,6460000000000,0,63331000000,0,0,0,662740000000,0,0,370312000000,0,0,2269853000000,0,0,0,0,2269853000000,15671000000,0,0,0,0,2254182000000,22347806000000,7682337000000,1302746000000,1740542000000,4639049000000,0,0,2215815000000,12449654000000
2015,4,107587384000000,480567000000,1885088000000,5423331000000,4673764000000,751884000000,-2317000000,0,0,0,34196000000,55470066000000,56164794000000,-694728000000,0,0,0,32159896000000,29827163000000,2680135000000,-347402000000,324731000000,0,0,324731000000,0,1172472000000,767451000000,0,405021000000,0,10637037000000,6570953000000,3530106000000,0,542393000000,380637000000,-6415000000,107587384000000,99986864000000,6344833000000,11199634000000,6917588000000,4282046000000,77628984000000,0,1094500000000,2000000000000,1718913000000,7600520000000,6523331000000,6460000000000,0,63331000000,0,0,0,713468000000,0,0,363721000000,0,0,5153332000000,2597589000000,0,0,2597589000000,2555743000000,8671000000,0,0,0,0,2547072000000,22952807000000,8037870000000,239308000000,1501562000000,6297000000000,0,0,0,14914937000000
2016,1,113023259000000,854727000000,971544000000,5398337000000,4127966000000,1272688000000,-2317000000,0,0,0,55351000000,57949842000000,58644570000000,-694728000000,0,0,0,35112366000000,32879913000000,2680135000000,-447682000000,324731000000,0,0,324731000000,0,1142386000000,741041000000,0,401345000000,0,11213975000000,7269548000000,3429052000000,0,521790000000,363335000000,-6415000000,113023259000000,105540829000000,630872000000,8360056000000,5029939000000,3330117000000,91571181000000,0,1092850000000,2000000000000,1885870000000,7482430000000,6523331000000,6460000000000,0,63331000000,0,0,0,713468000000,0,0,245631000000,0,0,2680594000000,0,0,0,0,2680594000000,8671000000,0,0,0,0,2671923000000,31278900000000,17483728000000,2760744000000,3252536000000,11470448000000,0,0,2563982000000,11231190000000
2016,2,127788670000000,651151000000,4624541000000,9614864000000,6941026000000,2678472000000,-4634000000,0,0,0,28272000000,64245202000000,64972275000000,-727073000000,0,0,0,36384480000000,34395119000000,2649170000000,-659809000000,324731000000,0,0,324731000000,0,1180408000000,756976000000,0,423432000000,0,10735021000000,6498689000000,3718154000000,0,524593000000,346033000000,-6415000000,127788670000000,120150432000000,260208000000,4124608000000,1689249000000,2435359000000,110806441000000,0,1093650000000,2000000000000,1865525000000,7638238000000,6523331000000,6460000000000,0,63331000000,0,0,0,713468000000,0,0,401439000000,0,0,3006475000000,0,0,0,0,3006475000000,5767000000,0,0,0,0,3000708000000,20397553000000,14027354000000,507137000000,2082060000000,11438157000000,0,0,2353488000000,4016711000000
2016,3,133080141000000,1130781000000,11493509000000,2484879000000,1990134000000,499379000000,-4634000000,0,0,0,970000000,71880192000000,72657463000000,-777271000000,0,0,0,36807319000000,35085379000000,2612104000000,-890164000000,324731000000,0,0,324731000000,0,1172511000000,750333000000,0,422178000000,0,7785249000000,4298273000000,2958863000000,0,531052000000,328732000000,-2939000000,133080141000000,125111632000000,295522000000,14637360000000,8101610000000,6535750000000,104052900000000,0,1097450000000,3000000000000,2028400000000,7968509000000,6523331000000,6460000000000,0,63331000000,0,0,0,713468000000,0,0,731710000000,0,0,3217354000000,0,0,0,0,3217354000000,6920000000,0,0,0,0,3210434000000,18056539000000,13044179000000,837278000000,1429942000000,10776959000000,0,0,2119679000000,2892681000000
2016,4,141865255000000,639592000000,12219567000000,9277203000000,8097203000000,1184634000000,-4634000000,0,0,0,19369000000,78705746000000,79676162000000,-970416000000,0,0,0,33246425000000,32496712000000,1553047000000,-803334000000,324731000000,0,0,324731000000,0,1255165000000,828944000000,0,426221000000,0,6177457000000,2716945000000,2862160000000,0,601291000000,311430000000,-2939000000,141865255000000,133533370000000,310737000000,14796745000000,7959893000000,6836852000000,110984894000000,0,1107950000000,4100000000000,2233044000000,8331885000000,6523331000000,6460000000000,0,0,0,0,63331000000,867572000000,0,0,940982000000,0,0,2633887000000,0,0,0,0,2633887000000,6920000000,0,0,0,0,2626967000000,23779423000000,19522079000000,2260218000000,2127264000000,15134597000000,0,0,1582693000000,2674651000000
2017,1,138023159000000,819077000000,2214594000000,3563642000000,1833642000000,1734634000000,-4634000000,0,0,0,64309000000,87777125000000,88869153000000,-1092028000000,0,0,0,35028509000000,34341016000000,1553047000000,-865554000000,324731000000,0,0,324731000000,0,1222721000000,798162000000,0,424559000000,0,7008451000000,3404524000000,2716930000000,0,938050000000,138747000000,-51053000000,138023159000000,129657264000000,1094275000000,8976490000000,4657453000000,4319037000000,111494370000000,0,1113800000000,4582133000000,2396196000000,8365895000000,6523331000000,6460000000000,0,63331000000,0,0,0,867572000000,0,0,974992000000,0,0,2696967000000,0,0,0,0,2696967000000,7920000000,0,0,0,0,2689047000000,19157387000000,17364450000000,1442244000000,818539000000,15103667000000,0,0,1752804000000,40133000000
