disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2016-08-15,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2016-08-22,,,Giá tham chiếu 11.000 đ/cp,,,,
2016-08-22,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2016-08-22,2017-07-05,,Thời gian niêm yết dưới 06 tháng,,,,
2016-08-29,stockAlert,noticed,Nhắc nhở,2016-08-25,,,Chậm công bố BCTC soát xét bán niên năm 2016,,,,
2017-04-12,investorRight,MEETING,Họp cổ đông,2017-04-24,,,ĐHCĐ thường niên năm 2017,,,,
2017-06-30,schedEvent,schedIssue,Dự kiến phát hành,,,,Dự kiến phát hành 30.000.000 cổ phiếu cho dưới 100 nhà đầu tư riêng lẻ,,,,
2017-07-05,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2017-07-05,2018-08-01,,Chậm CBTT BCTC năm quá 5 ngày làm việc,,,,
2018-02-06,stockAlert,noticed,Nhắc nhở,2018-02-05,,,Chậm CB Nghị quyết HĐQT về việc góp vốn vào công ty con,,,,
2018-02-07,stockAlert,noticed,Nhắc nhở,2018-02-06,,,Nhắc nhở liên quan đến nội dung BCQT năm 2017,,,,
2018-05-16,investorRight,MEETING,Họp cổ đông,2018-05-31,2018-06-22,2018-06-22,ĐHĐCĐ thường niên năm 2018,,,,
2018-07-26,stockAlert,noticed,Nhắc nhở,2018-07-25,,,Chậm CBTT giải trình KQKD quý 2/2018,,,,
2018-07-30,stockAlert,alert,Cảnh báo,2018-08-06,,,LNST 2018 và LNST chưa pp tại 31/12/2018 âm,,,,
2018-08-01,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2018-08-01,,,Chứng khoán thuộc diện cảnh cáo,,,,
2019-08-27,stockAlert,noticed,Nhắc nhở,2019-08-27,,,Chậm CBTT tổ chức ĐHĐCĐ thường niên năm 2019,,,,
2019-12-11,stockAlert,noticed,Nhắc nhở,2019-12-11,,,Chậm công bố Biên bản ĐHĐCĐ thường niên năm 2019,,,,
2019-12-18,stockAlert,halt,Kiểm soát đặc biệt (Hạn chế GD),2019-12-25,,,LNST chưa phân phối tính đến ngày 30/06/2020 âm,,,,
2020-02-14,investorRight,MEETING,Họp cổ đông,2019-11-07,2020-02-26,2020-02-26,ĐHĐCĐ thường niên năm 2019,,,,
2020-09-17,investorRight,MEETING,Họp cổ đông,2020-10-08,,,ĐHĐCĐ thường niên năm 2020,,,,
