Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2013,1,362197955254,5389062004,-25224518136,-21109533831,-1221796125,-2893188180,0,-6549566307,5306522705,138584361,0,13436951,125147410,341258039881,-141601487169,-672750876,14037621137,9011736354,24000000,5001884783,-128236616908,0,-45296263978,-3423624991,-49540595722,-48503123759,-42956337496,0,0,-1632286933,-1314397538,-2600101792,-1037471963,0,0,-226497101599,114760938282,0,0,0,66689340783,-64593556755,2095784028,-21636288370,-100184353264,-100184353264,0,0,-7059703352,0,2095784028,25403249128,-4398835813,21004413315,47143988,-106223322,-59079334,-103326350,15878088307,0,-3355175353,12522912954,7900493,12515012461,250
2013,2,325864755107,43445081656,-68705112613,-60958611493,-2426910934,-5319590186,0,-17883249146,15904961174,93985169,4976912,0,89008257,298720421347,-143184480287,-23814866756,22305815329,23680221497,32270000,-1406676168,-144693531714,0,4610641487,-3006047241,-47571279014,-37969461993,-32679325753,-3022387447,0,-1443895653,1280101164,-2103954304,1037471963,-10639288984,0,-190660216482,108060204865,0,0,0,84582657609,-81142675814,3439981795,-18215510247,-96365850194,-96365850194,0,0,-6521155576,0,3439981795,27883042712,-7111056143,20771986569,345585597,-64615971,280969626,-29923282,17941859132,0,-3918405906,14023453226,30658543,13992794683,276
2013,3,341364068285,16657067256,-96566246843,-92224280223,-1373957878,-2968008742,0,16790617863,28183629263,98066353,1105651,3553190,93407512,306527202177,-134378697199,-13957807638,7016167221,5178469543,9292000,1828405678,-141320337616,0,-104309974,-2603851724,-47634035770,-42457893221,-35214587318,0,0,-4017938079,-1376129997,-1849237827,-5176142549,0,0,-191662535084,114864667093,0,0,0,37402399127,-35026622892,2375776235,-20877582030,-101608666344,-101608666344,0,0,-7621581281,0,2375776235,21749168761,-2005939291,19743229470,36584741,-241626412,-205041671,-1404493367,12887889386,0,-3445477688,9442411698,-10937629,9453349327,657
2013,4,449017049814,32410304125,-91343953273,-85506723841,-2425661685,-3411567747,0,-32551096626,18087295617,244730491,26036268,146558332,72135891,375864330148,-145321012713,-15185899619,18496181136,16604532671,1818182,1889830283,-142010731196,0,34201378384,-3911531171,-72893358674,-65055919809,-55232019789,-157304075,-3603737,-5851264568,-2624260096,-1187467544,-7837438865,0,0,-184614242657,191250087491,0,0,0,24488228526,-23058741092,1429487434,-32932016578,-139234199286,-139234199286,0,0,19083871627,0,1429487434,26497718403,-21324353690,5173364713,234767858,-502658544,-267890686,-632854321,24785978767,0,-6408180778,18377797989,-36786502,18414584491,989
2014,1,394055616255,5705415574,-50680792574,-64907397684,14226605110,0,0,0,7059210549,45847407,0,0,45847407,338919462029,-128792741436,0,3944133952,0,3944133952,0,-120333936856,0,-47371644085,0,-83185289565,-83185289565,-33102594111,0,0,0,0,-50082695454,0,0,0,-250890870506,88028591523,0,0,0,24249614917,-22205473392,2044141525,-680030477,-94132353616,-94132353616,0,0,-6783792570,0,2044141525,30153485850,-803933523,29349552327,124402992,-122279911,2123081,522810178,25134834541,0,-5559957186,19574877355,-11771648,19586649003,0
2014,2,347841949350,32601741600,-61488514620,-76449601305,14961086685,0,0,0,8741291229,87746821,0,0,87746821,320484924231,-170702992050,0,907748862,0,907748862,0,-118005509196,0,-2510799283,-6388477238,-86589683967,-86589683967,-9003660945,0,0,0,0,-77586023022,0,0,0,-213494469684,106990454547,0,0,0,25712406064,-23654372557,2058033507,-466157166,-90932242736,-90932242736,0,0,15592054645,0,2058033507,20840644469,-12098777368,8741867101,18962792,-65685353,-46722561,-993653083,25351579609,0,-5459028721,19892550888,-28455747,19921006635,0
2014,3,336509213108,0,0,0,0,0,0,0,0,0,0,0,0,336509213108,-258359160128,0,0,0,0,0,-258359160128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-258359160128,78150052980,0,0,0,27624588936,-25802667413,1821921523,-795916243,-91064127437,-91064127437,0,0,-13709990700,0,1821921523,26759762323,-1924612753,24835149570,3081679789,-2429215950,652463839,1614124037,15213668269,0,-3522798005,11690870264,-52799181,11743669445,1017
2014,4,445538133611,0,0,0,0,0,0,0,0,0,0,0,0,445538133611,-350579623133,0,0,0,0,0,-350579623133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-350579623133,94958510478,0,0,0,29546043218,-25431550993,4114492225,-245002841,-85111774814,-85111774814,0,0,9601732823,0,4114492225,25577744698,-21667607646,3910137052,461876740,-546132546,-84255806,1014514024,18556620318,-3468805688,0,15087814630,-7298229,15095112859,300
2015,1,553618574874,8313091770,-85843292346,-105399870880,19556578534,0,0,0,20785874225,93321084,0,0,93321084,418182240503,-147358336193,0,2560738241,0,2560738241,0,-141460139713,0,-69728136840,-4565317958,-115287389367,-115287389367,-41456466990,0,0,0,0,-73830922377,0,0,0,-331040983878,87141256625,0,0,0,17178292728,-15094171087,2084121641,-507591303,-81665126943,-81665126943,0,0,4968538379,0,2084121641,21902690244,-3039902206,18862788038,269593574,-87731156,181862418,1378906280,27476216756,0,-5751560327,21724656429,21707236,21702949193,0
2015,2,552777818005,40378436918,-136469355686,-194840097467,58370741781,0,0,0,53461188995,69112780,0,0,69112780,404555527248,-204274535495,0,1671877993,0,1671877993,0,-136978357580,0,33131923316,-3983161574,-160145643361,-160145643361,-52189690714,0,0,0,0,-107955952647,0,0,0,-267975239199,136580288049,0,0,0,14329072554,-11663088694,2665983860,-757031356,-124910413271,-124910413271,0,0,10912843422,0,2665983860,23407867997,-1299929281,22107938716,319340506,-63540185,255800321,-827370087,35115196232,0,-7934887912,27180308320,19815862,27160492458,0
2015,3,659929717866,54404784568,-110333426337,-165078847757,54745421420,0,0,0,27564135930,55193292,0,0,55193292,483950430240,-388462768185,0,0,0,0,0,-388462768185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-388462768185,95487662055,0,0,0,11227208369,-9420985678,1806222691,-269986288,-120903890829,-120903890829,0,0,-25686215062,0,1806222691,57571614306,-20681091555,36890522751,70028000,-152649893,-82621893,1728770924,14656679411,-2220749505,0,12435929906,-13771270,12449701176,209
2015,4,734181884433,27483552005,-138307484629,-147332629698,9025145069,0,0,0,52083557245,98318291,0,0,98318291,586230046059,-508230976839,0,0,0,0,0,-508230976839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-508230976839,77999069220,0,0,0,20847394163,-15218421923,5628972240,-698470791,-70050217663,-70050217663,0,0,7250380766,0,5628972240,218781667014,-102948325334,115833341680,-484455979,-1352858710,-1837314689,491226435,127366606432,0,-26510420156,100856186276,35655187,100820531089,0
2016,1,724081161829,15388333810,-127447775917,-148363485123,20915709206,0,0,0,40432626705,57477586,0,0,57477586,563718307516,-408378372254,0,0,0,0,0,-408378372254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-408378372254,155339935262,0,0,0,20516974840,-18290053193,2226921647,-440017916,-144305352191,-144305352191,0,0,10594565155,0,2226921647,46777841418,-2785309356,43992532062,240207685,-336203950,-95996265,1377916794,58095939393,0,-12397643494,45698295899,14428903,45683866996,704
2016,2,746416306416,29164784808,-194178621321,-190250522693,-3928098628,0,0,0,70957837088,83658063,0,0,83658063,560750973499,-107922396939,0,2842702267,0,2842702267,0,306292508,0,-102351408798,-11764365790,-370115442265,-370115442265,-119484930502,0,0,0,0,-250630511763,0,0,0,-483924924345,76826049154,0,0,0,27831854477,-24293454829,3538399648,-670061977,-89616903254,-89616903254,0,0,-13460916077,0,3538399648,68036078975,-23350507745,44685571230,140073793,-236418287,-96344494,528981022,35195691329,0,-5638680637,29557010692,33033911,29523976781,231
2016,3,730824738795,51745322269,-141838134746,-141835672927,-2461819,0,0,0,45640478254,118298838,0,0,118298838,627646120206,-551672225079,0,0,0,0,0,-551672225079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-551672225079,75973895127,0,0,0,24555241082,-22107165420,2448075662,-454144172,-89664300442,-89664300442,0,0,-14144549487,0,2448075662,61110770815,-10188971233,50921799582,291508131,-86066518,205441613,639261458,40070028828,0,-7028461744,33041567084,-893293,33042460377,411
2016,4,750414767699,0,0,0,0,0,0,0,0,0,0,0,0,750414767699,-605408023526,0,0,0,0,0,-605408023526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-605408023526,145006744173,0,0,0,38632114567,-31184767178,7447347389,-591754909,-162700478237,-162700478237,0,0,-18285488973,0,7447347389,33764658225,-2626950949,31137707276,296477017,-1825556847,-1529079830,3383194187,22153680049,0,-615889804,21537790245,46145589,21491644656,268
2017,1,755230818320,10847973117,-192478372760,-236447382051,43969009291,0,0,0,69425797997,20722185421,0,0,20722185421,650300123259,-346790385731,0,0,0,0,0,-279685344550,0,-16384936259,-5296314094,-175114772616,-175114772616,-57218251976,0,0,0,0,-117896520640,0,0,0,-476481367519,173818755740,0,0,0,20608014358,-18035734027,2572280331,-342390120,-184938000243,-184938000243,0,0,-11461634623,0,2572280331,72333398171,-22821642216,49511755955,155609498,-264164761,-108555263,168500025,40682346425,0,-7217136542,33465209883,4005005,33461204878,416
2017,2,740932393823,43573555503,-213885543543,-237596723111,23711179568,0,0,0,48908248961,20941947838,0,0,20941947838,636326993820,-486763947109,0,5051523656,0,5051523656,0,-380006385168,0,66320533530,-5469092262,-236672310234,-236672310234,-76929011053,0,0,0,0,-159743299181,0,0,0,-555827254134,80499739686,0,0,0,44329143588,-37610671657,6718471931,-512094171,-90247260403,-90247260403,0,0,-10259614888,0,6718471931,47502134785,-28699046269,18803088516,370531702,-327226903,43304799,5262931303,20568181661,0,-2030612322,18537569339,34688775,18502880564,210
2017,3,810419198165,22644558124,-254753342463,-366929945990,112176603527,0,0,0,75505280796,19630196958,0,0,19630196958,647118675290,-398964901485,0,7333414581,0,7333414581,0,-302915227045,0,-12984293272,-4661338103,-248995779435,-248995779435,-82053209639,0,0,0,0,-166942569796,0,0,0,-569556637855,77562037435,0,0,0,25135235103,-22822408286,2312826817,-469286794,-99931834822,-99931834822,0,0,-22839084181,0,2312826817,82205056290,-14939141829,67265914461,215891532,-55346587,160544945,-2880232015,44019970027,0,-9280464947,34739505080,19026060,34720479020,432
2017,4,899789303735,66565298108,-216174946168,-233460804728,17285858560,0,0,0,44178632569,93233073499,0,0,93233073499,869298070423,-480301205351,0,17024612141,0,17024612141,0,-299920271061,0,7412884674,-7328937371,-344479742076,-344479742076,-115830417789,0,0,0,0,-228649324287,0,0,0,-644316065834,224982004589,0,0,0,33766395583,-26393962293,7372433290,-166620786,-162680405272,-162680405272,0,0,62134978531,0,7372433290,37377332152,-22821642216,14555689936,606313725,-260063863,346249862,-2551199313,81858152306,0,-16338036673,65520115633,39878424,65480237209,779
2018,1,935980777303,23831162014,-347399595676,-347399595676,0,0,0,0,77932894599,48857199949,0,0,48857199949,691369650076,-368824055871,0,1374960453,0,1374960453,0,-318516800318,-6124072709,76584161764,0,-258479893567,-258479893567,-61806917689,0,0,0,0,-196672975878,0,0,0,-506536604830,184833045246,0,0,0,29489647544,-26731106638,2758540906,-619457345,-183368861001,-183368861001,0,0,844726900,0,2758540906,90219642276,-54893440892,35326201384,126330379,-58582324,67748055,394197115,39391414360,0,-7806635618,31584778742,4733656,31580045086,388
2018,2,984232043479,30160924586,-118325278009,-234096098552,115770820543,0,0,0,32928467867,118159502364,0,0,118159502364,821983083581,-422942019642,0,1830470412,0,1830470412,0,-373979156979,6124072709,-5696080326,-13927101179,-313103265225,-313103265225,-89076547352,0,0,0,0,-224026717873,0,0,0,-700581531000,121401552581,0,0,0,40782769542,-37456518837,3326250705,-559617381,-113591527013,-113591527013,0,0,7250408187,0,3326250705,61132531261,-71234219117,-10101687856,601837282,-303133499,298703783,155821876,929496695,0,-446225995,483270700,2281912,480988788,-3
2018,3,1081107763437,11350848127,-364136437697,-379985162942,15848725245,0,0,0,104669828754,71629781392,0,0,71629781392,765388784970,-430910270236,0,5865207250,0,5865207250,0,-299913016127,0,28045053093,-7124725439,-352309364830,-352309364830,-96609688877,0,0,0,0,-255699675953,0,0,0,-631302053303,134086731667,0,0,0,45195969134,-42487064957,2708904177,43590620,-138259382951,-138259382951,0,0,-4129060664,0,2708904177,38515583901,-6736763530,31778820371,404294254,-405743088,-1448834,-2166379907,28190835143,0,-4036092152,24154742991,13298850,24141444141,0
2018,4,1158159656551,61011505966,-378194150358,-453069205793,74875055435,0,0,0,73098470182,268856484131,0,0,268856484131,1098457493066,-491606730279,0,2409677373,0,2409677373,0,-287914401573,0,-145950922467,-7661019567,-505734222586,-505734222586,-152891114869,0,0,0,0,-352843107717,0,0,0,-947260566193,151196926873,0,0,0,51530442659,-43238249868,8292192791,-628835046,-157798135514,-157798135514,0,0,-7230043687,0,8292192791,-13899635960,-29943582436,-43843218396,1859416959,-166606989,1692809970,1050716601,-40037542721,0,5646397374,-34391145347,-26669436,-34364475911,0
2019,1,1321310728259,14368006713,-312066913088,-518143335341,206076422253,0,0,0,63935316644,102370942864,0,0,102370942864,869870932007,-392575340039,0,4080965247,0,4080965247,0,-301160692752,0,3765828021,-8175353997,-315095181360,-315095181360,-78203036882,0,0,0,0,-236892144478,0,0,0,-620665400088,249205531919,0,0,0,33268719144,-28656694554,4612024590,-483396068,-223513097364,-223513097364,0,0,25209038487,0,4612024590,48349998228,-32127749226,16222249002,190281613,-143694564,46587049,332236232,46422135360,0,-9293777594,37128357766,9782397,37118575369,0
2019,2,1433430674490,30842086741,-277278525687,-592338002005,315059476318,0,0,0,89625359980,102333873816,0,0,102333873816,996380219615,-540234914674,0,4624629193,0,4624629193,0,-382720833909,0,2156319596,-8719347591,-482792747350,-482792747350,-101940355275,0,0,0,0,-380852392075,0,0,0,-872076609254,124303610361,0,0,0,39925331589,-34462612577,5462719012,-631988552,-149583721493,-149583721493,0,0,-25912099684,0,5462719012,63020396091,-58054951718,4965444373,214900008,-235829067,-20929059,1104136971,-14400728387,0,4445727518,-9955000869,7256959,-9962257828,326
2019,3,1431521143647,20267408107,-498723916358,-544351998880,45628082522,0,0,0,123680060045,205843218288,0,0,205843218288,1145788704149,-567926761071,0,5074819119,0,5074819119,0,-428143265778,0,38372688836,-9074365529,-632640517306,-632640517306,-165414643831,0,0,0,0,-467225873475,0,0,0,-1031485459777,114303244372,0,0,0,71189402792,-61889987486,9299415306,-750137569,-91581087488,-91581087488,0,0,21972019315,0,9299415306,18867938783,-17065452707,1802486076,642056380,-1548534673,-906478293,-1155076942,31012365462,0,-4825390043,26186975419,35266536,26151708883,0
2019,4,1506463798994,43443473762,-510877235851,-585384218627,74506982776,0,0,0,104031739698,331385618296,0,0,331385618296,1298198132199,-551665223610,0,6125821239,0,6125821239,0,-330510519771,0,-37100182333,-9645230542,-731836895034,-731836895034,-168470515718,0,0,0,0,-563366379316,0,0,0,-1109092827680,189105304519,0,0,0,100664952157,-82952187180,17712764977,-1210265176,-160636642019,-160636642019,0,0,27258397324,0,17712764977,57024292652,-24851950210,32172342442,1616949725,-336906193,1280043532,912446559,79335994834,0,-15267546678,64068448156,76333958,63992114198,796
2020,1,1515103602167,13331702094,-469897483582,-420700951069,-49196532513,0,0,0,122620052208,18811037049,0,0,18811037049,1102995421809,-465181383312,0,3831673673,0,3831673673,0,-358740795221,0,33114138240,-11077318926,-590812217871,-590812217871,-120008561667,0,0,0,0,-470803656204,0,0,0,-927516193778,175479228031,0,0,0,7943060140,-3598930454,4344129686,0,-164402243375,-164402243375,0,0,11076984656,0,4344129686,70487703822,-30489496124,39998207698,1940726263,-687415394,1253310869,1889650686,58562283595,0,-11297250401,47265033194,24403845,47240629349,0
