Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2012,2,1140405825577,165268342577,76636421056,88631921521,523691847215,525883259612,-2191412397,410912039280,316784311614,27868854238,0,0,95565499029,-29306625601,12586251862,12586251862,0,27947344643,1257072781,0,0,546080538,2582531804,23561659520,0,0,0,547749120657,90869103490,45073664489,86676637207,-41602972718,0,0,0,45795439001,47150274011,-1354835010,0,6994763527,6994763527,0,322038208273,0,111615362112,211918875000,-1496028839,26088006324,10379988289,0,15708018035,0,1688154946234,1063479224676,255106117799,12060000000,151710822648,2974698605,13480721019,616625774,0,74655568910,-392319157,0,0,0,21665486306,342163136,0,1088153038,786707620571,544353913709,0,160966056918,81387649944,0,0,619737448614,619737448614,503957090000,60296215488,0,0,0,16833594811,0,19268961356,19381586959,0,0,4938272944,1688154946234
2012,3,1068372139951,114005780210,87591876735,26413903475,571101588037,573785016537,-2683428500,343875730832,246816051278,24614049135,0,0,108711537723,-36265907304,13042905332,13042905332,0,26346135540,872045362,0,0,787160671,2372131854,22314797653,0,0,0,552748786074,94896503298,48459308297,92574919128,-44115610831,0,0,0,46437195001,48011177011,-1573982010,0,6994763527,6994763527,0,320705377675,0,110812531514,211388875000,-1496028839,26201274683,10597561648,0,10000000000,5603713035,1621120926025,978957150516,160112754667,17500000000,84952481854,2297882599,16752534403,366120824,0,40534601046,-2290866059,0,0,0,28280443988,341163136,0,1092184435,790563951861,567113351558,0,173148712901,50301887402,0,0,637282860858,637282860858,503957090000,60296215488,0,0,0,16833594811,0,19268961356,36926999203,0,0,4880914651,1621120926025
2012,4,1090460327886,71857225837,54726741441,17130484396,658545301034,659302129534,-756828500,314665261556,196727060825,25229431736,0,11369563664,110167201907,-28827996576,24828873360,24828873360,0,20563666099,658460979,0,0,848947095,3028775859,16027482166,0,0,0,566767521080,93118350721,46932261460,92819343961,-45887082501,0,0,0,46186089261,48011177011,-1825087750,0,6994763527,6994763527,0,330233985595,0,114517522331,219426058788,-3709595524,26911055211,11607365245,0,15303689966,0,1657227848966,991001132767,183771615883,18100000000,87180938300,6466141274,25520294309,26870206031,0,19646646332,-12610363,0,0,0,42672691866,441163136,0,0,764556825018,593445095614,0,147559532957,23552196447,0,0,662527626397,662527626397,503957090000,60296215488,0,0,0,16833594811,0,22449937984,58990788114,0,0,3699089802,1657227848966
2013,1,1104739956296,31519418201,19260183835,12259234366,683784837007,684010351245,-225514238,334583974338,217979112887,26194096926,10368765704,0,116400354203,-36358355382,23063202323,23063202323,0,31788524427,1074050843,0,0,666034328,2807496897,27240942359,0,0,0,570743393759,90753380544,44612955606,92527308673,-47914353067,0,0,0,46140424938,48137677011,-1997252073,0,6994763527,6994763527,0,331614741419,0,114477943837,223449370028,-6312572446,25839402139,10506524173,0,15332877966,0,1675483350055,999470560379,147693069118,25478296560,84821249835,2546525718,9429663027,421529971,0,25003614370,-7810363,0,0,0,31405655711,441163136,0,0,820371835550,600529520015,0,192855796935,26986518600,0,0,674549380008,674549380008,503957090000,60296215488,0,0,0,16833594811,0,22449937984,71012541725,0,0,1463409668,1675483350055
2013,2,1115314995678,76693707253,61693707253,15000000000,669061571592,670526020823,-1464449231,332239601993,222338026369,26306207918,0,0,122406911748,-38811544042,6975581063,6975581063,0,30344533777,972834135,0,0,432961398,2490676579,26448061665,0,0,0,609400290309,88589322302,42560619187,92883600687,-50322981500,0,0,0,46028703115,48192677011,-2163973896,0,6994763527,6994763527,0,364455799909,0,114435312939,256138082308,-6117595338,27262208568,11680262960,0,15581945608,0,1724715285987,1093023947031,224330964278,17496862950,108031837893,2493729720,12886830471,450424815,0,82931516006,39762423,0,0,0,32042492303,440163136,0,0,836650490450,618412769161,0,188245155448,29992565841,0,0,630650113931,630650113931,503957090000,60296215488,0,0,0,17475024675,0,22476110676,26445673092,0,0,1041225025,1724715285987
2013,3,1152727592994,55924155062,45724155062,10200000000,714083600483,714084305521,-705038,336204236336,210540528790,29258269075,0,0,135335759076,-38930320605,15642896500,15642896500,0,30872704613,754290803,0,0,521637617,2496299936,27100476257,0,0,0,551476774001,83649579208,37741225903,82326600663,-44585374760,0,0,0,45908353305,48244677011,-2336323706,0,6994763527,6994763527,0,310885831406,0,113554679020,202938082308,-5606929922,25696286753,10174909711,0,14819366245,702010797,1704204366995,1062814356894,209029457391,12688000000,126991390388,2920115442,15608490847,3220501742,0,47355953176,245005796,0,0,0,31216865218,376513136,0,0,822568034285,601622151298,0,188349465422,32596417565,0,0,640365042485,640365042485,503957090000,60296215488,0,0,0,17475024675,0,22476110676,36160601646,0,0,1024967616,1704204366995
2013,4,1178564167228,46682333911,44482333911,2200000000,781091744305,781203364808,-111620503,319900067496,185942527632,41912776740,0,0,141378600034,-49333836910,8645993844,8645993844,0,22244027672,1012930041,0,0,669896921,0,20561200710,0,0,0,547946815755,81909993256,36176412702,82575547721,-46399135019,0,0,0,45733580554,48244677011,-2511096457,0,6994763527,6994763527,0,309240417414,0,112921824699,202817037308,-6498444593,25042585852,9362257612,0,14978317443,702010797,1726510982983,1066866174892,204036444567,3500000000,105857543519,4345168729,21372772512,30777210904,0,37948879107,234869796,0,0,0,38000446627,1190163136,215900487,-5717333,824829283698,634173247924,0,154148087038,36507948736,0,0,658664416656,658664416656,503957090000,60296215488,0,0,0,17475024675,0,22476110676,54459975817,0,0,980391435,1726510982983
2014,1,1546812633537,55336056633,55336056633,0,794715868319,795039760789,-323892470,342835150581,215499644202,36976857994,0,0,142542686925,-52184038540,6174474807,6174474807,0,54353062753,18330101477,0,190984243,531850822,0,35300126211,0,0,0,549242334929,209060834263,39611111614,87540219276,-47929107662,0,0,0,45558807803,48244677011,-2685869208,123890914846,6994763527,6994763527,0,309815864285,0,113569026570,202745282308,-6498444593,12590872854,7937129105,0,0,4653743749,2096054968466,1416860985637,221110195589,0,110018438987,14783091604,13977609188,29596688130,775019436,51909308607,50039637,0,0,0,27112611749,0,215900487,0,1168638178299,777284809050,0,354845420513,36507948736,0,0,678250581854,678250581854,503957090000,60296215488,0,0,0,17511684675,0,22476110676,74009481015,0,0,943400975,2096054968466
2014,2,1654658406955,66946756238,40946756238,26000000000,784300892930,786107525111,-1806632181,351339223712,209840990075,43237246796,0,0,156904160635,-58643173794,6664066990,6664066990,0,85630879021,49210450939,0,72923432,1382813364,0,34964691286,0,0,0,548791163487,213772576951,45955680453,95856260220,-49900579767,0,0,0,46124251716,49017077011,-2892825295,121692644782,6994763527,6994763527,0,306740456488,0,112424063773,200814837308,-6498444593,10503366521,5772597285,0,0,4730769236,2203449570442,1556209184227,1530062971651,0,98673097088,10059324019,17456791588,31039929267,15119431384,103052229379,842947404,0,0,0,26146212576,0,215900487,0,0,0,0,0,0,0,0,646355660690,646355660690,503957090000,60296215488,0,0,0,17511684675,0,25188932646,39401737881,0,0,884725525,2203449570442
2014,3,1646031813189,74144575328,71994575328,2150000000,748163987123,749623574719,-1459587596,388806632285,250879108465,62999284785,0,0,135338674121,-60410435086,7193107050,7193107050,0,95179326174,54427332078,0,608851335,837633578,0,39305509183,0,0,0,635513691816,208371496814,43294587973,93722728530,-50428140557,0,0,0,45929914771,49017077011,-3087162240,119146994070,6994763527,6994763527,0,397936588525,0,112900195810,291534837308,-6498444593,11430842950,6101502499,0,0,5329340451,2281545505005,1622692248520,1592275372164,0,113851982337,16587055033,21694610840,50034856164,2479875162,74076220068,853547404,0,0,0,30416876356,0,215900487,0,0,0,0,0,0,0,0,658026669938,658026669938,503957090000,60296215488,0,0,0,17511684675,0,25188932646,51072747129,0,0,826586547,2281545505005
2014,4,1170098554221,42130918112,42130918112,0,150801232938,151520437856,-719204918,447794931522,305760584874,39848761508,0,0,174052969539,-71867384399,8049547373,8049547373,0,128405521175,108304469626,0,664314689,600613140,0,18836123720,0,0,0,1382312499596,217957876846,45684065321,99579945426,-53895880105,0,0,0,46210637071,49467077011,-3256439940,126063174454,6994763527,6994763527,0,1127715629967,0,113914709834,1019289387308,-5488467175,18864229256,10501047738,0,0,5985848983,2552411053817,1878780513797,1829190159609,737734572,244796296136,7984738038,16845852159,50640495808,2765397097,56899878085,418091519,0,0,0,49590354188,0,215900487,0,0,0,0,0,0,0,0,672755890236,672755890236,503957090000,59996215488,0,0,0,17511684675,0,25188932646,66101967427,0,0,874649784,2552411053817
2015,1,1627145726169,58300720682,58300720682,0,606030635165,606901594612,-870959447,436796409470,281141622261,61488996525,0,0,171408040217,-77242249533,10209979991,10209979991,0,165932868746,113992671432,0,1382402130,638569740,0,49919225444,0,0,0,919746218197,217728586911,44373903506,100676409682,-56302506176,0,0,0,46031816815,49523077011,-3491260196,127322866590,6994763527,6994763527,0,668880740040,0,115199859993,559169347222,-5488467175,15362127719,7999874371,0,0,4510512034,2546891944366,1900755290548,1859456675602,0,187520547188,11951022029,24798257037,7036075459,2224397097,79774733083,392441519,0,0,0,41298614946,0,269875609,0,0,0,0,0,0,0,0,645220394213,645220394213,503957090000,60296215488,0,0,0,17511684675,0,28471899039,34983505011,0,0,916259605,2546891944366
2015,2,3254412637036,229120561556,98120561556,131000000000,837381328863,838434992401,-1053663538,445229712166,303769233999,87515975178,0,0,128510158904,-74565655915,8301794701,8301794701,0,1245137933272,118796478418,0,1671797452,528255771,0,1124141401631,0,0,0,630693197898,222122278314,46957643859,105386655136,-58429011277,0,0,0,47950229894,51623077011,-3672847117,127214404561,6994763527,6994763527,0,373935039648,0,123303029974,253626336810,-2994327136,14083760095,9008518287,36758744,0,5038483064,3885105834934,3221416153767,3176479490869,0,184120540174,18336230925,26396400015,54132943636,569080838,1160014073405,39637,0,0,0,44936662898,0,745253821,0,0,0,0,0,0,0,0,662753605701,662753605701,503957090000,60296215488,0,0,0,18168277954,0,28471899039,51860123220,0,0,936075466,3885105834934
2015,3,2940787038397,280741719729,84731719729,196010000000,1454270110020,1455019689953,-749579933,518535782885,361063413382,76340072251,0,0,157433487279,-76301190027,8364592780,8364592780,0,200836123974,148181433194,0,1334454683,492128617,0,50828107480,0,0,0,1121968875545,152290436132,52306745312,113072797212,-60766051900,0,0,0,47817084578,51623077011,-3805992433,52166606242,90753544635,90970255582,-216710947,850604840049,0,124393710898,744548832382,-18337703231,14837091415,9323524128,36758744,0,5476808543,4062755913942,2319597766996,2273105806010,2029800000,178998562196,17232886134,19454433201,76542936572,814535383,85259785885,39637,0,0,0,46491960986,0,745253821,0,0,0,0,0,0,0,0,1742235842750,1742235842750,803957090000,827943052804,0,0,0,18168277954,0,28471899039,63695522953,0,0,922304196,4062755913942
2015,4,3560011313180,308450041988,51300041988,257150000000,2002798490107,2002972672796,-174182689,583979299157,380308847252,65319092656,0,0,208762599852,-70411240603,9696758092,9702291456,-5533364,141797018732,123928577105,0,506011428,1074952209,0,16287477990,0,0,0,726269164544,86344405270,57053101928,120775436008,-63722334080,0,0,0,3197904293,7376063011,-4178158718,26093399049,90333667176,90970255582,-636588406,516971712666,0,124884937333,434315785028,-42229009695,19210809118,13626971283,297528,0,5583540307,4286280477724,2442266144501,2365376724886,2029800000,121891539762,74406378430,22351191880,56573774788,692255517,59516230394,24539637,0,0,0,76889419615,0,745253821,0,0,0,0,0,0,0,0,1843056373840,1843056373840,803957090000,827943052804,0,0,0,18168277954,0,28471899039,164516054043,0,0,957959383,4286280477724
2016,1,3782406694165,56508706896,53358706896,3150000000,2430241022829,177304097054,-1743074225,621172058101,337172029823,72848437741,0,0,290896373234,-79744782697,9057745362,9134186909,-76441547,134691376485,129636817548,0,2885238319,2169320618,0,0,0,0,0,645321886951,62799265637,59528270250,125646614434,-66118344184,0,0,0,3270995387,7601618567,-4330623180,0,89913789717,90970255582,-1056465865,427173233696,0,125879555287,173459688104,-42229009695,15869072427,15857572427,0,0,11500000,4427728581116,2538649414991,2535875238034,0,120513936912,76979014033,33533953543,28694573092,569080838,41542895651,61539637,0,0,0,2774176957,0,0,0,0,0,0,0,0,0,0,1888120943252,1888120943252,803957090000,827943052804,0,0,0,18168277954,0,36312733442,201739789052,0,0,958222873,4427728581116
2016,2,3762818894191,160126397663,107076397663,53050000000,2263062170447,79502064260,-819893813,668216678625,342789159330,128561175893,0,0,274216892116,-77350548714,10100490810,10176932357,-76441547,131857162690,128338367554,0,2442515085,1076280051,0,0,0,0,0,836314439626,65395094782,61624649951,130717987865,-69093337914,0,0,0,3770444831,8219618567,-4449173736,0,89622979005,91099979212,-1477000207,606155922775,0,126336125226,164976686400,-44148238258,19038394769,16558610454,0,0,0,4599133333817,2782503150030,2780990535825,0,173376396373,6492023870,28149970111,22180316888,53617437,174814521415,123674365,0,0,0,1512614205,0,483691069,0,0,0,0,0,0,0,0,1816630183787,1816630183787,803957090000,827943052804,0,0,0,19773444835,0,36312733442,127652632957,0,0,0,4599133333817
2016,3,3759428623076,51199099170,50084099170,1115000000,2307109707777,72758055806,-3528348029,729946447333,376808834694,97401043974,0,0,318742545089,-63005976424,7837171114,7837171114,0,137774448466,131881499155,0,4551806374,1341142937,0,0,0,0,0,928898650677,62516873991,58915351728,131014910774,-72099559046,0,0,0,3601522263,8219618567,-4618096304,0,90146318774,92045462789,-1899144015,662653586488,0,127120202027,235476686400,-44148238258,20311383005,20299883005,0,0,11500000,4688327273753,2838731957543,2837219343338,1299999812,185449239586,33241830303,26208442623,22093171966,53617437,100486417738,134874365,0,0,0,1512614205,0,0,0,0,0,0,0,0,0,0,1848652026003,1848652026003,803957090000,827943052804,0,0,0,19773444835,0,36312733442,160665704922,0,0,943290207,4688327273753
2016,4,3530774911016,77133874904,76018874904,1115000000,2043028598415,209032088933,-3463490518,690233911669,436792212956,129197433855,0,0,184871604888,-60627340030,11349756652,11349756652,0,160288197685,152381322152,0,6769698440,1137177093,0,0,0,0,0,1407640137288,75058713525,68727774092,143729756933,-75001982841,0,0,0,6330939433,11115535367,-4784595934,0,110514416982,112838923737,-2324506755,1126345533733,0,130503396214,171367628100,-28804862163,22210221655,22198721655,0,0,11500000,4938415048304,3084232346505,3082718199300,74508669612,231382806109,35383769987,26111617684,47786021259,301382437,68073047037,131574365,0,0,0,1514147205,0,0,0,0,0,0,0,0,0,0,1854182701799,1854182701799,803957090000,827943052804,0,0,0,19773444835,0,36312733442,165253514443,0,0,0,4938415048304
2017,1,3921690827815,75057679794,74837553252,220126542,2280262437197,178112273639,-1144136442,763864518775,416451318698,167029278902,0,0,241992293226,-61608372051,8604969570,8604969570,0,171101703690,157010150269,0,7691755406,6368798015,0,31000000,0,0,0,1180496254529,74141797131,67977357327,145973963743,-77996606416,0,0,0,6164439804,11115535367,-4951095563,0,116880979167,119920272543,-3039293376,913972037965,0,126665609090,221548440785,-39347282455,20309277583,17984933530,56248601,0,11500000,5102187082344,3219464686131,3214944759185,79186223289,295007813249,32128063680,27611705164,65442938361,68617436,85650799625,0,0,0,0,4519926946,0,483691069,0,0,0,0,0,0,0,0,1882722396213,1882722396213,803957090000,827943052804,0,0,0,19773444835,0,41540743782,188455351633,0,0,0,5102187082344
2017,2,4102942325730,92798641648,92773641648,25000000,2375474443263,187464954589,-1104629326,793210579835,444839058697,161991453839,0,0,250282444047,-63902376748,9039436150,9039436150,0,172144711169,161229087181,0,6746422457,4169201531,0,0,0,0,0,1024297482894,74325852023,67740209156,148470127710,-80729918554,0,0,0,6585642867,11745165367,-5159522500,0,111452728321,115186930524,-3734202203,774085512655,0,131673357704,221548440785,-58036214742,20551828675,18313377622,56248601,0,0,5127239808624,3326694483795,3317768219344,158777739797,325469832070,29705385983,19910564001,29130674851,53617436,103628791252,219068001,0,0,0,8926264451,0,318688441,0,0,0,0,0,0,0,0,1800545324829,1800545324829,803957090000,827943052804,0,0,0,21059046903,0,41540743782,104982153543,0,0,0,5127239808624
2017,3,3830112199930,102598704355,102423704355,175000000,1849321070564,214523972135,-5822019571,803098492706,477286020794,159013848111,0,0,230701000549,-63902376748,11306237991,11306237991,0,175930439231,165138494815,0,8105751928,2684192488,0,2000000,0,0,0,1502263369703,80896556314,72437065040,156488368647,-84051303607,0,0,0,8459491274,13906165367,-5446674093,0,110738097235,115186930524,-4448833289,1250825426623,0,128943530689,191985436845,-56510710720,22234859836,20059301783,56248601,0,11500000,5332375569633,3498602161236,3492060894157,84905482341,403637725961,32585365308,24557280314,26797682380,453617436,119321837571,219668001,0,0,0,6541267079,0,483691069,0,0,0,0,0,0,0,0,1833773408397,1833773408397,803957090000,827943052804,0,0,0,21059046903,0,41540743782,138166804629,0,0,0,5332375569633
2017,4,4208255437481,108165861775,103840861775,4325000000,2326836348531,287384199971,-5688332440,756477760041,457325128535,143404405599,0,0,221018730797,-65270504890,9890050004,9890050004,0,184560989037,176694890528,0,6166850082,1699248427,0,0,0,0,0,1194238585934,84508326626,74646679707,162874633215,-88227953508,0,0,0,9861646919,15741792486,-5880145567,0,110023466149,115186930524,-5163464375,927190214524,0,130738632138,245429793280,-72048380703,30502832858,28413167805,56248601,0,0,5402494023415,3501589912900,3493247596292,197777181284,360480374668,7285367083,34235153910,45216385237,580399232,89715217191,137968001,0,0,0,8342316608,0,483691069,0,0,0,0,0,0,0,0,1900904110515,1900904110515,803957090000,827943052804,0,0,0,21059046903,0,41540743782,205269457416,0,0,0,5402494023415
