Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2005,4,358910514690,33900787545,2132950658,31767836887,260333000000,260333000000,0,62796390726,50686885386,3106982324,0,0,9783783164,-781260148,491413856,491413856,0,1388922563,0,0,0,0,0,1388922563,0,0,0,78598980706,56227494788,13263514124,24465211725,-11201697601,0,0,0,42683180664,42860514000,-177333336,280800000,0,0,0,16640000000,0,13640000000,3000000000,0,5731485918,1743470837,0,3988015081,0,437509495396,326599414476,41312915687,0,14600037040,1524298095,11304980527,12715777520,0,1167822505,0,0,0,0,389214614,340104700,0,0,284897284175,103100373889,0,56328329873,125468580413,0,0,110910080920,108530707806,70000000000,0,0,0,0,10068002559,0,5757900725,22704804522,2379373114,2379373114,0,437509495396
2006,4,392876816914,74016486615,50916486615,23100000000,238300000000,238300000000,0,77793326512,64221873023,7717268451,0,0,11524704326,-5670519288,399666125,399666125,0,2367337662,0,0,50817660,0,97525888,2218994114,0,0,0,86060258468,62311105937,13089041937,28148991720,-15059949783,0,0,0,49222064000,49488064000,-266000000,0,0,0,0,15640000000,0,13640000000,2000000000,0,8109152531,3433737098,0,4675415433,0,478937075382,352931288306,42544329183,0,20581911946,1196604101,6188160163,14196678064,46811773,334163136,0,0,0,0,0,0,0,0,310386959123,109312833637,0,64282586695,136791538791,0,0,126005787076,120347303828,83046300000,0,0,0,0,13618217995,6657322461,0,17025463372,5658483248,5658483248,0,478937075382
2008,4,610903772222,45807848045,45807848045,0,426496989048,428811709422,-2314720374,132015517909,82477287468,13852228769,0,0,48209911942,-12523910270,818463395,818463395,0,5764953825,508003549,0,1066397974,280621254,0,3909931048,0,0,0,268922835397,66261253086,10160310542,31892585810,-21732275268,0,0,0,52986204000,53252204000,-266000000,3114738544,0,0,0,186241148337,0,32068181397,154172966940,0,16420433974,5865104595,0,0,10555329379,879826607619,400101213996,78689968331,0,36119563476,1542604386,19209550537,14249755349,33843785,7534650798,0,0,0,0,792630187,0,0,397321051,320618615478,131167920161,0,74513005145,114937690172,0,0,477666698596,474791194310,300000000000,114375000000,0,0,0,14517639731,0,9808402445,36090152134,2875504286,2875504286,2058695027,879826607619
2009,4,665504949494,99497839316,39397839316,60100000000,386663251932,387401286119,-738034187,164246934676,112504504538,29661397268,0,0,36141969214,-14060936344,8584068115,8584068115,0,6512855455,405912343,0,1056738481,216546915,0,4833657716,0,0,0,348343347878,81189533887,24287216353,48309375582,-24022159229,0,0,0,53695567799,53962204000,-266636201,3206749735,0,0,0,249815794449,0,67264594580,182923311402,-372111533,17338019542,5974500960,0,0,11363518582,1013848297372,524596640430,106867359334,5117333332,57352437550,3521805405,15073994250,16309151259,1111496180,8381141358,0,0,0,0,1607716893,0,0,547474422,416121564203,182270341549,0,107685527549,126165695105,0,0,483890734250,483538416347,300000000000,114375000000,-201068212,0,-190538338,14937483028,0,12044101089,42573438780,352317903,352317903,5360922692,1013848297372
2010,4,991822194350,260934598008,49834598008,211100000000,442983736701,444224424093,-1240687392,278267085221,163687929038,23719055316,19780000,0,104340265444,-13499944577,1950810026,1950810026,0,7685964394,851737893,1082735331,0,1137971261,0,4613519909,0,0,0,481497481809,76561431483,30234176138,59759167886,-29524991748,0,0,0,45574633861,46147404000,-572770139,752621484,6312413527,6312413527,0,377305569770,0,105676651016,272001030287,-372111533,21318067029,9699869113,0,0,11618197916,1473319676159,800689023853,254945071331,100405824000,66696187663,10517097557,22770171565,25391102705,1919081914,27827657889,-582051962,0,0,0,1226155620,1226155620,0,0,544517796902,278318419396,0,122705081721,143494295785,0,0,669152704097,669152704097,450000000000,114375000000,-201068212,0,-46888808,15377483028,11988402445,0,77659775644,0,0,3477948209,1473319676159
2011,1,1028687639332,314159331359,32154275803,282005055556,382281615161,386462408922,-4180793761,290154709654,159742868526,30192761489,0,0,115642942420,-15423862781,23166303927,23166303927,0,18925679231,369438636,0,494136478,2853225370,0,15208878747,0,0,0,504421709572,83996869206,35847605851,67187866096,-31340260245,0,0,0,45477900962,46147404000,-669503038,2671362393,6994763527,6994763527,0,390749842825,0,116140113740,275389051111,-779322026,22680234014,7308553822,0,0,15371680192,1533109348904,849699268315,236013264808,123213000861,75880336599,3334092455,11937312994,1549661325,1674901075,15624274820,2799684679,0,0,0,4520945705,0,0,718786468,609165057802,319577694117,0,143543401283,146043962402,0,0,680132527602,680132527602,450000000000,114375000000,-201068212,0,-36733022,15377483028,0,15814608483,84803237325,0,0,3277552987,1533109348904
2011,2,961970395944,180978498695,123790298695,57188200000,405138299981,407543506593,-2405206612,353739623897,174272746152,68024459607,0,0,137252728971,-25810310833,3935214516,3935214516,0,18178758855,211197817,0,0,784583521,1140325058,16042652459,0,0,0,498373619570,86786503158,41335063610,74118376995,-32783313385,0,0,0,45381168064,46147404000,-766235936,70271484,6994763527,6994763527,0,382974585290,0,116873371205,266880536111,-779322026,21617767595,6916585090,0,14701182505,0,1460344015514,822157800456,155352427036,12070612215,71577779988,0,2597201109,18734046385,851781958,47900152163,1620853218,0,0,0,6653364996,0,0,688277518,660152008424,363229594444,0,141231569058,155690844922,0,0,634589174716,634589174716,450000000000,114375000000,0,-201068212,0,16142724236,0,15814608483,38457910209,0,0,3597040342,1460344015514
2011,3,1154320265347,235303469609,108660123901,126643345708,417907728348,425578071784,-7670343436,472039343822,275890129062,69522055376,0,0,155041170764,-28414011380,5482481311,5482481311,0,23587242257,350284367,0,0,353505362,1608894693,21274557835,0,0,0,489691174875,92040063038,42350102994,78263808935,-35913705941,0,0,0,45632039359,46514064000,-882024641,4057920685,6994763527,6994763527,0,366329407421,0,112563744921,254115662500,-350000000,24326940889,8864293688,0,15462647201,0,1644011440222,995296587543,170102809986,17909084629,104033073803,3284335305,21334494581,987710234,0,22814444396,-260332962,0,0,0,35700120664,25342163136,0,673317125,789493656893,416162484903,0,272108991996,101222179994,0,0,643550395532,643550395532,450000000000,114375000000,-201068212,0,0,16142724236,0,15814608483,47419131025,0,0,5164457147,1644011440222
2011,4,1071411937574,307357121975,116086841505,191270280470,342216250912,346336753994,-4120503082,398306883072,260408725016,37991226652,0,0,122030524374,-22123592970,7273495875,7273495875,0,16258185740,267784352,0,0,651995283,1682870693,13655535412,0,0,0,559583139475,91801273770,45986323967,82402432349,-36416108382,0,0,0,45814949803,46844274011,-1029324208,0,6994763527,6994763527,0,371244709029,0,119655605381,254503827778,-2914724130,26238943847,10293928164,0,5945015683,10000000000,1630995077049,953810653704,227427106556,15979816516,119853974796,2710892830,23516446330,33027026964,0,31950525622,388423498,0,0,0,50508487456,25342163136,0,1014247122,675875059692,447935714411,0,136574111113,91365234168,0,0,671370920184,671370920184,450000000000,114254356691,-1674903,0,0,16142724236,0,15814608483,75160905677,0,0,5813503161,1630995077049
2012,1,1617788731049,164343394478,105673617635,58669776843,493895532645,494701839278,-806306633,923291994756,799764264287,31089836477,0,0,116742505262,-24304611270,8152777253,8152777253,0,28105031917,1350570930,0,0,1388789965,1869520693,23496150329,0,0,0,522622975359,89449875689,43789731288,82629957804,-38840226516,0,0,0,45660144401,46844274011,-1184129610,0,6994763527,6994763527,0,322125302077,0,117702455916,205918875000,-1496028839,26250787565,10659663428,0,15591124137,0,2140411706408,1457397882454,653066677906,20090000000,567241978436,2350540521,34624134267,8541166883,0,21808160171,-1589302372,0,0,0,17630874704,342163136,0,1101294228,786700329844,514102834664,0,177173384213,95424110967,0,0,678159960910,678159960910,450000000000,114253305488,0,0,0,16142724236,0,15814608483,81949322703,0,0,4853863044,2140411706408
