2020-03-20,161402,136420,28240,374378,362489,8400
2020-03-13,484650,464115,14020,411630,368590,15000
2020-03-20,161402,136420,28240,374378,362489,8400
2020-03-23,20950,10000,0,325920,297830,9180
2020-03-24,216640,189920,5340,356320,307740,1740
2020-03-25,1482225,1421735,33700,475595,434155,19500
2020-03-26,56980,32000,13010,351670,306810,32770
2020-03-27,109830,83000,25030,103540,74810,900
2020-03-30,272015,223061,3980,76635,58939,4100
2020-03-31,254799,228929,28250,220381,167261,1400
2020-04-01,362904,346897,5670,38526,22713,3300
2020-04-02,200715,200715,0,200715,200715,0
2020-04-03,851542,748980,7140,975978,949833,6800
2020-04-06,1165770,907700,33570,816640,574270,40280
2020-04-07,1100651,931140,1500,716159,501651,31320
2020-04-08,444309,411000,10000,210411,169430,5410
2020-04-09,439378,299398,33310,799732,663150,32790
2020-04-10,356843,249080,22540,245987,148180,27920
2020-04-13,497859,371240,49760,236431,134781,12970
2020-04-14,270339,206479,11520,180021,114171,10810
2020-04-15,588749,401300,30540,378611,236473,37050
2020-04-16,1349064,965968,107320,718716,507636,20980
2020-04-17,1043366,875446,52910,930534,791254,30520
2020-04-20,365461,217582,15350,854249,631399,25070
2020-04-21,295492,143715,53930,1083758,758738,66350
2020-04-22,369588,283803,18140,150442,68617,6070
2020-04-23,270889,202000,16640,274261,182891,26750
2020-04-24,173522,98000,17550,284248,248104,38010
2020-04-27,1084633,924340,69920,616747,476052,88460
2020-04-28,745065,693255,10360,348385,282895,30930
2020-04-29,883050,841040,19570,137770,59980,24310
2020-05-04,853172,813610,23770,293598,217088,19830
2020-05-05,895533,858243,43500,186497,93920,8880
