Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2005,0,335710094050,32591261563,32591261563,0,218249984058,218249984058,0,80712877833,71212218463,4114606718,0,0,5386052652,0,0,0,0,4155970596,3963337666,0,0,0,0,192632930,0,0,0,126675099077,32639565943,31903686399,51792384420,-19888698021,0,0,0,735879544,780448600,-44569056,0,0,0,0,87045192728,0,0,87045192728,0,3500000000,0,0,3500000000,0,462385193127,307318443491,84260132112,0,64653069739,3534971023,4342249641,0,0,11729841709,0,0,0,0,2172133014,0,0,0,220886178365,220886178365,0,0,0,0,0,155066749636,149026823257,69773444372,0,0,12159500000,0,51340842036,10911228955,4841807894,0,6039926379,6039926379,0,462385193127
2006,0,755392111201,59737141989,59737141989,0,582158374692,582158374692,0,98688335574,91906033595,0,0,0,6782301979,0,0,0,0,14808258946,5282021559,0,0,0,5028843150,4497394237,0,0,0,439891905709,263421320676,44529541349,68670361420,-24140820071,0,0,0,214556264390,214887813813,-331549423,4335514937,0,0,0,172970585033,0,0,172970585033,0,3500000000,0,0,3500000000,0,1195284016910,477068116511,129025864825,0,71871823069,2455078015,787546089,11124017460,0,42787400192,0,0,0,0,2172133014,0,0,2154927014,345870118672,153796630350,0,41166720916,150906767406,0,0,718215900399,715970308151,447285956076,0,0,3011500000,213785395213,33949507075,10911228955,7026720832,0,2245592248,2245592248,0,1195284016910
2007,0,3702303747883,1158716050708,314621050708,844095000000,2172969980000,2185874361692,-12904381692,355816137661,332058957795,0,0,0,26085792027,-2328612161,0,0,0,14801579514,5389139729,0,0,0,168123355,9244316430,0,0,0,816967225734,279563274471,55775237135,88312294273,-32537057138,0,0,0,216669251965,217881939503,-1212687538,7118785371,0,0,0,531403951263,0,125489397112,405914554151,0,6000000000,0,0,0,6000000000,4519270973617,2764876874827,2335806176093,0,141641195089,116693520,678417004,8449852893,0,2184920017587,0,0,0,0,1246422625,0,0,1229216625,427824276109,243385826069,0,43625561313,140812888727,0,0,1754394098790,1743068552334,890000000000,663000273800,0,0,0,0,0,12498244071,177570034463,11325546456,11325546456,0,4519270973617
2008,0,3563870157984,833561025759,230187525759,603373500000,2260742889542,2292643687425,-31900797883,446409607448,414665507517,2164573233,0,0,36691658247,-7112131549,0,0,0,23156635235,9523668886,0,0,0,349780205,13283186144,0,0,0,1354490610203,284571786097,64910889965,110423171422,-45512281457,0,0,0,219660896132,222497973125,-2837076993,0,0,0,0,1061443433448,0,156367200000,922092855909,-17016622461,8475390658,274747473,0,8200643185,0,4918360768187,2630338752346,1970619571064,0,237592570593,962028851,13658287912,11269570568,0,1707137113140,0,0,0,0,2176493100,0,0,2176493100,657542688182,473456872467,0,120483459735,63602355980,0,0,2288022015841,2284311686518,1035500000000,1049987773800,0,0,0,69990166798,0,15179987611,113653758309,3710329323,3710329323,0,4918360768187
2009,0,4373173954700,1478791102325,230977102325,1247814000000,2138879258469,2162079672778,-23200414309,711864757086,622590247113,74757087384,0,0,29412433199,-14895010610,333351296,333351296,0,43305485524,12348100455,0,0,0,579252605,30378132464,0,0,0,1549197910334,87681222415,48342115293,108714100770,-60371985477,0,0,0,38006698032,43343240511,-5336542479,1332409090,0,0,0,1261480311199,0,406697304200,859440641280,-4657634281,200036376720,191337824029,0,6000000000,2698552691,5922371865034,3494699212356,2602491836981,0,577313464266,28502493218,16609715219,36332724293,0,1943733439985,0,0,0,0,2469158625,0,0,2432158625,889738216750,622800833132,0,201899517555,65037866063,0,0,2427672652678,2415668703575,1035500000000,1049987773800,0,0,-13804144101,139825636177,0,24008271568,180151166131,12003949103,12003949103,0,5922371865034
2010,0,4650480740255,561484924260,201484924260,360000000000,3172764166694,3205596950907,-32832784213,863550928596,731751142540,92590931857,0,0,61413845696,-22204991497,85800000,85800000,0,52594920705,10140863892,18144967605,0,0,0,24309089208,0,0,0,1802621718182,319852848801,46047206340,112220314737,-66173108397,0,0,0,43328011151,52335778511,-9007767360,230477631310,0,0,0,1309775007664,0,249116194200,1096115166466,-35456353002,172993861717,164081910726,0,6000000000,2911950991,6453102458437,2845714660847,1656186306367,0,664613209604,4491878000,19173956209,24317800620,0,919924124315,23665337619,0,0,0,2291471100,0,0,2257107850,1187236883380,856099323880,0,263105850886,68031708614,0,0,3607387797590,3607387797590,1597103640000,1622092724471,-14854448300,0,-9463613253,179564189409,0,36870953284,196074351979,0,0,0,6453102458437
2011,0,6060882350961,686565126049,272565126049,414000000000,4182683563297,4292244806144,-109561242847,1111821008652,1034158831183,67559720527,0,0,55774538400,-45672081458,1023689350,1023689350,0,78788963613,7548820316,0,5464493851,0,0,65775649446,0,0,0,2133987828873,540205128532,47541099023,123855970314,-76314871291,0,0,0,41262425272,56520325422,-15257900150,451401604237,0,0,0,1443645584415,0,421007557671,1145091899026,-122453872282,150137115926,135345435486,0,0,14791680440,8194870179834,2733521213907,2731262122357,0,945537876105,20540927887,44006838543,46533322682,2689572627,260685723360,27697001105,0,0,0,2259091550,0,0,2246091550,0,0,0,0,0,0,0,5461348965927,5461348965927,2129471520000,2974771778198,-124322427350,0,-3470275408,179211820775,51638058907,0,254048490805,0,0,0,8194870179834
2012,0,8389906062676,1773518264884,1007638264884,765880000000,5275830007058,5356403269249,-80573262191,1173648940979,1124067119187,68305378240,0,0,152113621922,-170837178370,1989702670,1989702670,0,164919147085,10773744766,0,90089890454,0,0,64055511865,0,0,0,2381298366116,1031461314679,57066158279,145610883373,-88544725094,0,0,0,42507515470,65947176822,-23439661352,931887640930,0,0,0,1218758136997,0,410428986379,984682218956,-176353068338,131078914440,114687513742,0,0,16391400698,10771204428792,4687926552028,4185637098830,0,1108156127879,6288647510,68211080677,54871056492,11114628440,1166029434723,13158310655,0,0,0,502289453198,0,0,2232701991,0,0,0,0,0,0,0,6083277876764,6083277876764,2342418670000,3323062514020,-138219350615,0,0,179211820775,0,69119766469,307684456115,0,0,0,10771204428792
2013,0,10290581231152,2672078875363,530568875363,2141510000000,6135134387096,6327438523951,-192304136855,1411581033655,1375440865030,143617919273,0,0,103824919718,-211302670366,2447356770,2447356770,0,69339578268,28232403747,0,5939350660,0,0,35167823861,0,0,0,2109292573464,1377941529079,122772727289,216018932399,-93246205110,0,0,0,90543652731,132312192048,-41768539317,1164625149059,0,0,0,596723428748,0,199045745661,590804798705,-193127115618,134627615637,104062011034,0,0,30565604603,12399873804616,5479960157619,4930377481511,70000000000,1512631360878,46957534322,103864808487,45762942364,52581227508,302452370434,13584310524,0,0,0,549582676108,0,0,0,0,0,0,0,0,0,0,6174698734599,6174698734599,2342418670000,3323062514020,-157228060975,0,0,179211820775,0,0,398932352379,0,0,745214912398,12399873804616
2014,0,14007914799013,793824511746,713824511746,80000000000,6025249056704,129616443765,-40202387061,6980826602329,6809399005259,160116474490,0,0,561386099813,-550074977233,2111139320,2111139320,0,205903488914,204062936668,0,1840552246,0,0,0,0,0,0,4322503611894,299442531345,216117044728,346342799584,-130225754856,0,0,0,83325486617,155273976177,-71948489560,0,892790999983,915980376607,-23189376624,2298748459472,0,73157256108,575200276773,-30903677104,106669285239,106669285239,0,0,0,18330418410907,11442921663816,10884884414108,0,1581334210913,183855300868,64174063426,32444188496,40983957120,87334531869,8661985943,0,0,0,558037249708,0,0,0,0,0,0,0,0,0,0,6887496747091,6887496747091,2342418670000,3323062514020,0,-162414980975,0,179211820775,0,0,401714279684,0,0,0,18330418410907
